#Most keys that are hardcoded into the game;;;;;;;;;;;;;;
GIVEMILITARYACCESS_OTHER_ACCEPT_LOG;$RECIPIENT$ accepted the Military Access offer from $ACTOR$.;$RECIPIENT$ a accepté l'offre d'accès militaire de $ACTOR$.;$RECIPIENT$ nahm das Angebot auf Militärzugang von $ACTOR$ an.;;;;;;;;;;;
GIVEMILITARYACCESS_THEY_DECLINE_LOG;$RECIPIENT$ declined our offer of Military Access.;$RECIPIENT$ a refusé notre offre d'accès militaire.;$RECIPIENT$ lehnte unser Angebot auf Militärzugang ab.;;;;;;;;;;;
GIVEMILITARYACCESS_WE_DECLINE_LOG;We declined a Military Access offer from $ACTOR$.;Nous avons refusé l'offre d'accès militaire de $ACTOR$.;Wir lehnten ein Angebot auf Militärzugang von $ACTOR$ ab.;;;;;;;;;;;
GIVEMILITARYACCESS_OTHER_DECLINE_LOG;$RECIPIENT$ declined a Military Access offer from $ACTOR$.;$RECIPIENT$ a refusé l'offre d'accès militaire de $ACTOR$.;$RECIPIENT$ lehnte ein Angebot auf Militärzugang von $ACTOR$ ab.;;;;;;;;;;;
GIVEMILITARYACCESS_DESC;Allows this country's troops to move through our territory.;Permet aux troupes de ce pays de traverser notre territoire.;Erlaubt den Truppen dieses Landes, durch unser Gebiet zu marschieren.;;;;;;;;;;;
GIVEMILITARYACCESS_BUTTON;Give Military Access;Accorder un accès militaire;Militärzugang gewähren;;;;;;;;;;;
GIVEMILITARYACCESS_OFFER;$ACTOR$ is offering us Military Access. Accepting will allow us to move ships and armies into their territory.;$ACTOR$ nous offre un accès militaire. Si nous acceptons, nos navires et armées pourront traverser son territoire.;$ACTOR$ bietet uns Militärzugang an. Wenn wir zustimmen, dürfen wir Schiffe und Armeen in ihr Gebiet bringen.;;;;;;;;;;;
CANCELGIVEMILITARYACCESS_THEY_ACCEPT_LOG;We decided to revoke the Military Access we granted to $RECIPIENT$.;Nous avons décidé d'annuler l'accès militaire que nous avions accordé à $RECIPIENT$.;Wir entschieden, den Militärzugang zurückzuziehen, den wir $RECIPIENT$ gewährt hatten.;;;;;;;;;;;
CANCELGIVEMILITARYACCESS_WE_ACCEPT_LOG;$ACTOR$ revoked our Military Access through their territory.;$ACTOR$ a annulé notre accès militaire à son territoire.;$ACTOR$ zog unseren Militärzugang durch ihr Gebiet zurück.;;;;;;;;;;;
CANCELGIVEMILITARYACCESS_OTHER_ACCEPT_LOG;$ACTOR$ revoked the Military Access they granted to $RECIPIENT$.;$ACTOR$ a annulé l'accès militaire précédemment accordé à $RECIPIENT$.;$ACTOR$ zog den Militärzugang zurück, den sie $RECIPIENT$ gewährt hatten.;;;;;;;;;;;
CANCELGIVEMILITARYACCESS_DESC;Removes the Military Access we are granting to this country.;Annule l'accès militaire accordé à ce pays.;Zieht den Militärzugang zurück, den wir diesem Land gewähren.;;;;;;;;;;;
CANCELGIVEMILITARYACCESS_BUTTON;Remove Military Access;Annuler l'accès militaire;Militärzugang zurückziehen;;;;;;;;;;;
ALLIANCE_THEY_ACCEPT_LOG;$RECIPIENT$ entered our Military Alliance.;$RECIPIENT$ a rejoint notre alliance militaire.;$RECIPIENT$ ging mit uns ein Militärbündnis ein.;;;;;;;;;;;
ALLIANCE_WE_ACCEPT_LOG;We entered a Military Alliance with $ACTOR$.;Nous avons conclu une alliance militaire avec $ACTOR$.;Wir gingen ein Militärbündnis mit $ACTOR$ ein.;;;;;;;;;;;
ALLIANCE_OTHER_ACCEPT_LOG;$RECIPIENT$ entered a Military Alliance with $ACTOR$.;$RECIPIENT$ a conclu une alliance militaire avec $ACTOR$.;$RECIPIENT$ ging ein Militärbündnis mit $ACTOR$ ein.;;;;;;;;;;;
ALLIANCE_THEY_DECLINE_LOG;$RECIPIENT$ declined our Military Alliance offer.;$RECIPIENT$ a refusé notre offre d'alliance militaire.;$RECIPIENT$ lehnte unser Angebot auf ein Militärbündnis ab.;;;;;;;;;;;
ALLIANCE_WE_DECLINE_LOG;We declined a Military Alliance offer from $ACTOR$.;Nous avons refusé l'offre d'alliance militaire de $ACTOR$.;Wir lehnten ein Angebot auf ein Militärbündnis von $ACTOR$ ab.;;;;;;;;;;;
ALLIANCE_OTHER_DECLINE_LOG;$RECIPIENT$ declined a Military Alliance offer from $ACTOR$.;$RECIPIENT$ a refusé l'offre d'alliance militaire de $ACTOR$.;$RECIPIENT$ lehnte ein Angebot auf ein Militärbündnis von $ACTOR$ ab.;;;;;;;;;;;
ALLIANCE_DESC;If a country accepts our Alliance offer, it may come to our assistance during wars.;Si un pays accepte notre offre d'alliance, il pourra nous venir en aide en cas de guerre.;Wenn ein Land unser Bündnisangebot annimmt, könnte es uns im Krieg zu Hilfe kommen.;;;;;;;;;;;
ALLIANCE_BUTTON;Form Alliance;Former une alliance;Bündnis bilden;;;;;;;;;;;
ALLIANCE_OFFER;$ACTOR$ offers us an Alliance. By accepting it we are promising to help each other in times of war.;$ACTOR$ nous propose une alliance. En l'acceptant, nous nous engageons à nous entraider en cas de guerre.;$ACTOR$ bietet uns ein Bündnis an. Wenn wir annehmen, versprechen wir, einander in Kriegszeiten zu helfen.;;;;;;;;;;;
CANCELALLIANCE_THEY_ACCEPT_LOG;We have broken our Alliance with $RECIPIENT$.;Nous avons rompu notre alliance avec $RECIPIENT$.;Wir haben unser Bündnis mit $RECIPIENT$ gebrochen.;;;;;;;;;;;
CANCELALLIANCE_WE_ACCEPT_LOG;$ACTOR$ broke their Alliance with us.;$ACTOR$ a rompu son alliance avec nous.;$ACTOR$ brach das Bündnis mit uns.;;;;;;;;;;;
CANCELALLIANCE_OTHER_ACCEPT_LOG;$ACTOR$ broke their Alliance with $RECIPIENT$.;$ACTOR$ a rompu son alliance avec $RECIPIENT$.;$ACTOR$ brach das Bündnis mit $RECIPIENT$.;;;;;;;;;;;
CANCELALLIANCE_DESC;Ends our current Alliance with this country and will adversely affect relations.;Met un terme à notre alliance avec ce pays, ce qui aura des conséquences négatives sur nos relations.;beendet unser momentanes Bündnis mit diesem Land und wird die Beziehungen negativ beeinflussen.;;;;;;;;;;;
CANCELALLIANCE_BUTTON;Dissolve Alliance;Dissoudre l'alliance;Bündnis auflösen;;;;;;;;;;;
CALLALLY_THEY_ACCEPT_LOG;$RECIPIENT$ has come to aid us in our war.;$RECIPIENT$ nous est venu en aide dans notre guerre.;$RECIPIENT$ kam uns in unserem Krieg zu Hilfe.;;;;;;;;;;;
CALLALLY_WE_ACCEPT_LOG;We've agreed to aid $ACTOR$ in their war.;Nous avons accepté d'aider $ACTOR$ dans sa guerre.;Wir stimmten zu, $ACTOR$ in ihrem Krieg zu helfen.;;;;;;;;;;;
CALLALLY_OTHER_ACCEPT_LOG;$RECIPIENT$ agreed to aid $ACTOR$ in their war.;$RECIPIENT$ a accepté d'aider $ACTOR$ dans sa guerre.;$RECIPIENT$ stimmten zu, $ACTOR$ in ihrem Krieg zu helfen.;;;;;;;;;;;
CALLALLY_THEY_DECLINE_LOG;$RECIPIENT$ declined to aid us in our war.;$RECIPIENT$ a refusé de nous aider dans notre guerre.;$RECIPIENT$ lehnte es ab, uns in unserem Krieg zu Hilfe zu kommen.;;;;;;;;;;;
CALLALLY_WE_DECLINE_LOG;We've declined to aid $ACTOR$ in their war.;Nous avons refusé d'aider $ACTOR$ dans sa guerre.;Wir lehnten es ab, $ACTOR$ in ihrem Krieg zu Hilfe zu kommen.;;;;;;;;;;;
CALLALLY_OTHER_DECLINE_LOG;$RECIPIENT$ declined to aid $ACTOR$ in their war.;$RECIPIENT$ a refusé d'aider $ACTOR$ dans sa guerre.;$RECIPIENT$ lehnte es ab, $ACTOR$ in ihrem Krieg zu Hilfe zu kommen.;;;;;;;;;;;
REMOVE_CALLALLY_DESC;Call on our partner to aid us in this conflict.;Faisons appel à notre partenaire pour qu'il nous aide dans ce conflit.;Unseren Bündnispartner zur Hilfe in diesem Konflikt aufrufen.;;;;;;;;;;;
CALLALLY_BUTTON;Call Ally;Faire appel à un allié;Waffenhilfe einfordern;;;;;;;;;;;
REMOVE_CALLALLY_OFFER;The nation of $ACTOR$, your faithful ally, is requesting that you come to their aid in the conflict against $LIST$.;La nation de $ACTOR$, votre fidèle allié, demande à ce que vous lui veniez en aide dans le conflit qui l'oppose à $LIST$.;Das Land $ACTOR$, Ihr treuer Verbündeter, bittet Sie, ihnen in ihrem Konflikt gegen $LIST$ zu Hilfe zu kommen.;;;;;;;;;;;
DISCREDIT_THEY_ACCEPT_LOG;We have discredited $TARGET$, which lessens their influence on $RECIPIENT$;Nous avons discrédité $TARGET$, ce qui atténue son influence sur $RECIPIENT$;Wir haben $TARGET$ in Verruf gebracht, was ihren Einfluss auf $RECIPIENT$ verringert;;;;;;;;;;;
DISCREDIT_WE_ACCEPT_LOG;$ACTOR$ has discredited $TARGET$, we will be less influenced by them;$ACTOR$ a discrédité $TARGET$ qui aura moins d'influence sur nous.;$ACTOR$ hat $TARGET$ in Verruf gebracht, nun werden wir von ihnen weniger beeinflusst.;;;;;;;;;;;
DISCREDIT_OTHER_ACCEPT_LOG;$ACTOR$ has discredited $TARGET$, which lessens their influence on $RECIPIENT$;$ACTOR$ a discrédité $TARGET$, ce qui atténue son influence sur $RECIPIENT$.;$ACTOR$ hat $TARGET$ in Verruf gebracht, was ihren Einfluss auf $RECIPIENT$ verringert.;;;;;;;;;;;
DISCREDIT_DESC;Discredit another Great Power, making it harder for them to influence this country. Lasts §Y$DAYS$§W days.;Discréditez une autre grande puissance pour atténuer son influence sur ce pays. Dure §Y$DAYS$§W jours.;Bringt eine andere Großmacht in Verruf, was es ihnen schwerer macht, dieses Land zu beeinflussen. Dauert §Y$DAYS$§W Tage.;;;;;;;;;;;
DISCREDIT_BUTTON;Discredit;Discréditer;In Verruf bringen;;;;;;;;;;;
EXPELADVISORS_THEY_ACCEPT_LOG;We convinced $RECIPIENT$ to expel all advisors from $TARGET$.;Nous avons convaincu $RECIPIENT$ d'expulser tous les conseillers de $TARGET$.;Wir überzeugten $RECIPIENT$, alle Berater aus $TARGET$ auszuweisen.;;;;;;;;;;;
EXPELADVISORS_WE_ACCEPT_LOG;We were convinced by $ACTOR$ to expel all advisors from $TARGET$.;$ACTOR$ nous a convaincus d'expulser tous les conseillers de $TARGET$.;$ACTOR$ überzeugte uns, alle Berater aus $TARGET$ auszuweisen.;;;;;;;;;;;
EXPELADVISORS_OTHER_ACCEPT_LOG;$ACTOR$ convinced $RECIPIENT$ to expel all advisors from $TARGET$.;$ACTOR$ a convaincu $RECIPIENT$ d'expulser tous les conseillers de $TARGET$.;$ACTOR$ überzeugte $RECIPIENT$, alle Berater aus $TARGET$ auszuweisen.;;;;;;;;;;;
EXPELADVISORS_DESC;This removes all influence from a Great Power in this country. Also removes Discredit effect.;Cela empêche toute grande puissance d'exercer son influence dans ce pays. Annule également l'effet de la fonction Discréditer.;Dies entfernt allen Einfluss aller Großmächte auf dieses Land. Entfernt auch den Effekt 'In Verruf bringen'.;;;;;;;;;;;
EXPELADVISORS_BUTTON;Expel Advisors;Expulser les conseillers;Berater ausweisen;;;;;;;;;;;
CEASECOLONIZATION_THEY_ACCEPT_LOG;$RECIPIENT$ agreed to cease colonization of $RSTATE$ if we cease colonizing $ASTATE$.;$RECIPIENT$ a accepté de renoncer à la colonisation de $RSTATE$ si nous cessons de coloniser $ASTATE$.;$RECIPIENT$ stimmen überein, die Kolonisierung von $RSTATE$ zu beenden, wenn wir mit der Kolonisierung von $ASTATE$ aufhören.;;;;;;;;;;;
CEASECOLONIZATION_WE_ACCEPT_LOG;We've agreed to cease colonization of $RSTATE$, if $ACTOR$ cease colonizing $ASTATE$.;Nous avons accepté de renoncer à la colonisation de $RSTATE$ si $ACTOR$ cesse de coloniser $ASTATE$.;Wir stimmen überein, die Kolonisierung von $RSTATE$ zu beenden, wenn $ACTOR$ mit der Kolonisierung von $ASTATE$ aufhört.;;;;;;;;;;;
CEASECOLONIZATION_OTHER_ACCEPT_LOG;$RECIPIENT$ agreed to cease colonization of $RSTATE$ if $ACTOR$ cease colonizing $ASTATE$.;$RECIPIENT$ a accepté de renoncer à la colonisation de $RSTATE$ si $ACTOR$ cesse de coloniser $ASTATE$.;$RECIPIENT$ stimmt überein, die Kolonisierung von $RSTATE$ zu beenden, wenn $ACTOR$ mit der Kolonisierung von $ASTATE$ aufhört.;;;;;;;;;;;
CEASECOLONIZATION_THEY_DECLINE_LOG;$RECIPIENT$ declined to cease colonization of $RSTATE$.;$RECIPIENT$ a refusé de renoncer à la colonisation de $RSTATE$.;$RECIPIENT$ weigerte sich, die Kolonisierung von $RSTATE$ zu beenden.;;;;;;;;;;;
CEASECOLONIZATION_WE_DECLINE_LOG;We've declined to cease colonization of $RSTATE$.;Nous avons refusé de renoncer à la colonisation de $RSTATE$.;Wir weigerten uns, die Kolonisierung von $RSTATE$ zu beenden.;;;;;;;;;;;
CEASECOLONIZATION_OTHER_DECLINE_LOG;$RECIPIENT$ declined to cease colonization of $RSTATE$, $ACTOR$ offered to cease colonizing $ASTATE$.;$RECIPIENT$ a refusé de renoncer à la colonisation de $RSTATE$, $ACTOR$ a proposé de cesser de coloniser $ASTATE$.;$RECIPIENT$ weigerte sich, die Kolonisierung von $RSTATE$ zu beenden, $ACTOR$ bot an, mit der Kolonisierung von $ASTATE$ aufzuhören.;;;;;;;;;;;
CEASECOLONIZATION_DESC;Ask country to cease colonization of state we are also colonizing and in exchange, we do the same.;Demandez au pays de cesser de coloniser l'État que nous colonisons également, et en échange, nous ferons de même.;Das Land bitten, die Kolonisierung eines Staats zu beenden, den wir auch kolonisieren. Im Gegenzug tun wir dasselbe.;;;;;;;;;;;
CEASECOLONIZATION_BUTTON;Cease Colonization;Cesser la colonisation;Kolonisierung beenden;;;;;;;;;;;
CEASECOLONIZATION_OFFER;$ACTOR$ requests that we cease colonizing $RSTATE$. In return, they will stop colonizing $ASTATE$.;$ACTOR$ nous demande de renoncer à coloniser $RSTATE$. En échange, sa colonisation de $ASTATE$ cessera.;$ACTOR$ fordert die Aufgabe der Kolonisierung von $RSTATE$. Im Gegenzug beenden sie die Kolonisierung von $ASTATE$.;;;;;;;;;;;
BANEMBASSY_THEY_ACCEPT_LOG;We convinced $RECIPIENT$ to ban the ambassadors of $TARGET$.;Nous avons convaincu $RECIPIENT$ d'expulser les ambassadeurs de $TARGET$.;Wir überzeugten $RECIPIENT$, die Botschafter von $TARGET$ zu verbannen.;;;;;;;;;;;
BANEMBASSY_WE_ACCEPT_LOG;We were convinced by $ACTOR$ to ban the ambassadors from $TARGET$.;$ACTOR$ nous a convaincus d'expulser les ambassadeurs de $TARGET$.;$ACTOR$ überzeugte uns, die Botschafter von $TARGET$ zu verbannen.;;;;;;;;;;;
BANEMBASSY_OTHER_ACCEPT_LOG;$ACTOR$ convinced $RECIPIENT$ to ban the ambassadors from $TARGET$.;$ACTOR$ a convaincu $RECIPIENT$ d'expulser les ambassadeurs de $TARGET$.;$ACTOR$ überzeugte $RECIPIENT$, die Botschafter von $TARGET$ zu verbannen.;;;;;;;;;;;
BANEMBASSY_DESC;This removes all influence from a Great Power in this country, and prevents them from doing any diplomatic actions there for §Y$DAYS$§W days. Also removes Discredit effect.;Cela empêche toute grande puissance d'exercer son influence dans ce pays et d'y entreprendre des actions diplomatiques pendant §Y$DAYS$§W jours. Annule également l'effet de la fonction Discréditer.;Dies entfernt den gesamten Einfluss einer Großmacht auf dieses Land und hindert sie daran, dort §Y$DAYS$§W Tage lang jegliche diplomatische Handlungen auszuführen. Entfernt auch den Effekt 'In Verruf bringen'.;;;;;;;;;;;
BANEMBASSY_BUTTON;Ban Embassy;Fermer l’ambassade;Botschaft verbannen;;;;;;;;;;;
INCREASEOPINION_THEY_ACCEPT_LOG;We increased the opinion of us in $RECIPIENT$ to $OPINION$.;L'opinion de $RECIPIENT$ à notre égard s'est améliorée pour passer à : $OPINION$.;Wir steigerten die Meinung über uns in $RECIPIENT$ auf $OPINION$.;;;;;;;;;;;
INCREASEOPINION_WE_ACCEPT_LOG;Our opinion of $ACTOR$ has increased to $OPINION$.;L'opinion que nous avons de $ACTOR$ s'est améliorée pour passer à : $OPINION$.;Unsere Meinung von $ACTOR$ ist auf $OPINION$ gestiegen.;;;;;;;;;;;
INCREASEOPINION_OTHER_ACCEPT_LOG;$RECIPIENT$'s opinion of $ACTOR$ has increased to $OPINION$.;L'opinion que $RECIPIENT$ a de $ACTOR$ s'est améliorée pour passer à : $OPINION$.;$RECIPIENT$ Meinung von $ACTOR$ ist auf $OPINION$ gestiegen.;;;;;;;;;;;
INCREASEOPINION_DESC;Increases the opinion of us in this country.;Améliore l'opinion de ce pays à notre égard.;Steigert die Meinung dieses Landes über uns.;;;;;;;;;;;
INCREASEOPINION_BUTTON;Increase Opinion;Améliorer l'opinion;Meinung steigern;;;;;;;;;;;
DECREASEOPINION_THEY_ACCEPT_LOG;We decreased the opinion of $TARGET$ in $RECIPIENT$ to $OPINION$.;L'opinion de $RECIPIENT$ à l'égard de $TARGET$ s'est dégradée pour passer à : $OPINION$.;Wir verringerten die Meinung über $TARGET$ in $RECIPIENT$ auf $OPINION$.;;;;;;;;;;;
DECREASEOPINION_WE_ACCEPT_LOG;$ACTOR$ has lowered our opinion of $TARGET$ to $OPINION$.;$ACTOR$ a fait baisser notre opinion à l'égard de $TARGET$ , celle-ci est passée à : $OPINION$.;$ACTOR$ hat unsere Meinung von $TARGET$ auf $OPINION$ verringert.;;;;;;;;;;;
DECREASEOPINION_OTHER_ACCEPT_LOG;$ACTOR$ has lowered the opinion of $TARGET$ in $RECIPIENT$ to $OPINION$.;$ACTOR$ a fait baisser l'opinion de $TARGET$ à l'égard de $RECIPIENT$ , celle-ci est passée à : $OPINION$.;$ACTOR$ hat die Meinung von $TARGET$ in $RECIPIENT$ auf $OPINION$ verringert.;;;;;;;;;;;
DECREASEOPINION_DESC;Decreases the opinion of another Great Power in this country.;Fait baisser l'opinion d'une autre grande puissance dans ce pays.;Verringert die Meinung über eine andere Großmacht in diesem Land.;;;;;;;;;;;
DECREASEOPINION_BUTTON;Decrease Opinion;Faire baisser l'opinion;Meinung verringern;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_LOG;We have included $RECIPIENT$ in our Sphere of Influence.;Nous avons inclus $RECIPIENT$ dans notre sphère d'influence.;Wir haben $RECIPIENT$ in unsere Einflusssphäre aufgenommen.;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_LOG;$ACTOR$ has included us in their Sphere of Influence.;$ACTOR$ nous a inclus dans sa sphère d'influence.;$ACTOR$ hat uns in seine Einflusssphäre aufgenommen.;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_LOG;$ACTOR$ has included $RECIPIENT$ in their Sphere of Influence.;$ACTOR$ a inclus $RECIPIENT$ dans sa sphère d'influence.;$ACTOR$ hat $RECIPIENT$ in seine Einflusssphäre aufgenommen.;;;;;;;;;;;
ADDTOSPHERE_DESC;Adds this country to our Sphere of Influence.;Ajoute ce pays dans notre sphère d'influence.;Fügt dieses Land unserer Einflusssphäre hinzu.;;;;;;;;;;;
ADDTOSPHERE_BUTTON;Add to Sphere;Ajouter à la sphère;Zu Einflusssphäre hinzufügen;;;;;;;;;;;
REMOVEFROMSPHERE_THEY_ACCEPT_LOG;We have removed $RECIPIENT$ from the Sphere of Influence of $TARGET$.;Nous avons retiré $RECIPIENT$ de la sphère d'influence de $TARGET$.;Wir haben $RECIPIENT$ aus der Einflusssphäre von $TARGET$ entfernt.;;;;;;;;;;;
REMOVEFROMSPHERE_WE_ACCEPT_LOG;$ACTOR$ has removed us from the Sphere of Influence of $TARGET$.;$ACTOR$ nous a retirés de la sphère d'influence de $TARGET$.;$ACTOR$ hat uns aus der aus der Einflusssphäre von $TARGET$ entfernt.;;;;;;;;;;;
REMOVEFROMSPHERE_OTHER_ACCEPT_LOG;$ACTOR$ has removed $RECIPIENT$ from the Sphere of Influence of $TARGET$.;$ACTOR$ a retiré $RECIPIENT$ de la sphère d'influence de $TARGET$.;$ACTOR$ hat $RECIPIENT$ aus der Einflusssphäre von $TARGET$ entfernt.;;;;;;;;;;;
REMOVE_REMOVEFROMSPHERE_DESC;Removes country from a Sphere of Influence.;Retire un pays d'une sphère d'influence.;Entfernt Land aus einer Einflusssphäre.;;;;;;;;;;;
REMOVEFROMSPHERE_BUTTON;Remove from Sphere;Retirer de la sphère;Aus Einflusssphäre entfernen;;;;;;;;;;;
INCREASERELATION_THEY_ACCEPT_LOG;We have increased our relations with $RECIPIENT$.;Nous avons amélioré nos relations avec $RECIPIENT$.;Wir haben unsere Beziehungen mit $RECIPIENT$ verstärkt.;;;;;;;;;;;
REMOVE_INCREASERELATION_WE_ACCEPT_LOG;$RECIPIENT$ has increased their relations with us.;$RECIPIENT$ a amélioré ses relations avec nous.;$RECIPIENT$ hat seine Beziehungen mit uns verstärkt.;;;;;;;;;;;
INCREASERELATION_OTHER_ACCEPT_LOG;$ACTOR$ has increased their relations with $RECIPIENT$.;$ACTOR$ a amélioré ses relations avec $RECIPIENT$.;$ACTOR$ hat seine Beziehungen mit $RECIPIENT$ verstärkt.;;;;;;;;;;;
INCREASERELATION_DESC;Increases the relations between our countries.;Améliore les relations entre nos pays.;Verbessert die Beziehungen zwischen unseren Ländern.;;;;;;;;;;;
REMOVE_INCREASERELATION_BUTTON;Increase relation;Améliorer les relations;Beziehungen verbessern;;;;;;;;;;;
DECREASERELATION_THEY_ACCEPT_LOG;We have decreased our relations with $RECIPIENT$.;Nous avons détérioré nos relations avec $RECIPIENT$.;Wir haben unsere Beziehungen mit $RECIPIENT$ verringert.;;;;;;;;;;;
REMOVE_DECREASERELATION_WE_ACCEPT_LOG;$RECIPIENT$ has decreased their relations with us.;$RECIPIENT$ a détérioré ses relations avec nous.;$RECIPIENT$ hat seine Beziehungen mit uns verringert.;;;;;;;;;;;
DECREASERELATION_OTHER_ACCEPT_LOG;$ACTOR$ has decreased their relations with $RECIPIENT$.;$ACTOR$ a détérioré ses relations avec $RECIPIENT$.;$ACTOR$ hat seine Beziehungen mit $RECIPIENT$ verringert.;;;;;;;;;;;
DECREASERELATION_DESC;Decreases the relations between our countries.;Détériore les relations entre nos pays.;Verschlechtert die Beziehungen zwischen unseren Ländern.;;;;;;;;;;;
REMOVE_DECREASERELATION_BUTTON;Decrease relation;Détériorer les relations;Beziehungen verschlechtern;;;;;;;;;;;
po_disarmament;Prohibited from raising armies and lose §Y$PERCENTAGE$%§b of their forces for §Y$YEARS$§b years;N'a plus le droit de lever des armées et perd §Y$PERCENTAGE$ %§b de ses forces pendant §Y$YEARS$§b ans.;Verbot, Armeen auszuheben, und Verlust von §Y$PERCENTAGE$%§b ihrer Truppen für §Y$YEARS$§b Jahre.;;;;;;;;;;;
po_reparations;Must pay §Y$PERCENTAGE$%§b of tax income for §Y$YEARS$§b years;Doit payer §Y$PERCENTAGE$ %§b de taxes pendant §Y$YEARS$§b ans.;Muss §Y$PERCENTAGE$%§b des Steuereinkommens für §Y$YEARS$§b Jahre zahlen.;;;;;;;;;;;
po_reduce_prestige;Prestige is reduced by §R$VALUE$§b;Le prestige est réduit : §R$VALUE$§b;Prestige um §R$VALUE$§b reduziert;;;;;;;;;;;
SELECT_WAR_GOAL;Select a war goal;Sélectionnez un objectif de guerre;Kriegsziel auswählen;;;;;;;;;;;
nocasusbelli;No war justification;Aucun motif de guerre;Keine Kriegsrechtfertigung;;;;;;;;;;;
WETARGET_DISCREDIT_LOG;$ACTOR$ has discredited us! It will lessen our influence on $RECIPIENT$.;$ACTOR$ nous a discrédités ! Cela va réduire notre influence sur $RECIPIENT$.;$ACTOR$ hat uns in Verruf gebracht! Dies wird unseren Einfluss auf $RECIPIENT$ verringern.;;;;;;;;;;;
WETARGET_EXPELADVISORS_LOG;$ACTOR$ convinced $RECIPIENT$ to expel all our advisors!;$ACTOR$ a convaincu $RECIPIENT$ d'expulser tous nos conseillers.;$ACTOR$ überzeugte $RECIPIENT$, alle unsere Berater aus dem Land zu werfen!;;;;;;;;;;;
WETARGET_BANEMBASSY_LOG;$ACTOR$ convinced $RECIPIENT$ to ban all our ambassadors!;$ACTOR$ a convaincu $RECIPIENT$ d'expulser tous nos ambassadeurs.;$ACTOR$ überzeugte $RECIPIENT$, alle unsere Botschafter zu verbannen!;;;;;;;;;;;
WETARGET_DECREASEOPINION_LOG;$ACTOR$ has lowered opinion of us in $RECIPIENT$ to $OPINION$!;$ACTOR$ a fait baisser l'opinion de $RECIPIENT$ à notre égard , celle-ci est passée à : $OPINION$.;$ACTOR$ hat die Meinung von uns in $RECIPIENT$ auf $OPINION$ verringert!;;;;;;;;;;;
WETARGET_REMOVEFROMSPHERE_LOG;$ACTOR$ has removed $RECIPIENT$ from our Sphere of Influence!;$ACTOR$ a retiré $RECIPIENT$ de notre sphère d'influence.;$ACTOR$ entfernte $RECIPIENT$ aus unserer Einflusssphäre!;;;;;;;;;;;
DIPL_AT_WAR;Not allowed while at war;Impossible en période de guerre;In Kriegszeiten nicht gestattet;;;;;;;;;;;
CW_WARNINSPHERE_SHORT;They are in $COUNTRY$'s Sphere.;Pays se trouvant dans la sphère de $COUNTRY$.;Sie sind in der Einflusssphäre von $COUNTRY$.;;;;;;;;;;;
WARGOAL_COST_DESC;$BADBOY$ Infamy, $PRESTIGE$ Prestige and $COST$ Peace cost;$BADBOY$ de déshonneur, $PRESTIGE$ de prestige et $COST$ de coût de paix;$BADBOY$ Infamie, $PRESTIGE$ Prestige und $COST$ Friedenskosten;;;;;;;;;;;
DIPL_NOT_AT_WAR;We are not at war;Nous ne sommes pas en guerre.;Wir sind nicht im Krieg;;;;;;;;;;;
WAR_BUTTON;Declare War;Déclarer la guerre;Krieg erklären;;;;;;;;;;;
PEACE_BUTTON;Propose Peace;Proposer la paix;Frieden vorschlagen;;;;;;;;;;;
WARGOAL_BUTTON;Add war goal;Ajouter un objectif de guerre;Kriegsziel hinzufügen;;;;;;;;;;;
CD_PAYINGREPARATIONS;Paying reparations to $LIST$.;Payer des réparations à $LIST$.;Zahlen Reparationszahlungen an $LIST$.;;;;;;;;;;;
CD_RECEIVINGPARATIONS;Receiving reparation payments from $LIST$.;Toucher des réparations de $LIST$.;Erhalten Reparationszahlungen von $LIST$.;;;;;;;;;;;
BUDGET_WARINDEMNITIES;Reparations: §Y$VAL$§W;Réparations : §Y$VAL$§W;Reparationszahlungen: §Y$VAL$§W;;;;;;;;;;;
WARGOAL_PENALTY;Militancy effect if not achieved: §Y$MILITANCY$§W;Effet du militantisme si objectif non atteint : §Y$MILITANCY$§W;Militanzeffekt, wenn nicht ereicht: §Y$MILITANCY$§W;;;;;;;;;;;
PO_PD_100;Sire, we have won a devastating victory and can dictate any sort of peace we would like;Sire, nous avons remporté une écrasante victoire et sommes en mesure d'imposer la paix selon nos conditions.;Sire, wir haben einen verheerenden Sieg errungen und können jede Art von Frieden diktieren.;;;;;;;;;;;
REMOVE_PO_PD_70;You have won a devastating victory. You could demand several provinces, a large amount of ducats, or other conditions. ;Nous avons remporté une écrasante victoire. Vous pourriez exiger plusieurs provinces, un montant élevé en ducats et autres conditions. ;Sie haben einen verheerenden Sieg errungen. Sie könnten mehrere Provinzen verlangen, oder eine große Geldmenge, oder andere Bedingungen.;;;;;;;;;;;
REMOVE_PO_PD_40;You have won a total victory. A demand of a province would most likely be accepted.;Nous avons remporté une victoire totale. Vous devriez pouvoir obtenir une province.;Sie haben einen totalen Sieg davongetragen. Die Forderung nach einer Provinz würde höchst wahrscheinlich akzeptiert werden.;;;;;;;;;;;
