DRA_ADJ;Dravidian;Dravidian;Dravidian;;;;;;;;;;;x;;;;;;;;;;;;;;;
DUA;The Dual Monarchy;La Double-Monarchie;Die Doppel-Monarchie;;;;;;;;;;;x;;;;;;;;;;;;;;;
DUA_ADJ;Anglo-French;Franco-Anglais;Franco-Englisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
DUA_bourgeois_dictatorship;The United Republic;La République Unie;Die Vereinigte Republik;;;;;;;;;;;x;;;;;;;;;;;;;;;
DUA_democracy;The United Republic;La République Unie;Die Vereinigte Republik;;;;;;;;;;;x;;;;;;;;;;;;;;;
DUA_fascist_dictatorship;The Western Empire;Grande France;Großfrankreich;;;;;;;;;;;x;;;;;;;;;;;;;;;
DUA_presidential_dictatorship;The United Republic;La République Unie;Die Vereinigte Republik;;;;;;;;;;;x;;;;;;;;;;;;;;;
DUA_proletarian_dictatorship;The United Popular Republic;République Populaire Unie;Vereinigte Volksrepublik;;;;;;;;;;;x;;;;;;;;;;;;;;;
ELS;San Salvador;San Salvador;San Salvador;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG;The British Commonwealth;Les Republiques Britanniques;The British Commonwealth;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_absolute_monarchy;The United Kingdom;Grande-Bretagne;Great Britain;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_ADJ;British;Britannique;Britannique;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_fascist_dictatorship;Republic of Britannia;Republique de Britannia;Republik Britannien;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_hms_government;The United Kingdom;Great Britain;Great Britain;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_proletarian_dictatorship;Union of Britain;Union Britonne;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_prussian_constitutionalism;The United Kingdom;Grande-Bretagne;Grossbritannien;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENL;England;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENL_ADJ;English;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
EQN;Equinoxea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
EQN_ADJ;Equinoxean;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ERI;Eritrea;Eritrea;Eritrea;;;;;;;;;;;x;;;;;;;;;;;;;;;
ERI_ADJ;Eritrean;Eritrien;Eritreisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
EST;Estland;Estonie;Estland;;;;;;;;;;;x;;;;;;;;;;;;;;;
EST_ADJ;Estonian;Estonien;Estisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
FIJ;Fiji;Fiji;Fidschi;;;;;;;;;;;x;;;;;;;;;;;;;;;
FIJ_ADJ;Fijian;Fidjien;Fidschianisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
FJA;Fuuta Jallon;Fuuta Jallon;Fuuta Jallon;;;;;;;;;;;x;;;;;;;;;;;;;;;
FJA;Fuuta Jallon;Fuuta Jallon;Fuuta Jallon;;Fuuta Jallon;;;;;;;;;x;;;;;;;;;;;;;;;
FJA_ADJ;Fuuta Jallon;Fuuta Jallon;Fuuta Jallon;;;;;;;;;;;x;;;;;;;;;;;;;;;
FJA_ADJ;Fuuta Jallon;Fuuta Jallon;Fuuta Jallon;;Fuuta Jallon;;;;;;;;;x;;;;;;;;;;;;;;;
FRA;France;France;France;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRA_ADJ;French;French;French;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRA_proletarian_dictatorship;The Commune of France;Republique Populaire Unie;Vereinigte Volksrepublik;;;;;;;;;x;;;;;;;;;;;;;;;;;
FRI;East Frisia;Frise orientale;Ostfriesland;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRI_ADJ;Frisian;Frisien;Friesisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRR;Ferrara;Ferrare;Ferrara;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRR_ADJ;Ferrara;Ferrare;Ferrara;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRR_democracy;Cispadana;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRR_democracy_ADJ;Cispadanan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRT;Transalpina;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRT_ADJ;Franco-Italian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN;Soudan;Soudan;Sudan;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_absolute_monarchy;Funj Sultanate;Sultanat de Funj;Sultanat von Funji;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_absolute_monarchy_ADJ;Funjian;Funjien;Funjisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_ADJ;Soudanese;Soudanais;Sudanesisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_feudal_monarchy;Funj Sultanate;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_feudal_monarchy_ADJ;Funjian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_hms_government;Funj Sultanate;Sultanat de Funj;Sultanat von Funji;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_hms_government_ADJ;Funjian;Funjien;Funjisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_prussian_constitutionalism;Funj Sultanate;Sultanat de Funj;Sultanat von Funji;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_prussian_constitutionalism_ADJ;Funjian;Funjien;Funjisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
GAL;Galicia;Galice;Galicia;;;;;;;;;;;x;;;;;;;;;;;;;;;
GAL_ADJ;Galician;Galicien;Galician;;;;;;;;;;;x;;;;;;;;;;;;;;;
GAN;Zhourao;Zhourao;Zhourao;;;;;;;;;;;x;,;;;;;;;;;;;;;;
GAN_ADJ;Zhourao;Zhourao;Zhourao;;;;;;;;;;;x;,;;;;;;;;;;;;;;
GEN;Genoa;Genoa;Genoa;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GEN_absolute_monarchy;Kingdom of Genoa;Kingdom of Genoa;Kingdom of Genoa;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GEN_ADJ;Genoan;Genoan;Genoan;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GEN_bourgeois_dictatorship;Republic of Genoa;Republic of Genoa;Republic of Genoa;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GEN_democracy;Liguria;;;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GEN_democracy_ADJ;Ligurian;;;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GEN_fascist_dictatorship;State of Genoa;State of Genoa;State of Genoa;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GEN_hms_government;Kingdom of Genoa;Kingdom of Genoa;Kingdom of Genoa;;;;;;;;;;;x;,;;;;;;;;;;;;;;
GEN_presidential_dictatorship;The Republic of Genoa;Republic of Genoa;Republic of Genoa;;;;;;;;;;;x;,;;;;;;;;;;;;;;
GEN_proletarian_dictatorship;Genoan People's Republic;Genoan People's Republic;Genoan People's Republic;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GEN_prussian_constitutionalism;The Kingdom of Genoa;Kingdom of Genoa;Kingdom of Genoa;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GER;Germany;;;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GER_absolute_monarchy;The German Empire;;;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GER_ADJ;German;Allemand;Deutsch;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GER_proletarian_dictatorship;The Protectorate;;;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GER_prussian_constitutionalism;The German Empire;;;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GNV;Geneva;Genève;Geneva;;;;;;;;;;;x;,;;;;;;;;;;;;;;
GNV_ADJ;Genevan;Genèvois;Genevan;;;;;;;;;;;x;,;;;;;;;;;;;;;;
GRA;Granada;Granada;Granada;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GRA_ADJ;Granadan;Granadien;Granadan;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GRQ;Vryland;Vryland;Vryland;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GRQ_ADJ;Baastard;Baastard;Baastard;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GUY;Essequibo;Essequibo;Essequibo;;;;;;;;;;x,;;;;;;;;;;;;;;;;
GUY_ADJ;Essequiban;Essequiban;Essequiban;;;;;;;;;;x,;;;;;;;;;;;;;;;;
HBE;The Holy Britannian Empire;;;;;;;;;;;;x,;;;;;;;;;;;;;;;;
HBE_ADJ;Britannian;;;;;;;;;;;;;x;,;;;;;;;;;;;;;;
HBE_democracy;Britannia;;;;;;;;;;;;;x;,;;;;;;;;;;;;;;
HBE_proletarian_dictatorship;The PDRB;;;;;;;;;;;;x,;;;;;;;;;;;;;;;;
HHR;Rohnnst;Rohnnst;Rohnnst;Rohnnst;;;;;;;;;x,;;;;;;;;;;;;;;;;
HHR_ADJ;Rohnnst;Rohnnst;Rohnnst;;Rohnnst;;;;;;;;x,;;;;;;;;;;;;;;;;
HND;Hindustan;Hindustan;Hindustan;;;;;;;;;;x,;;;;;;;;;;;;;;;;
HND_ADJ;Hindustani;;;;;;;;;;;;x,;;;;;;;;;;;;;;;;
HNX;Han;Han;Han;;;;;;;;;;x,;;;;;;;;;;;;;;;;
HNX_ADJ;Han;Han;Han;;;;;;;;;;x,;;;;;;;;;;;;;;;;
HRE;The Holy Roman Empire;;;;;;;;;;;;;x;,;;;;;;;;;;;;;;
HRE_ADJ;Imperial;;;;;;;;;;;;;x;,;;;;;;;;;;;;;;
HRE_bourgeois_dictatorship;Freistaat Mitteleuropa;;;;;;;;;;;;;x;,;;;;;;;;;;;;;;
HRE_bourgeois_dictatorship_ADJ;Mitteleuropan;;;;;;;;;;;;;x;,;;;;;;;;;;;;;;
HRE_democracy;Freistaat Mitteleuropa;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HRE_democracy_ADJ;Mitteleuropan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
HRE_proletarian_dictatorship;The URRM;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
HRE_proletarian_dictatorship_ADJ;Mitteleuropan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ICL;Iceland;Islande;Island;;;;;;;;;;;x;;;;;;;;;;;;;;;
ICL_ADJ;Icelandic;islandais;Islandisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
ILO;Ilorin;Ilorin;Ilorin;;;;;;;;;;;x;;;;;;;;;;;;;;;
ILO_ADJ;Ilorini;Ilorin;Ilorin;;;;;;;;;;;x;;;;;;;;;;;;;;;
INC;Tawantinsuyu;Inca;Inka;;;;;;;;;;;x;;;;;;;;;;;;;;;
INC_democracy;The Andes Republic;;;;;;;;;;;;;x
INC_bourgeois_dictatorship;The Andes Republic;;;;;;;;;;;x
INC_proletarian_dictatorship;The Socialist Republic of the Andes;;;;;;;;;;;x
INC_presidential_dictatorship;The Incan Regency;;;;;;;;;;;x
INC_ADJ;Inca;Inca;Inka;;;;;;;;;;;x;;;;;;;;;;;;;;;
INC_bourgeois_dictatorship_ADJ;Andine;;;;;;;;;;;x
INC_proletarian_dictatorship_ADJ;Andine;;;;;;;;;;;x
IND;Indonesia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
IND_ADJ;Indonesian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
IRO;Haudenosaunee;Haudenosaunee;Haudenosaunee;;;;;;;;;;;x;;;;;;;;;;;;;;;
IRO_ADJ;Iroquois;Iroquois;Iroquois;;;;;;;;;;;x;;;;;;;;;;;;;;;
IRQ;Iraq;Iraq;Irak;;;;;;;;;;;x;;;;;;;;;;;;;;;
IRQ;Iraq;Iraq;Irak;;;;;;;;;;;x;;;;;;;;;;;;;;;
IRQ_ADJ;Iraqi;Iraqien;Irakisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
IRQ_ADJ;Iraqi;Iraquien;Irakisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
ISR;Israel;Israel;Israel;;;;;;;;;;;x;;;;;;;;;;;;;;;
ISR_ADJ;Israeli;israelien;Israelitisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
JAM;Eendrachtsland;Eendrachtsland;Eendrachtsland;;;;;;;;;;;x;;;;;;;;;;;;;;;
JAM_ADJ;Eendrachtslander;Eendrachtslander;Eendrachtslander;;;;;;;;;;;x;;;;;;;;;;;;;;;
JAP_absolute_monarchy;The Japanese Empire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
JAP_prussian_constitutionalism;The Japanese Empire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
JLS;Jalisco;Jalisco;Jalisco;;;;;;;;;;;;;;;;;;;;;;;;;;
JLS_ADJ;Jaliscan;Jaliscien;Jaliscan;;;;;;;;;;;x;;;;;;;;;;;;;;;
JOH;Malacca;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
JOH_ADJ;Malaccan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
JOR;Jordan;Jordanie;Jordanien;;;;;;;;;;;x;;;;;;;;;;;;;;;
JOR_absolute_monarchy;Al-Urdan;Al-Urdan;Al-Urdan;;;;;;;;;;;x;;;;;;;;;;;;;;;
JOR_ADJ;Jordanian;Jordanien;Jordanisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
JOR_feudal_monarchy;Al-Urdan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
JOR_hms_government;Al-Urdan;Al-Urdan;Al-Urdan;;;;;;;;;;;x;;;;;;;;;;;;;;;
JOR_prussian_constitutionalism;Al-Urdan;Al-Urdan;Al-Urdan;;;;;;;;;;;x;;;;;;;;;;;;;;;
KAL;Baluchistan;Baluchistan;Baluchistan;;;;;;;;;;;x;;;;;;;;;;;;;;;
KAL;Herat;Herat;Herat;;;;;;;;;;;x;;;;;;;;;;;;;;;
KAL_ADJ;Baluchi;Baluchi;Baluchi;;;;;;;;;;;x;;;;;;;;;;;;;;;
KAL_ADJ;Herati;Herati;Herati;;;;;;;;;;;x;;;;;;;;;;;;;;;
KAN;Kanem-Bornu;Kanem-Bornu;Kanem-Bornu;;;;;;;;;;;x;;;;;;;;;;;;;;;
KAN_ADJ;Kanem-Bornian;Kanem-Bornien;Kanem-Bornisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
KGO;Kongo;Kongo;Kongo;;Kongo;;;;;;;;;x;;;;;;;;;;;;;;;
KGO_ADJ;Kongolese;Kongolais;Kongolese;;Kongolese;;;;;;;;;x;;;;;;;;;;;;;;;
KKN;Kita Kaigan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
KKN_ADJ;Kaiganese;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
KLM;Kalimantan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
KLM_ADJ;Kalimantan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
KNO;Kano;Kano;Kano;;;;;;;;;;;x;;;;;;;;;;;;;;;
KNO_ADJ;Kanese;Kanese;Kanese;;;;;;;;;;;x;;;;;;;;;;;;;;;
KON;Kongo;Kongo;Kongo;;Congo;;;;;;;;;x;;;;;;;;;;;;;;;
KON_ADJ;Kongolese;Kongolaise;Kongolesische;;;;;;;;;;;x;;;;;;;;;;;;;;;
KRL;Courland;Courland;Courland;;;;;;;;;;;x;;;;;;;;;;;;;;;
KRL_ADJ;Curonian;Curonien;Curonian;;;;;;;;;;;x;;;;;;;;;;;;;;;
KTI;Kutai;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
KTI_ADJ;Kutain;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
KUB;Kuba;Kuba;Kuba;;Kuba;;;;;;;;;x;;;;;;;;;;;;;;;
KUB_ADJ;Kuba;Kuba;Kuba;;;;;;;;;;;x;;;;;;;;;;;;;;;
KUR;Kurdistan;Kurdistan;Kurdistan;;;;;;;;;;;x;;;;;;;;;;;;;;;
KUR_ADJ;Kurd;Kurde;Kurdisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
KZB;Kazembe;Kazembe;Kazembe;;Cazembe;;;;;;;;;x;;;;;;;;;;;;;;;
KZB_ADJ;Kazembe;Kazembe;Kazembe;;;;;;;;;;;x;;;;;;;;;;;;;;;
KZH;Kazakhstan;Kazakhstan;Kazakhstan;;;;;;;;;;;x;;;;;;;;;;;;;;;
KZH_absolute_monarchy;Kazakh Khanate;Kazakh Khanate;Kazakh Khanate;;;;;;;;;;;x;;;;;;;;;;;;;;;
KZH_ADJ;Kazakh;Kazakh;Kazakh;;;;;;;;;;;x;;;;;;;;;;;;;;;
KZH_feudal_monarchy;Kazakh Khanate;Kazakh Khanate;Kazakh Khanate;;;;;;;;;;;x;;;;;;;;;;;;;;;
KZH_hms_government;Kazakh Khanate;Kazakh Khanate;Kazakh Khanate;;;;;;;;;;;x;;;;;;;;;;;;;;;
KZH_prussian_constitutionalism;Kazakh Khanate;Kazakh Khanate;Kazakh Khanate;;;;;;;;;;;x;;;;;;;;;;;;;;;
LAT;Livonia;Livonie;Livonia;;;;;;;;;;;x;;;;;;;;;;;;;;;
LAT_ADJ;Livonian;Livonien;Livländisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
LBA;Luba;Luba;Luba;;Luba;;;;;;;;;x;;;;;;;;;;;;;;;
LBA_ADJ;Luba;Luba;Luba;;;;;;;;;;;x;;;;;;;;;;;;;;;
LBY;Libya;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
LBY_ADJ;Libyan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
LFG;Lanfang;Lanfang;Lanfang;;;;;;;;;;x;;;;;;;;;;;;;;;;
LFG_ADJ;Lanfang;Lanfang;Lanfang;;;;;;;;;;;x;;;;;;;;;;;;;;;
LIV;Livland;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
LIV_ADJ;Livlandian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
LNA;Lan Na;Lan Na;LanNa;Lan Na;Lanna;Lan Na;LanNa;Lan Na;;;;;;x;;;;;;;;;;;;;;;
LNA_ADJ;Lan Nan;lan nan;Lan Nan;Lan Nan;de Lanna;Lan Nan;Lan Nan;Lanansky;;;;;;x;;;;;;;;;;;;;;;
LOA;Loango;Loango;Loango;;Loango;;;;;;;;;x;;;;;;;;;;;;;;;
LOA_ADJ;Loangoese;Loangoaise;Loangoische;;;;;;;;;;;x;;;;;;;;;;;;;;;
LOM_absolute_monarchy;Milan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
LOM_absolute_monarchy_ADJ;Milanese;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
LOM_democracy;Transpadana;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
LOM_democracy_ADJ;Transpadan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
LOM_hms_government;Milan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
LOM_hms_government_ADJ;Milanese;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
LOM_prussian_constitutionalism;Milan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
LOM_prussian_constitutionalism_ADJ;Milanese;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
LOT;Lotharingia;Lotharingie;Lothringen;;;;;;;;;;;x;;;;;;;;;;;;;;;
LOT_ADJ;Lotharingian;Lotharingien;Lothringisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
LRR;Lorraine;Lorraine;Lorraine;;;;;;;;;;;x;;;;;;;;;;;;;;;
LRR_ADJ;Lorrainian;Lorrain;Lorraine;;;;;;;;;;;x;;;;;;;;;;;;;;;
LST;Lusitania;Lusitanie;Lusitania;;;;;;;;;;;x;;;;;;;;;;;;;;;
LST_ADJ;Lusitanian;Lusitanien;Lusitanian;;;;;;;;;;;x;;;;;;;;;;;;;;;
LUA;Lan Xang;Lan Xang;Lan Xang;;;;;;;;;;;x;;;;;;;;;;;;;;;
LUA_ADJ;Lao;Lao;Laotisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
LUA_bourgeois_dictatorship;Laos;Laos;Laos;;;;;;;;;;;x;;;;;;;;;;;;;;;
LUA_democracy;Laos;Laos;Laos;;;;;;;;;;;x;;;;;;;;;;;;;;;
LUA_presidential_dictatorship;Laos;Laos;Laos;;;;;;;;;;;x;;;;;;;;;;;;;;;
LUA_proletarian_dictatorship;Laos;Laos;Laos;;;;;;;;;;;x;;;;;;;;;;;;;;;
LUN;Lunda;Lunda;Lunda;;Lunda;;;;;;;;;x;;;;;;;;;;;;;;;
LUN_ADJ;Lunda;Lundas;Lunda;;;;;;;;;;;x;;;;;;;;;;;;;;;
LWE;Leeuwin;Leeuwin;Leeuwin;;;;;;;;;;;x;;;;;;;;;;;;;;;
LWE_ADJ;Leeuwin;Leeuwin;Leeuwin;;;;;;;;;;;x;;;;;;;;;;;;;;;
LXA;Lan Xang;Lan Xang;LanXang;Lan Xang;Lane Xang;Lan Xang;LanXang;Lan Xang;;;;;;x;;;;;;;;;;;;;;;
LXA_ADJ;Lan Xangi;lan xang;Lan Xangi;Lan Xang;de Lane Xang;Lan Xang;Lan Xangi;Lanxangijsky;;;;;;x;;;;;;;;;;;;;;;
LXA_democracy;Laos;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
LXA_democracy_ADJ;Lao;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
LXA_proletarian_dictatorship;Lao People's Republic;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
LXA_proletarian_dictatorship_ADJ;Lao;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MAC;Macedonia;Macédoine;Macedonia;;;;;;;;;;;x;;;;;;;;;;;;;;;
MAC_ADJ;Macedonian;Macédonien;Macedonian;;;;;;;;;;;x;;;;;;;;;;;;;;;
MAD;Merina;Merina;Merina;;;;;;;;;;;x;;;;;;;;;;;;;;;
MAD_ADJ;Merina;Merina;Merina;;;;;;;;;x;;;;;;;;;;;;;;;;;
MAL;The Mossi Empire;The Mossi Empire;The Mossi Empire;;;;;;;;;x;;;;;;;;;;;;;;;;;
MAL;Mossi Empire;Mossi Empire;Mossi Empire;;;;;;;;;;;x;;;;;;;;;;;;;;;
MAL_ADJ;Mossi;Mossi;Mossi;;;;;;;;;;;x;;;;;;;;;;;;;;;
MAT;Matabele;Matabele;Matabele;;Matabele;;;;;;;;;x;;;;;;;;;;;;;;;
MAT_ADJ;Matabele;Matabele;Matabele;;;;;;;;;;;x;;;;;;;;;;;;;;;
MCH;Manchukuo;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MCH_ADJ;Manchu;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MCK;The Qing Empire;Manchu;Mandschu;;;;;;;;;;;x;;;;;;;;;;;;;;;
MCK_ADJ;Manchu;Manchou;Mandschu;;;;;;;;;;;x;;;;;;;;;;;;;;;
MDR;Madurai;Madurai;Madurai;;;;;;;;;;;x;;;;;;;;;;;;;;;
MDR_ADJ;Madurian;Madurien;Maduraisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
MGH;Maghreb;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MGH_ADJ;Maghrebi;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MGL;Mongolia;Mongolie;Mongolei;;;;;;;;;;;x;;;;;;;;;;;;;;;
MGL_ADJ;Mongolian;Mongole;Mongolisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
MIG;Nanjing;Nanjing;Nanjing;;;;;;;;;;;x;;;;;;;;;;;;;;;
MIG_absolute_monarchy;Song;Song;Song;;;;;;;;;;;x;;;;;;;;;;;;;;;
MIG_absolute_monarchy_ADJ;Song;Song;Song;;;;;;;;;;;x;;;;;;;;;;;;;;;
MIG_ADJ;Jiangsu;Ming;Ming;;;;;;;;;;;x;;;;;;;;;;;;;;;
MIG_democracy;The Republic of Nanjing;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MIG_feudal_monarchy;Song;Song;Song;;;;;;;;;;;x;;;;;;;;;;;;;;;
MIG_feudal_monarchy_ADJ;Song;Song;Song;;;;;;;;;;;x;;;;;;;;;;;;;;;
MIG_hms_government;Song;Song;Song;;;;;;;;;;;x;;;;;;;;;;;;;;;
MIG_hms_government_ADJ;Song;Song;Song;;;;;;;;;;;x;;;;;;;;;;;;;;;
MIG_merchant_republic;The Regency of Nanjing;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MIG_presidential_dictatorship;The Regency of Nanjing;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MIG_prussian_constitutionalism;Song;Song;Song;;;;;;;;;;;x;;;;;;;;;;;;;;;
MIG_prussian_constitutionalism_ADJ;Song;Song;Song;;;;;;;;;;;x;;;;;;;;;;;;;;;
MIX;Min;Min;Min;;;;;;;;;;;x;;;;;;;;;;;;;;;
MIX_ADJ;Min;Min;Min;;;;;;;;;;;x;;;;;;;;;;;;;;;
MKS;Makassar;Makassar;Makassar;;;;;;;;;;;x;;;;;;;;;;;;;;;
MKS_ADJ;Makassari;Makassar;Makassari;;;;;;;;;;;x;;;;;;;;;;;;;;;
MLD;Maldives;Maldives;Maldives;;;;;;;;;;;x;;;;;;;;;;;;;;;
MLD_ADJ;Maldivian;Maldivien;Maldivian;;;;;;;;;;;x;;;;;;;;;;;;;;;
MLT;Malta;Malte;Malta;;;;;;;;;;;x;;;;;;;;;;;;;;;
MLT_ADJ;Maltese;Maltais;Maltese;;;;;;;;;;;x;;;;;;;;;;;;;;;
MNG;Mongo;Mongo;Mongo;;Mongo;;;;;;;;;x;;;;;;;;;;;;;;;
MNG_ADJ;Mongo;Mongo;Mongo;;;;;;;;;;;x;;;;;;;;;;;;;;;
MNR;Munster;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MNR_ADJ;Munsterite;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MOR;Mauretania;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MOR_ADJ;Mauretanian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MUG;Mughal Empire;Empire Moghol;Mogulreich;;;;;;;;;;;x;;;;;;;;;;;;;;;
MUG_democracy;Mughalistan;;;;;;;;;;;;;x
MUG_bourgeois_dictatorship;Mughalistan;;;;;;;;;;;;;x
MUG_proletarian_dictatorship;Commune of Delhi;;;;;;;;;;;;;x
MUG_fascist;Mughalistan;;;;;;;;;;;;;x
MUS;Muscovy;Moscovie;Moskau;;;;;;;;;;;x;;;;;;;;;;;;;;;
MUS_ADJ;Muscovite;Moscovite;Moskauisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
NAN;Beornia;Beornie;Beornia;;;;;;;;;;;x;;;;;;;;;;;;;;;
NAN_ADJ;Beornian;Beornien;Beornisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
NAS;Hesse-Nassau;Hesse-Nassau;Hesse-Nassau;;;;;;;;;;;x;;;;;;;;;;;;;;;
NAS;Nassau;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
NAS_ADJ;Nassauan;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
NAV;Navarra;Euskadi;Baskenland;;;;;;;;;;;x;;;;;;;;;;;;;;;
NAV_ADJ;Basque;Basque;Baskisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
NBG;The Belgian Confederacy;Les Sept Republiques;Die sieben Republiken;;;;;;;;;x;;;;;;;;;;;;;;;;;
NBG_absolute_monarchy;New Burgundy;Nouvelle Bourgogne;Die sieben Republiken;;;;;;;;;x;;;;;;;;;;;;;;;;;
