#Tech and invention localisation;;;;;;;;;;;;;;
double_standard;Double Standard;Double étalon;Doppelstandard;;;;;;;;;;;
double_standard_desc;This meant  a currency system where both gold and silver ran as parallel monetary units. It ensured the state always to be able to produce cheap money, but the difference in price changes between the currencies could have grave effect for the individual citizen.;;Dies bedeutete ein Währungssystem, für das Gold und Silber als parallele Währungseinheiten fungierten. Es versetzte den Staat in die Lage, jederzeit billiges Geld zu produzieren. Die Preisunterschiede zwischen den Währungen konnten für den einzelnen Bürger aber gravierende Folgen haben.;;;;;;;;;;;
fixed_intramonetary_exchange_rates;Fixed Intramonetary Exchange Rates;Taux de change fixe;Feste Wechselkurse;;;;;;;;;;;
fixed_intramonetary_exchange_rates_desc;This meant a system of comparing prices of different currencies, and a simplified syste of buying and selling them. This improved the efficiency of foreign trade enormously.;Ce système établissait les équivalences entre les différentes monnaies et simplifiait le change. Cela améliora considérablement l'efficacité du commerce international.;Dies bedeutete ein Preisvergleichssystem für verschiedene Währungen und vereinfachte den Währungskauf und -verkauf. Die verbesserte die Effizienz des Außenhandels enorm.;;;;;;;;;;;
gold_standard;Gold Standard;Étalon or;Goldstandard;;;;;;;;;;;
gold_standard_desc;This meant  a currency system based on gold. Money was rather expensive to produce by the government and this could sometimes result in a low of money stock. However, the good thing was that the gold prices was rather stable and the trust in gold was high and made the currency stable.;;Dies bedeutete, dass ein Währungssystem auf Gold basierte. Geld war für die Regierung eher teuer herzustellen, was manchmal zu geringen Geldvorräten führen konnte. Gut waren jedoch die relative Beständigkeit des Goldpreises und das allgemeine Vertrauen in Gold, was die Währung stabilisierte.;;;;;;;;;;;
international_monetary_exchange_rates;International Monetary Exchange Rates;Taux de change internationaux;Internationale Wechselkurse;;;;;;;;;;;
international_monetary_exchange_rates_desc;This meant a system of comparing prices of different currencies, and a simplified syste of buying and selling them. This improved the efficiency of foreign trade enormously.;Ce système établissait les équivalences entre les différentes monnaies et simplifiait le change. Cela améliora considérablement l'efficacité du commerce international.;Dies bedeutete ein Preisvergleichssystem für verschiedene Währungen und vereinfachte den Währungskauf und -verkauf. Die verbesserte die Effizienz des Außenhandels enorm.;;;;;;;;;;;
state_bond_monetary_mechanism;State Bond Monetary Mechanism;Mécanisme monétaire d'emprunts d'État;Staatsanleihen-Währungssystem;;;;;;;;;;;
state_bond_monetary_mechanism_desc;By a regulating a sound state bond system the government could lend money internally and get control of currency flows. This was one important measure to get a stable monetary system.;En instaurant un système d'emprunts d'État, le gouvernement a pu prêter de l'argent et contrôler les flux monétaires. Cette mesure a fortement stabilisé le système monétaire.;Durch die Regulierung eines stimmigen Staatsanleihen-Währungssystems konnte Geld national geliehen und Währungsschwankungen unter Kontrolle gebracht werden. Dies war eine wichtige Maßnahme zur Etablierung eines stabilen Währungssystems.;;;;;;;;;;;
interest_inflation_weapon;Interest-Inflation Weapon;Taux d'intérêt et inflation;Zinsinflation-Gegenmaßnahme;;;;;;;;;;;
interest_inflation_weapon_desc;By letting the National Bank changing the interest rate the government could, at least to an extent, balance inflation against unemployment.;Le gouvernement pouvait dans une certaine mesure lutter contre le chômage en jouant sur l'inflation, en laissant la banque centrale modifier les taux d'intérêt.;Durch die Ermächtigung der Nationalbank, die Zinssätze zu ändern, konnte die Regierung in gewissem Maße die Inflation gegen die Arbeitslosigkeit abwägen.;;;;;;;;;;;
hyperinflation;Hyperinflation;Hyper-inflation;Hyperinflation;;;;;;;;;;;
hyperinflation_desc;For many nations, the socioeconomic strains caused by involvement in wars with other industrial nations resulted in huge deficits that made it impossible to return immediately to the gold standard. Some nations, facing new demands upon their incomes as a result of new social obligations to those involved in recent wars or obligations for being on the losing side of wars, found the demands too great, and sought to resolve their problems by expanding the amount of currency of circulation. With nothing to guarantee the value of the currency, the result would be to rapidly depreciate the value of the currency relative to other currencies or materials such as gold. The social impact of such government policies were traumatic, especially for those who lived on limited or fixed incomes or those who had investments denominated in the rapidly depreciating currency. To many, the willingness of the State to engage in such activity, and the market reaction to such activities, would lead to a search for alternative ideologies to restore order and stability in society;;Für viele Nationen resultierten die durch Kriege mit anderen Industrienationen verursachten sozioökonomischen Spannungen zu riesigen Haushaltsdefizisten, die eine sofortige Rückkehr zum Goldstandard unmöglich machten. Manche Nationen, die sich mit Forderungen gegen ihre Einkünfte als Resultat neuer soziale Verpflichtungen gegenüber Teilnehmern kürzlicher Kriege oder in Form von Reparationsleistungen durch die Niederlage in Kriegen konfrontiert sagen, empfanden diese Ansprüche als zu hoch, und versuchten, ihre Probleme dadurch zu lösen, indem sie mehr Geld in Umlauf brachten. Ohne die Möglichkeit, den Wert der Währung zu garantieren, verfiel deren Wert im Vergleich zu anderen Währungen oder Materialien wie Gold rapide. Die sozialen Auswirkungen einer solchen Währungspolitik waren traumatisch, besonders für jene, die bereits mit eingeschränkten und festen Gehältern auskommen mussten, und für Investoren, deren Anlagen durch den raschen Währungsverlust entwertet wurden. Für viele wurden die Bereitschaft des Staats, solche Machenschaften zu betreiben und die Marktreaktion darauf zu Beweggründen, sich zur Wiederherstellung der Ordnung und Stabilität in der Gesellschaft anderen Ideologien zuzuwenden.;;;;;;;;;;;
john_ramsay_mcculloch;John Ramsay McCulloch;John Ramsay McCulloch;John Ramsay McCulloch;;;;;;;;;;;
john_ramsay_mcculloch_desc;A prolific Scottish journalist, John Ramsay McCulloch was one of the most ardent and doctrinaire expositors of  the Classical Ricardian School. McCulloch began his career as the editor of The Scotsman, eventually moving on to the whiggish Edinburgh Review, where he served as economics editor until the late 1830s. McCulloch used his position at the Review to popularize the Classical theories and promote his favorite economic policies, such as the repeal of the Corn Laws, the retention of the Poor Laws and the legalization of trade unions. McCulloch also lectured on political economy at University College London from 1828 to 1832. In 1838, he was appointed the Comptroller of HM Stationary Office. McCulloch's main work, Principles (1825), was perhaps the first successful 'serious' textbook in economics (and a rather loyal reading of Ricardo's theory). However, McCulloch is often considered a 'lightweight' in terms of the development of economic theory. His main contribution was the ill-fated 'wages fund' doctrine (1824,1825, 1826). McCulloch was also the editor of the 1828 edition of Adam Smith's Wealth of Nations and the 1846 edition of David Ricardo's Works. He also composed some of the earliest accounts of the history of economic thought (naturally, flattering to the Ricardians).  His monumental 1837 treatise provides a statistical account of the failure of the Malthusian population doctrine.;;John Ramsay McCulloch war ein erfolgreicher schottischer Journalist und einer der glühendsten und doktrinärsten Verfechter der klassischen ricardischen Schule. McCulloch begann seine Karriere als Herausgeber von 'The Scotsman' und arbeitete schließlich bis in die späten 1830iger Jahre als Redakteur des Wirtschaftsteils des Whig-Blattes 'Edinburgh Review'. Dort setzte McCulloch seine Position zur Bekanntmachung der klassischen Theorien und zur Förderung der von ihm favorisierten Wirtschaftsstrategien ein. Dazu gehörten die Aufhebung der Getreidezollgesetze, die Beibehaltung des Armenrechts und die Legalisierung von Gewerkschaften. Darüber hinaus unterrichtete McCulloch von 1828 bis 1832 am University College London Volkswirtschaftslehre. 1838 wurde er zum Kontrolleur des HM Stationary Office ernannt. McCullochs Hauptwerk, 'Principles' (1825) war vermutlich das erste erfolgreiche, ernstzunehmende Wirtschaftslehrbuch - eine der ricardischen Theorie gegenüber relativ loyale Abhandlung. Hinsichtlich der Eintwicklung volkswirtschaftlicher Theorien wird McCulloch dennoch oft als eher unbedeutend angesehen. Sei wichtigster Beitrag war die unter keinem guten Stern stehende 'Wages Fund'-Doktrin (1824,1825, 1826). McCulloch war außerdem Herausgeber der 1828er Ausgabe von Adam Smiths 'Wealth of Nations' und der 1846er Ausgabe von David Ricardos Werken. Darüber hinaus stellte er eine der ersten Zusammenfassungen der Geschichte wirtschaftlichen Gedankenguts zusammen - wobei die Ideen Ricardos natürlich gut wegkamen. Sein monumentales Traktat von 1837 bietet eine statistische Aufführung des Scheiterns der malthusischen Bevölkerungstheorie.;;;;;;;;;;;
nassau_william_sr;Nassau William Sr;William Nassau Senior;Nassau William Senior;;;;;;;;;;;
nassau_william_sr_desc;The works of this economist has been printed and distributed in your country. When the academics have debated and refined their dialogue its merits will soon be known by large segments of your population. At this point it will produce changed economic behaviour and procedures in your country.;;Die Werke dieses Ökonomen wurden in Ihrem Land gedruckt und verbreitet. Wenn die Akademiker ihre Debatten abgeschlossen haben, werden sie bald großen Teilen Ihrer Bevölkerung bekannt sein. Zu diesem Zeitpunkt werden sie das wirtschaftliche Denken und Prozedere in Ihrem Land ändern.;;;;;;;;;;;
james_mill;James Mill;James Mill;James Mill;;;;;;;;;;;
james_mill_desc;James Mill was a radical thinker that worked in the shadows of the brilliant, Jeremy Bentham. Together this two men can be described as the inventors of Utilitarianism, and much of its general applicability was explained in Mills works, Elements of Political Economy (1821) and Analysis of the Phenomenon of the Human Mind (1829).;;James Mill war ein radikaler Denker, der im Schatten des genialen Jeremy Bentham arbeitete. Diese beiden Männer können als die Erfinder des Nützlichkeitsprinzips bezeichnet werden," dessen allgemeine Anwendbarkeit größtenteils in Mills Werken 'Elements of Political Economy' (1821) und ""Analysis of the Phenomenon of the Human Mind' (1829) beschrieben wurde.;;;;;;;;;;;
john_elliot_cairnes;John Elliot Cairnes;John Elliot Cairnes;John Elliot Cairnes;;;;;;;;;;;
john_elliot_cairnes_desc;John Elliot Cairnes was a follower of John Stuart Mill. His Slave Power (1862), a defense of the North in the American Civil War," made a great impression in England. He has written about noncompeting groups in the labor market and is known for his distrust of mathematical economics. Among his works are The Character and Logical Method of Political Economy (1857) and Some Leading Principles of Political Economy Newly Expounded (1874). ;;John Elliot Cairnes war ein Gefolgsmann von John Stuart Mill. Sein Werk ""The Slave Power", its Character," Career and probable Designs"" (1862)", eine Verteidigung der Nordstaaten im amerikanischen Bürgerkrieg," machte in England großen Eindruck. Er schrieb über nicht miteinander konkurrierende Gruppen auf dem Arbeitsmarkt und war für sein Misstrauen der mathematischen Volkswirtschaftslehre gegenüber bekannt. Zu seinen Werken gehörten ""The Character and Logical Method of Political Economy"" (1857) und ""Some Leading Principles of Political Economy Newly Expounded"" (1874).;;;;;;;;;;;
robert_torrens;Robert Torrens;Robert Torrens;Robert Torrens;;;;;;;;;;;
robert_torrens_desc;Robert Torrens was a British army officer and owner of the influential Globe newspaper. Torrens was an independent discoverer of the Ricardo's principle of 'comparative advantage' in international trade (albeit a promoter of 'reciprocal tariffs', rather than unilateral free trade). Torrens was also a co-discoverer of the Ricardian theory of 'differential rent', although, in later editions, recanted the Malthusian population doctrine on which it was partly based.  Torrens remained a consistent critic of the 'labor theory of value'. ;;Robert Torrens war ein britischer Armeeoffizier und Eigentümer der einflussreichen Zeitung Globe. Torrens war ein unabhängiger Entdecker von Ricardos Prinzip der komparativen Kostenvorteile im internationalen Handel, obwohl er eher reziproke Tarife als unilateralen Freihandel unterstützte. Torrens war außerdem ein Mitentdecker der ricardischen Theorie der Grundrente, obwohl er in späteren Ausgaben Malthus' Bevölkerungstheorie widerrief, auf der sie teilweise basierte. Torrens blieb ein beständiger Kritiker der Arbeitswerttheorie.;;;;;;;;;;;
john_stuart_mill;John Stuart Mill;John Stuart Mill;John Stuart Mill;;;;;;;;;;;
john_stuart_mill_desc;John Stuart Mill was the son of James Mill, the famous utilitarian, he quickly became known as one of the more brilliant minds of the United Kingdom, and also one of the more radical. He published several book among them,  A System of Logic (1843), Principles of Political Economy (1848), On Liberty (1859), Considerations on Representative Government (1861) and Utilitarianism (1861), all of which made him the centre-figure of socialliberalism and a more humane view of society.;;John Stuart Mill war der Sohn des berühmten Utilitariers James Mill. Er machte sich schnell einen Namen als einer der genialsten und radikalsten Denker Großbritanniens. Er veröffentlichte mehrere Bücher, darunter 'A System of Logic' (1843), 'Principles of Political Economy' (1848), 'On Liberty' (1859), 'Considerations on Representative Government' (1861) und 'Utilitarianism' (1861). Diese Werke machten ihn zu einer zentralen Figur des Sozialliberalismus und einer humaneren Betrachtung der Gesellschaft.;;;;;;;;;;;
pierre_joseph_proudhon;Pierre Joseph Proudhon;Pierre Joseph Proudhon;Pierre Joseph Proudhon;;;;;;;;;;;
pierre_joseph_proudhon_desc;Proudhon was apprenticed as a printer and became interested in politics after he was involved in the printing of The New Industrial and Cooperative World by Charles Fourier. Proudhon now turned to writing and in 1843 published What is Property? In the book Proudhon attacks the injustices of inequality and coined the phrase, 'property is theft'. Proudhon published his most important work, System of Economic Contradictions, was published in 1846. Karl Marx responded to Proudhon's book by writing The Poverty of Philosophy (1847). This was the beginning of the long-term struggle of ideas between the two men. Proudhon was opposed to Marx's authoritarianism and his main influence was on the libertarian socialist movement.;;Proudhon war ein ausgebildeter Drucker. Sein Interesse an der Politik wurde durch seine Mitarbeit beim Druck der Werke 'The New Industrial' und 'Cooperative World' von Charles Fourier geweckt. Proudhon wandte sich nun dem Schreiben zu und veröffentlichte im Jahr 1843 das Werk 'Avertissement aux propriétaires'. In diesem Buch griff Proudhon die Ungerechtigkeiten der Ungleichheit an und prägte den Ausdruck 'Eigentum ist Diebstahl'. 1846 veröffentlichte Proudhon sein wichtigstes Werk, 'Système des contradictions économiques ou Philosophie de la misère'. Karl Marx reagierte auf dieses Werk von Proudhon mit seinem Buch 'Das Elend der Philosophie' (1847). Dies war der Beginn des fortwährenden Konflikts zwischen diesen beiden Männern. Proudhon lehnte Marx' Autoritarismus ab;;;;;;;;;;;
karl_marx;Karl Marx;Karl Marx;Karl Marx;;;;;;;;;;;
karl_marx_desc;Karl Marx was originally disciple of Hegel, but evolved his idealistic philosophy. Later in Paris he began mixing with members of the working class for the first time. Marx was shocked by their poverty but impressed by their sense of comradeship. In an article that he wrote for the Franco-German Annals, Marx applied Hegel's dialectic theory to what he had observed in Paris. Marx, who now described himself as a communist, argued that the working class (the proletariat), would eventually be the emancipators of society. Marx' most influential works were, The German Ideology, The Communist Manifesto, Principles of Communism, and Das Kapital. For most of his life he lived in England where he published his works and from where he bacame the most influential socialist of all time.;;Karl Marx war ursprünglich ein Schüler von Hegel, entwickelte aber seine eigene idealistische Philosophie. In Paris traf er später dann erstmals mit Angehörigen der Arbeiterklasse zusammen. Marx war von ihrer Armut schockiert, aber ihre Kameradschaft beeindruckte ihn. In einem Artikel für die deutschfranzösischen Annalen wandte Marx Hegels dialektische Theorie auf das in Paris Gesehene an. Marx, der sich nun als Kommunist bezeichnete, behauptete darin, dass die Arbeiterklasse (das Proletariat) letztendlich zum Befreier der Gesellschaft werden würde. Marx' einflussreichste Werke waren 'Die deutsche Ideologie', 'Manifest der Kommunistischen Partei' und 'Das Kapital'. Er lebte den Großteil seines Lebens in England, wo er seine Werke veröffentlichte und zum einflussreichsten Sozialisten aller Zeiten wurde.;;;;;;;;;;;
friedrich_engels;Friedrich Engels;Friedrich Engels;Friedrich Engels;;;;;;;;;;;
friedrich_engels_desc;As a young man Engels went to Manchester to help his father manage his cotton-factory. Engels was shocked by the poverty in the city and began writing an account that was published as Condition of the Working Classes in England (1844). Here Engels met Marx with whom he would write and try to organize the international worker organizations for the rest of his life. Engels lived in the shadows of Marx' intellectually, but economically he financed Marx so that he could write. basically there wouldn't have been a Marx without a Engls and vice versa.;;Als junger Mann ging Engels nach Manchester, um seinem Vater bei der Leitung seiner Baumwollfabrik zu helfen. Engels war von der Armut der Stadt schockiert und schrieb als Konsequenz die Abhandlung 'Die Lage der arbeitenden Klasse in England' (1844). In England traf er auch Marx, mit dem zusammen er bis an sein Lebensende schreiben sollte. Zusammen versuchten sie auch, die internationalen Arbeitervereinigungen zu organisieren. Zwar war Engels Marx intellektuell unterlegen, aber durch seine wirtschaftliche Stellung konnte er die schriftstellerischen Bemühungen der beiden finanzieren. Ohne Engels hätte es Marx quasi nicht gegeben, und ohne Marx keinen Engels.;;;;;;;;;;;
eduard_bernstein;Eduard Bernstein;Eduard Bernstein;Eduard Bernstein;;;;;;;;;;;
eduard_bernstein_desc;Eduard Bernstein was  originally a staunch disciple of Marx and started his life i the German Socialdemocratic Party, but during his later exile in London Bernstein gradually became convinced that the best way to obtain socialism in an industrialized country was through trade union activity and parliamentary politics. He published a series of articles where he argued that the predictions made by Karl Marx about the development of capitalism had not come true. He pointed out that the real wages of workers had risen and the polarization of classes between an oppressed proletariat and capitalist, had not materialized. Nor had capital become concentrated in fewer hands. Bernstein's revisionist views appeared in his extremely influential book Evolutionary Socialism (1899).;;Eduard Bernstein war ursprünglich ein fanatischer Anhänger von Marx und begann seine politische Karriere in der Sozialdemokratischen Partei Deutschlands, aber während seines späteren Exils in London kam Bernstein mehr und mehr zu der Überzeugung, dass die besten Methoden zur Etablierung des Sozialismus in einem industrialisierten Land gewerkschaftliche Aktivität und parlamentarische Politik waren. Er veröffentlichte eine Reihe von Artikeln, in denen er behauptete, die Ankündigungen von Karl Marx bezüglich der Entwicklung des Kapitals seien nicht wahr geworden. Er führte an, dass die Reallöhne der Arbeiter gestiegen waren und dass es nicht zur Polarisation der Klassen zwischen den unterdrückten Proletariern und den Kapitalisten gekommen war. Auch das Kapital hatte sich nicht auf wenigere Menschen konzentriert. Bernsteins revisionistische Ansichten flossen in sein äußerst einflussreiches Buch 'Die Voraussetzungen des Sozialismus und die Aufgaben der Sozialdemokratie' aus dem Jahre 1899 ein.;;;;;;;;;;;
sidney_webb;Sidney Webb;Sidney Webb;Sidney Webb;;;;;;;;;;;
sidney_webb_desc;Webb developed socialist ideas while at university and in 1885 he joined the Fabian Society. The society believed that capitalism had created an unjust and inefficient society. The members agreed that the ultimate aim of the group should be to reconstruct 'society in accordance with the highest moral possibilities'. The Fabian Society was a 'fact-finding and fact-dispensing body' and it produced a series of pamphlets on a wide variety of different social issues. Many of these were written by Sidney Webb including Facts for Socialists (1887), Facts for Londoners (1888) and The Eight Hour Day (1891). Webb also wrote A Plan on Campaign for Labour with George Bernard Shaw. Webb later became an important socialdemocratic figure with influence in the international worker organizations.;;Webb entwickelte während seines Studiums sozialistische Ideen und trat 1885 der Fabian-Gesellschaft beit. Diese Vereinigung war der Ansicht, dass der Kapitalismus eine ungerechte und ineffiziente Gesellschaft geschaffen hatte. Die Mitglieder dieser Vereinigung einigten sich darauf, dass das gemeinsame ultimative Ziel die Rekonstruktion der Gesellschaft in Übereinstimmung mit den höchstmöglichen sozialen Werten sein sollte. Die Fabian-Gesellschaft war eine sozialistische intellektuelle Bewegung, die eine Reihe von Pamphleten bezüglich einer großen Anzahl unterschiedlicher sozialer Probleme herausgab. Zu vielen dieser von Sidney Webb geschriebenen Pamphlete gehörten 'Facts for Socialists' (1887), 'Facts for Londoners' (1888) und 'The Eight Hour Day' (1891). Zusammen mit George Bernard Shaw schrieb Webb außerdem 'A Plan on Campaign for Labour'. Webb wurde später zu einer wichtigen sozialdemokratischen Figur mit Einfluss auf internationale Arbeitervereinigungen.;;;;;;;;;;;
karl_kautsky;Karl Kautsky;Karl Kautsky;Karl Kautsky;;;;;;;;;;;
karl_kautsky_desc;Karl Kautsky joined the Social Democrat Party (SDP) and was responsible for drafting the Erfurt Program which committed the SDP to an evolutionary form of Marxism. He also wrote and published The Economic Doctrines of Karl Marx (1887) and Thomas Moore and His Utopia (1888). After a while he broke with Bernstein, whom he viewed to lenient and instead stayed true to his more revolutionary view of socialism.;;Karl Kautsky trat der Sozialdemokratischen Partei Deutschlands (SPD) bei und war für die Formulierung des Erfurter Programms verantwortlich, mit dem sich die SPD einer evolutionären Form des Marxismus verschrieb. Außerdem schrieb und veröffentlichte er 'Die wirtschaftlichen Theorien des Karl Marx' (1887) und 'Thomas Moore und seine Utopie (1888). Nach einer Weile brach er mit Bernstein, den er für zu gemäßigt hielt, und blieb stattdessen seiner eigenen, revolutionäreren Betrachtung des Sozialismus treu.;;;;;;;;;;;
jean_jaurès;Jean Jaurès;Jean Jaurès;Jean Jaurès;;;;;;;;;;;
jean_jaurès_desc;Jaurés was elected to the Chamber of Deputies in 1885. Defeated in the 1889 elections he returned to the University of Toulouse. He became increasingly radical in his political views and after reading Karl Marx he began advocating socialism. He was not a revolutionary and supported the Independent Socialists. While out of parliament Jaurés completed his mammoth Socialist History of the French Revolution. He also joined with Aristide Briand and Rene Viviani in 1904 to establish the left-wing newspaper, L'Humanité in 1904. A new Socialist Party under Jaurés grew rapidly at the beginning of the century but split over the correct response to German militarism. Jaurés advocated a policy of international arbitration whereas others supported the Triple Entente.;;Jaurés wurde im Jahr 1885 als Abgeordneter ins französische Parlament berufen. Nach seiner Niederlage in den Wahlen von 1889 kehrte er an die Universität von Toulouse zurück. Seine politischen Ansichten wurden zunehmend radikaler, und nachdem er die Werke von Karl Marx studiert hatte, begann er mit der Befürwortung des Sozialismus. Er war aber kein Revolutionär und unterstützte die unabhängigen Sozialisten. Während er nicht dem Parlament angehörte, vollendete Jaurés seine mammuthafte Abhandlung 'Histoire socialiste de la révolution française'. 1904 schloss er sich mit Aristide Briand und Rene Viviani zur Gründung der linksgerichteten Zeitung 'L'Humanité' zusammen. Unter Jaurés' Führung wuchs eine neue sozialistische Partei anfangs schnell heran, spaltete sich zu Beginn des Jahrhunderts aber über die passende Antwort auf den deutschen Militarismus auf. Jaurés befürwortete eine pazifistische Politik, wohingegen andere die Triple Entente unterstützten.;;;;;;;;;;;
friedrich_list;Friedrich List;Friedrich List;Friedrich List;;;;;;;;;;;
friedrich_list_desc;Friedrich List was a nationalist and romantic critic of economic theory and one of the forefathers of the German Historical School. His best-known work, The National System of Political Economy (1841) was written as against the free-trade doctrines that permeated Classical economics. However, his was not a polemical defense of protectionism. He argued it on the basis of his analysis of economics, which stressed political factors - notably, the 'nation' - in economics. List argued that it was the government's responsibility to foster the 'productive powers' of a nation and, once these were in place, then free trade could ensue, but not before. This is akin to the modern 'infant industry' argument for protection. More relevantly, he devloped a theory of economic 'stages' which was to serve as a blueprint for the German Historical School.;;Friedrich List war ein Nationalist, romantischer Kritiker der Wirtschaftstheorie und einer der Wegbereiter der Historischen Schule der Nationalökonomie. Sein bekanntestes Werk, 'Das nationale System der Wirtschaftspolitik' (1841) wurde als Kontrast zu den Freihandelstheorien geschrieben, mit denen die klassischen Wirtschaftstheorien durchzogen waren. Sein Werk war aber keine polemische Verteidigung des Protektionismus. Vielmehr argumentierte er auf der Grundlage seiner Wirtschaftsanalyse, die sich mit den politischen Faktoren in der Wirtschaft, vor allem der Nation, befassten. List war der Ansicht, dass es in der Verantwortung einer Regierung läge, die produktiven Kräfte einer Nation aufzubauen und dass Freihandelsbedingungen erst nach Abschluss dieses Vorgangs gelten sollten. Dies war dem protektionären 'Junge Industrie'-Argument der Moderne vergleichbar. Noch relevanter war die von ihm entwickelte Theorie der wirtschaftlichen 'Stufen', die für die deutsche Historische Schule der Nationalökonomie als Blaupause dienen sollte.;;;;;;;;;;;
wilhelm_roscher;Wilhelm Roscher;Wilhelm Roscher;Wilhelm Roscher;;;;;;;;;;;
wilhelm_roscher_desc;A professor at the Univ. of Leipzig (1848-94), he was a founder of the German historical school of economics, which rejected the classical laissez-faire view. Roscher's work emphasized the developmental character of capitalism through detailed historical analyses of the cultures of ancient nations. His System der Volkswirtschaft (5 vol., 1854-94, tr. of 13th ed., Principles of Political Economy, 1878) was an influential textbook in the second half of the 19th cent. His most significant work is Geschichte der National-oekonomik in Deutschland (1874).;;Roscher lehrte von 1848 bis 1894 als Professor an der Universität von Leipzig. Er war ein Mitbegründer der deutschen Historischen Schule der Nationalökonomie, die den klassischen Laissez-Faire-Ansatz ablehnte. Roschers Arbeit betonte den entwicklungsgemäßen Charakter des Kapitalismus durch historische Analysen der Kulturen alter Nationen. Sein Werk 'System der Volkswirtschaft (5 Bände, 1854 ff, 13. Ausgabe 1878) war in der zweiten Hälfte des 19. Jahrhunderts ein einflussreiches Lehrbuch. Sein bedeutendstes Werk war 'Geschichte der Nationaloekonomik in Deutschland' (1874).;;;;;;;;;;;
bruno_hildebrand;Bruno Hildebrand;Bruno Hildebrand;Bruno Hildebrand;;;;;;;;;;;
bruno_hildebrand_desc;Highly critical of Classical theory, Hildebrand spent much of his time attacking Ricardo relentlessly for being materialistic, universalistic and cosmopolitan. Only later in his life did he put his own idea down - in particular, developing a linear 'stages' theory of economic history. His empirical and statistical work, however, did not make much use of these insights.;;Hildebrand war ein scharfer Kritiker der klassischen Theorie und verbrachte einen Großteil seiner Zeit damit, Ricardo unablässig zu bezichtigen, materialistisch, universalistisch und kosmopolitsch zu sein. Seine eigenen Ideen brachte er erst spät im seinem Leben zu Papier - dabei ist besonders seine Entwicklung einer linearen Stufentheorie der Wirtschaftsgeschichte zu nennen. Bei seiner empirischen und statistischen Arbeit machte er sich diese Erkenntnisse jedoch nicht besonders zunutze.;;;;;;;;;;;
karl_knies;Karl Knies;Karl Knies;Karl Knies;;;;;;;;;;;
karl_knies_desc;Knies's linear stages argument spoke of 'moral progress' which would render most theories obsolete. His 1873 work, however, contained little of the historical method in it. His political involvements earned him temporary exile in 1848. He wrote Political Economy from the Standpoint of the Historical Method (1853), and Money and Credit (1873).;;Knies' lineares Stufenmodell bezog sich auf die moralische Entwicklung, was die meisten anderen Theorien überholt aussehen ließ. Sein Werk von 1873 enthielt jedoch wenig von dieser historischen Methodik. Sein politisches Engagement brachten ihm 1848 die vorübergehende Verbannung ins Exil ein. Er schrieb 'Die politische Ökonomie vom Standpunkt der geschichtlichen Methode' (1853) sowie 'Geld und Kredit' (1873).;;;;;;;;;;;
gustav_von_schmoller;Gustav von Schmoller;Gustav von Schmoller;Gustav von Schmoller;;;;;;;;;;;
gustav_von_schmoller_desc;Schmoller's opposition to Neoclassical economics entered him into a famous methodological debate (Methodenstreit) with Carl Menger. Although many argue that he lost the debate by the simple fact of non-engagement (it is reported that upon receiving Menger's Investigations, he returned it unread to its author and published a 'semi-review' of it claiming that, indeed, it had not even been worth reading), Schmoller nonetheless retained his grip on the German university appointment system and kept Classical and Neoclassical economic theory largely out of German teaching - earning him the eternal emnity of the only potential challenger at the time, Menger's Austrian School. Gustav Schmoller's political involvements were also important, in 1872, he formed the Verein für Sozialpolitik, ('Society for Social Policy'), a group of largely conservative economists which supported a kind of corporatist state-industry-labor nexus. Liberals deplored their advocacy for state interventionism and came to label Schmoller and the Historicists as Kathedersozialisten (or 'Socialists of the Chair') - a jest they never entirely lived down.;;Schmollers Kritik an den neoklassischen Wirtschaftsansätzen führte zu seinem berühmten Methodenstreit mit Carl Menger. Obwohl die meisten der Ansicht sind, dass er die Debatte schlicht durch die Verweigerung jeglicher Diskussion verlor (es ist überliefert, dass er Mengers Untersuchungen kommentarlos zurückgeschickt und eine Art von Halbkritik veröffentlicht hatte, in der er Mengers Arbeit als nicht des Lesens wert bezeichnete), änderte dies nichts an seinem Einfluss auf das Berufungssystem an deutschen Universitäten. Schmoller konnte klassische und neoklassische Wirtschaftstheorien größtenteils von der deutschen Wirtschaftslehre fernhalten - was ihm ewigen Ruhm als dem damals einzigen potentiellen Herausforderer von Mengers österreichischer Schule einbrachte. Gustav Schmoller verfügte auch über wichtige politische Verbindungen. Im Jahr 1872 gründete er den 'Verein für Socialpolitik', einer größtenteils aus konservativen Wirtschaftswissenschaftlern bestehende Gruppe, die eine Art Verknüpfung von korporativistischem Staat und Industriearbeit unterstützte. Liberale beklagten ihre Befürwortung des staatlichen Interventionismus und nannten Schmoller und die Historiokraten Kathedersozialisten (oder Stuhlsozialisten) - eine spöttische Bezeichnung, die sie nie völlig vergessen machen konnten.;;;;;;;;;;;
adolph_wagner;Adolph Wagner;Adolph Wagner;Adolph Wagner;;;;;;;;;;;
