#Localisations that are probably not used in-game anymore;;;;;;;;;;;;;;
#Kept as redundancy and in order to find misnamed/-spelled keys;;;;;;;;;;;;;;
#events;;;;;;;;;;;;;;
EVTNAME999000;National Debate: Trade Policy;;;;;;;;;;;;;
EVTNAME10402;Napoleon Wins Election!;;;;;;;;;;;;;
EVTDESC10402;Louis-Napoléon Bonaparte has swept into power as France's new Head of State. The man carries with him the legacy of his infamous uncle, and with it the support of the masses. He has no friends in Paris, however, almost all of whom are nervous of the possibility that he might decide to follow in his uncle's footsteps.;;;;;;;;;;;;;
EVTNAME10405;Louis-Napoleon's Coup d'Etat;;;;;;;;;;;;;
EVTDESC10405;Unable to force the Upper House to repeal its prohibition against presidential re-election and facing removal from power, the popular Louis-Napoleon has launched a coup d'etat and overthrown the French government. Loyal members of the army have locked down strategic locations in Paris, and the Assemblée Nationale has been dissolved, leaving Louis-Napoleon as the undisputed ruler of the country. He has been christened Napoléon III, regaining his uncle's throne as the Emperor of France.;;;;;;;;;;;;;
EVTNAME10410;Emperor Napoleon Deposed;;;;;;;;;;;;;
EVTDESC10410;The popularity of Louis-Napoleon has waned. Where once it was expected that his ascension would return France to the greatness it experienced during the reign of his uncle, instead France sees itself being eclipsed by its neighbours. The Emperor has cultivated many enemies among the liberals in Paris, and now they have chosen their moment to strike. Napoleon has been deposed, and the only question remains as to what form France shall now take. Shall we restore the Bourbon dynasty under the Count of Chambord, elect for a Bourbon constitutional monarchy under the Comte de Paris, or instead opt to create the Third Republic?;;;;;;;;;;;;;
EVTNAME10411;The Death of Napoleon;;;;;;;;;;;;;
EVTDESC10411;Louis-Napoleon has grown ill in recent months, slowly surrendering more and more ground to the Upper House. Thus his death comes with no surprise to many. Mourned by the entire nation, and by his beloved Empress Eugénie, the question now turns to who will follow him. His son and heir would be Napoleon IV… but he is still a young man, eager to live up to the legacy left him. Others favor the popular Bourbon Count of Paris. Still more, however, claim this is the perfect moment to restore the republic and end the monarchy once and for all.;;;;;;;;;;;;;
EVTNAME11115;The Greater Slavic Union;;;;;;;;;;;;;
EVTDESC11115;Many within the $COUNTRY$ have always considered it a dream to form a greater union of the Slavic peoples, one spanning all of the Balkans and uniting them under a common flag. Such a nation would be far better suited at resisting the encroachment of foreign powers into the region. Now seems like the perfect opportunity for $COUNTRY$ to form such a union. Do we proceed with the creation of Yugoslavia, or let the dream die here?;;;;;;;;;;;;;
EVTNAME11120;Slavic Unification;;;;;;;;;;;;;
EVTDESC11120;The call has come to $COUNTRY$ to unite with Yugoslavia, a union of Slavic countries interested in protecting the Balkans from the encroachment of other European powers. Whether a union of cultures which have before now often been at war, and indeed still have considerable enmity for each other, will be difficult to say.;;;;;;;;;;;;;
EVTDESC13056;The great clippers ply our coastlines from north to south, like wolves culling out the weak and the corruptible with the poison they sell. Wherever there is an unexposed harbor, a foreign ship soon docks, and drives another fang into our national body. The use of opium has spread throughout $STATENAME$.;Les grands voiliers de commerce sillonent nos côtes du nord au sud, comme des loups à l'abattage des faibles et des corruptibles avec le poison qu'ils vendent. Partout où il y a un port non encore exposé, un navire étranger accoste bientôt, et plante un autre croc dans notre organisme national. L'usage de l'opium s'est étendue à $PROVINCENAME$. ;Die großen Klipper fahren unsere Küste von Norden nach Süden ab, wie Wölfe, die sich die Schwächsten aus der Herde suchen - in diesem Fall die mit ihrem wohlfeilen Gift Korrumpierbaren. Wo immer sich ein neuer Hafen findet, ankert bald ein ausländisches Schiff und rammt einen weiteren Reißzahn in den Körper unserer Nation. Der Opiumgebrauch hat sich nach $PROVINCENAME$ ausgebreitet.;;Los grandes veleros clíper navegan por nuestras costas, recorriéndolas de norte a sur, como lobos que acechan a los débiles y corruptibles con el veneno que venden. Cuando encuentran un puerto desprotegido, un barco extranjero atraca y clava su colmillo en el cuerpo de nuestra nación. El uso del opio se ha extendido a $PROVINCENAME$.;;;;;;;;;
EVTNAME16002;Fort Sumter Fired Upon!;;;;;;;;;;;;;
EVTDESC16002;While debate has been raging in $CAPITAL$ regarding whether to negotiate with the Confederacy, loyal American troops within Confederate territory have been on the move and preparing for the worst. One battalion relocated to Fort Sumter and proceeded to ignore Confederate demands for their immediate withdrawal. Days later, Confederate troops appeared and demanded the fort's surrender-- and when the commander refused, the Confederate forces opened fire. This is a clear provocation. All hopes for a peaceful settlement have now ended.;;;;;;;;;;;;;
EVTNAME16500;Second Constitutional Convention;;;;;;;;;;;;;
EVTDESC16500;Delegates from the northern states are growing increasingly impatient with the deadlock in the senate on the issue of slavery, citing what they see as an unreasonable balance of power currently controlled by southern interests. This has led to demands for a second constitutional convention and a change to a more proportional system of government based on population-- a demand adamantly opposed by the south, and not universally supported even in the north.;;;;;;;;;;;;;
EVTNAME16501;Dissatisfaction in the North;;;;;;;;;;;;;
EVTDESC16501;Delegates from the northern states are growing increasingly impatient with the deadlock in the senate on the issue of slavery, citing what they see as an unreasonable balance of power currently controlled by southern interests. Despite the move to more proportional government, things have not changed and thus there is talk that perhaps it is the north that needs to secede into a new union based on the freedom of men.;;;;;;;;;;;;;
EVTDESC16505;Talk of secession from the Union can be heard on the streets of $PROVINCENAME$. In fact, all over $STATENAME$ there is talk of secession, fueled by outrage over the changes to the American constitution which have stripped states of their equality. Local sentiments seem to be turning towards the south even though $STATENAME$ is not a slave state.;;;;;;;;;;;;;
EVTDESC16506;Talk of secession from the Union can be heard on the streets of $PROVINCENAME$. In fact, all over $STATENAME$ there is talk of secession, as liberals spread loud complaints over their dissatisfaction with the deadlock in the senate. They speak of a new Union based in the north, based on the true freedom the fouding fathers intended.;;;;;;;;;;;;;
EVTNAME16510;The Free States of America;;;;;;;;;;;;;
EVTDESC16510;A convention of northern delegates have convened in Philadelphia to announce the formation of a new union: the Free States of America, free of slavery and dedicated to true freedom for all men. The 'true' American government has decreed this the act of traitors, and is considering whether a peaceful resolution through negotiation is even possible. The so-called Free American government, however, is calling on patriots to rebel against a government held hostage to southern aristocrats and hidebound thinking.;;;;;;;;;;;;;
EVTNAME16511;Fort Mifflin Fired Upon!;;;;;;;;;;;;;
EVTDESC16511;While debate has been raging in $CAPITAL$ regarding whether to negotiate with the Free States, loyal American troops within Free State territory have been on the move and preparing for the worst. One battalion relocated to Fort Mifflin and proceeded to ignore Free State demands for their immediate withdrawal. Days later, Free State troops appeared and demanded the fort's surrender-- and when the commander refused, the Free State forces opened fire. This is a clear provocation. All hopes for a peaceful settlement have now ended.;;;;;;;;;;;;;
EVTNAME16515;The Union Sundered;;;;;;;;;;;;;
EVTDESC16515;The civil war is over... and we have lost. The United States of America that was is now gone. Delegates in $CAPITAL$ have convened to urge the government to put aside the former constitution, declaring it irrelevant for the reality that now faces us. A new constitution is being drafted, one heralding our place as master of the South, though there are yet some who say our destiny must one day be retaken and that not all is lost.;;;;;;;;;;;;;
EVTDESC31503;To strengthen the stature and independence of Hungary within $COUNTRY$, Hungarian was declared the sole language spoken in the Hungarian parliament.;Pour renforcer l'indépendance de la Hongrie dans la monarchie double, le hongrois est devenu la seule langue reconnue au sein du parlement hongrois.;Zur Stärkung der Unabhängigkeit Ungarns in der Doppelmonarchie wurde Ungarisch im ungarischen Parlament zur einzigen Geschäftssprache.;¡Hablad húngaro!;Para fortalecer la independencia de Hungría dentro de la doble monarquía, el húngaro pasa a ser el único idioma que se habla en el parlamento húngaro.;;;;;;;;;
EVTNAME31510;A Greater Austrian Destiny?;;;;;;;;;;;;;
EVTDESC31510;Austrians have always walked a path slightly apart from those of their fellow Germans, and the notion of greater German unification has never caught on in $COUNTRY$ as it has in the north. Lately there are those who say $COUNTRY$'s unquestioned dominance obligates it to unite Greater Germany under a single flag. The first step in doing so would be to form a confederation of southern Germans-- a signal to the north of our change in direction. It would also be a signal to the rest of the world, and to the great powers who fear a united German super-state. Some suggest that, if we are to embark upon this path, we should consider granting autonomy to our non-German peoples in order to convince the great powers we have no designs on the rest of Europe.;;;;;;;;;;;;;
EVTNAME31511;Limited Autonomy for $COUNTRY$;;;;;;;;;;;;;
EVTDESC31511;We have been granted limited self-government by $FROMCOUNTRY$, in the interest of gaining our acquiescence to their formation of a Greater Germany. There are those within $COUNTRY$ who object, saying that being a German vassal is no better than what we enjoyed previously. But it is something.;;;;;;;;;;;;;
EVTNAME31515;The Greater Germany Question;;;;;;;;;;;;;
EVTDESC31515;Austrians have always walked a path slightly apart from those of their fellow Germans, and the notion of greater unification has never caught on in Austria as it has in the north. Lately there are those who question that path, citing the ascension of a great power who stands ready to lead us into a Greater Germany. Considering that non-German cultures within Austria would never accept dominance by such a union, and that it would alarm European powers to an unprecedented degree, we have to wonder where our path should now lie?;;;;;;;;;;;;;
EVTNAME31516;$FROMCOUNTRY$ Petitions to Join Germany;;;;;;;;;;;;;
EVTDESC31516;The $FROMCOUNTRY_ADJ$ government met with the $COUNTRY_ADJ$ government in $CAPITAL$ today, expressing their desire to unite into a 'Greater Germany'. They do so with the full intent of incorporating not only their German-speaking territories, but also any lands they own belonging to other cultures. While such a Greater Germany would undoubtedly be a power unheard-of in the world, there are those who express caution: the world's great powers would almost certainly object to such a union, not to mention the fact that the non-Germany cultures would likely rebel against our dominance.;;;;;;;;;;;;;
EVTNAME31518;$FROMCOUNTRY$ Refuses German Unity!;;;;;;;;;;;;;
EVTDESC31518;There has been much talk in $CAPITAL$ in recent days of possible unification with $FROMCOUNTRY$ into a 'Greater Germany'. This talk was finally shot down by the $FROMCOUNTRY_ADJ$ government, which stated that $FROMCOUNTRY$'s path is separate from $COUNTRY$'s. There are those within the $COUNTRY_ADJ$ government, however, who believe this is unacceptable. While it would undoubtedly destroy our relationship with $FROMCOUNTRY$ and upset the powers of Europe, laying a claim to the German-speaking parts of $FROMCOUNTRY$ is a possibility.;;;;;;;;;;;;;
EVTDESC31519;The $FROMCOUNTRY_ADJ$ government met with the $COUNTRY_ADJ$ government in $CAPITAL$ today, expressing their desire to unite into a 'Greater Germany'. Their only stipulation on the union is that their non-German states be first granted independence, no doubt to minimize the objection of European powers-- though there are those who believe the European powers will be unhappy with the emergence of a united German super-state even so.;;;;;;;;;;;;;
EVTNAME31521;The Dissolution of $COUNTRY$;;;;;;;;;;;;;
EVTDESC31521;Austria is no more. With Vienna gone and what remains of the Empire a disarray of governments unwilling to maintain their cohesion without an Austrian government to hold it together, the nation has split apart at the seams. Whole portions of the Empire have either declared their outright independence or their intention to reunite with their homelands.;;;;;;;;;;;;;
EVTDESC31530;Austrians have always walked a path slightly apart from those of their fellow Germans, and the notion of greater unification has never caught on in Austria as it has in the north. Lately there are those who question that path, citing the ascension of a great power who stands ready to lead us into a Greater Germany. Considering such a union could alarm the powers of Europe to a great degree, we have to wonder where our path should now lie?;;;;;;;;;;;;;
EVTDESC31531;The $FROMCOUNTRY_ADJ$ government met with the $COUNTRY_ADJ$ government in $CAPITAL$ today, expressing their desire to unite into a 'Greater Germany'. While such a nation would undoubtedly be a power unheard-of in the world, there are those who express caution: the world's great powers would likely object to such a union. Is Greater Germany worth the possibility of war?;;;;;;;;;;;;;
EVTNAME31550;The Serbian Question;;;;;;;;;;;;;
EVTDESC31550;With the recent unrest in Serb lands, the local Serbian government has demanded greater autonomy from $COUNTRY_ADJ$ rule. Failure to provide it will only lead to further ethnic unrest.;;;;;;;;;;;;;
EVTNAME31551;The Montenegrin Question;;;;;;;;;;;;;
EVTDESC31551;With the recent unrest in Serb lands, the local Montenegrin government has demanded greater autonomy from $COUNTRY_ADJ$ rule. Failure to provide it will only lead to further ethnic unrest.;;;;;;;;;;;;;
EVTNAME31552;The Macedonian Question;;;;;;;;;;;;;
EVTDESC31552;With the recent unrest in Bulgarian lands, the local Macedonian government has demanded greater autonomy from $COUNTRY_ADJ$ rule. Failure to provide it will only lead to further ethnic unrest.;;;;;;;;;;;;;
EVTNAME33025;The Spanish Pacific;;;;;;;;;;;;;
EVTDESC33025;With the loss of our colonial base in Manila, the administration of the Pacific Islands has become incredibly difficult. We have been approached by the $FROMCOUNTRY_ADJ$ government regarding the possibility of selling any of our remaining holdings in the Caroline and Mariana Islands. The amount offered is not much, but then again the islands are not worth much-- indeed, they cost us far more than they provide. There is the additional notion that, should we disagree, $FROMCOUNTRY$ might attempt to take them by force.;;;;;;;;;;;;;
EVTDESC36709;While Belgium's de facto independence from the Netherlands had been established by force of arms during the Belgian Revolution of 1831, it has not been confirmed de jure and we yet hold claims over Belgian territory. The British have offered to mediate a settlement-- in return for the surrendering of our claims and a guarantee of Belgium's neutrality, we would receive the Rhenish part of Luxembourg as our vassal… as well as a great deal of standing in the eyes of the European powers. That is, of course, if Belgium even agrees to the treaty.;;;;;;;;;;;;;
EVTNAME36715;The Fall of Amsterdam;;;;;;;;;;;;;
EVTDESC36715;Despite our best efforts, the unthinkable has happened: Amsterdam has fallen. It seems there is little choice but to surrender to the Belgians and allow them to dictate terms. If they are kind, they will simply force us to relinquish all claims to the southern Netherlands. If they are unkind, they may force us to give up territory-- though doing so will surely bring about the wrath of the European powers.;;;;;;;;;;;;;
EVTNAME36716;The Dutch Surrender;;;;;;;;;;;;;
EVTDESC36716;Our forces have consolidated their control over Amsterdam and proven their superiority in the war, and thus the Dutch government has little choice but to accept any terms we dictate. The European powers are pushing for peace and conciliation-- they wish to see that Belgium keeps what it has and nothing more-- though if we dare risk their wrath we could certainly wrest territorial considerations.;;;;;;;;;;;;;
EVTNAME36970;The Suez Canal Company;;;;;;;;;;;;;
EVTDESC36970;"With the 'International Commission for the Piercing of the Isthmus of Suez' having completed, and assessed the Suez region as being possible to have a canal built,"" all that remains is to put the plan in motion. The Suez Canal Company intends to do just that, but in order for it to start it needs to put together a significant amount of capital-- thus it has been offering shares to various governments"", hoping as well for the political clout to influence Egypt into allowing the venture to proceed.";;;;;;;;;;;;;
EVTNAME36971;The Andagoya Canal Company;;;;;;;;;;;;;
EVTDESC36971;"With the 'International Commission for the Piercing of the Isthmus of Andagoya' having completed, and assessed the Andagoya as being possible to have a canal built across Lake Gatun and Balboa,"" all that remains is to put the plan in motion. The Andagoya Canal Company intends to do just that, but in order for it to start it needs to put together a significant amount of capital-- thus it has been offering shares to various governments"", hoping as well for the $COUNTRY_ADJ$ goveernment to use its political clout to influence Colombia into allowing the venture to proceed.";;;;;;;;;;;;;
EVTNAME36975;Intervention in Egypt?;;;;;;;;;;;;;
EVTDESC36975;We have received disturbing reports of rebellion in Egypt, on a scale where our interests in the Suez might become threatened. While it undoubtedly would appear to some that we are using this as an excuse, the $COUNTRY_ADJ$ government cannot idly stand by and watch such an important project be laid to waste by the ignorant. We must consider direct intervention.;;;;;;;;;;;;;
EVTDESC37750;We have lost the war with the Americans,and Cuba has been wrested from our grasp. The American government has approached us intent on a treaty, suggesting we no longer have the power to hold onto our Pacific and North American colonies. They seek to offer us a 'reasonable' price for them. Some in the $COUNTRY_ADJ$ govrnment fear that, if we do not agree, it could mean further wars with the Americans for years to come.;;;;;;;;;;;;;
EVTNAME37751;We Have Lost The War;;;;;;;;;;;;;
EVTDESC37751;As impossible as it seems, we have lost the war against the Spanish. They retain their hold over Cuba and their other colonies. The American people are understandably shaken, but it seems their jingoistic fervor has only increased. A streak of anti-colonialism has arisen throughout the country, specifically targeting the powers of 'Old Europe'. Newspapers are demanding we gear up to liberate these colonies once and for all. If we agree, some fear this may be a tiger we cannot again cage.;;;;;;;;;;;;;
EVTNAME43805;The Federal Council of Australasia;;;;;;;;;;;;;
EVTDESC43805;Now that we are a self-governing colony, the question has arisen as to whether New Zealand should unite with the Australian Commonwealth. Many within the government are concerned at Australia's treatment of aborigines, however, and have suggested that if New Zealand was to join the commonwealth they should offer equal rights for the Maori. This might lead to their refusal, but the alternative would be a setback to the years of friendly relations we have built up with the Maori peoples.;;;;;;;;;;;;;
EVTDESC43806;The New Zealand government has approached us about the possibility of becoming part of the Australian Commonwealth. Their one stipulation is that equal rights be given to the Maori people-- out of concern, no doubt, for our historical treatment of the aborigines. Many Australians would be upset if we gave in to their demands, but agreeing would indeed make us a stronger nation.;;;;;;;;;;;;;
EVTNAME44125;The Western Territories;;;;;;;;;;;;;
EVTDESC44125;Mexico is not properly utilizing the lands between ours and the Pacific. It is our destiny to bring American rule and prosperity to all of North America, and our responsibility to take these lands from Mexico so they may flourish. To avoid further war with Mexico, we should approach their government and see if they will consider selling these lands to us.;;;;;;;;;;;;;
EVTNAME44126;$FROMCOUNTRY$ Demands Northwest Territories!;;;;;;;;;;;;;
EVTDESC44126;The American ambassador has informed us that it would be in our best interests to sell the lands north of the Rio Grande to the United States. The amount they offer is considerable, and the northwest territories are of limited value to us, but it is almost an insult that they would think us so eager to give up our rightful territory.;;;;;;;;;;;;;
EVTNAME44127;Mexico Has Refused!;;;;;;;;;;;;;
EVTDESC44127;The Mexicans have refused our generous offer. Our only recourse is force of arms.;;;;;;;;;;;;;
EVTNAME44129;The Mormon Exodus;;;;;;;;;;;;;
EVTDESC44129;After violence in their home enclave of Nauvoo, Illinois, the Mormons have elected to head west to settle in the Salt Lake Valley where they can practice their faith without hinderance. Led by Brigham Young, the Mormons suffered great hardship but eventually did reach their destination-- and prospered.;;;;;;;;;;;;;
EVTNAME44140;The Northern Alaska Purchase;;;;;;;;;;;;;
EVTDESC44140;$FROMCOUNTRY$ has approached the $COUNTRY_ADJ$ government to inquire about the possibility of purchasing our territory in northern Alaska. The land is not valuable, and since previous $FROMCOUNTRY_ADJ$ claims to the area will no doubt only lead to conflict, we should perhaps consider the sale.;;;;;;;;;;;;;
EVTNAME44141;$FROMCOUNTRY$ Has Refused;;;;;;;;;;;;;
EVTDESC44141;$FROMCOUNTRY$ has refused to sell the Alaskan territory. Considering that the $COUNTRY_ADJ$ people already consider the territory rightfully ours, many are calling for war to reclaim the land.;;;;;;;;;;;;;
EVTNAME44142;$FROMCOUNTRY$ Has Agreed;;;;;;;;;;;;;
EVTDESC44142;The Alaskan territory is ours!;;;;;;;;;;;;;
EVTNAME44145;The Hawaiian Islands Purchase;;;;;;;;;;;;;
EVTDESC44145;$FROMCOUNTRY$ has approached the $COUNTRY_ADJ$ government to inquire about the possibility of purchasing our Pacific Island territories near Hawaii. The land is not valuable, and previous $FROMCOUNTRY_ADJ$ claims to the area will no doubt only lead to conflict. We should perhaps consider the sale.;;;;;;;;;;;;;
EVTDESC44146;$FROMCOUNTRY$ has refused to sell the Hawaiian Islands territory. Considering the $COUNTRY_ADJ$ people already consider the territory rightfully ours, many are calling for war to reclaim the land.;;;;;;;;;;;;;
EVTDESC44147;The Hawaiian Islands are ours!;;;;;;;;;;;;;
EVTNAME44840;Santa Anna Captured!;;;;;;;;;;;;;
EVTDESC44840;In a surprise development, the leader of Mexico-- General Antonio de Santa Anna himself-- has been captured. Found running through the countryside, attempting to escape back to Mexico, he has been imprisoned in a Texan jail and forced to negotiate. We can force the man to agree to a peace treaty-- even though many consider the odds of Santa Anna's own country agreeing to terms exacted under duress to be slight, it may be our only hope against overwhelming odds. At the very least, the humiliation dealt against their leader will be a blow against the Mexican government and one from which they will not soon recover.;;;;;;;;;;;;;
EVTDESC44841;In a humiliating blow to Mexico's prestige, General Santa Anna has been captured within Texan territory-- separated from our army and found wandering the countryside in an attempt to return to Mexico. While imprisoned, he agreed to a series of treaties which recognized Texan independence among other guarantees... all in exchange for his safe return. We are now faced with a question: while the treaties are worthless, disregarding them completely could give the Americans a cause to intervene. Either way, one thing is certain: as the architect of this fiasco, Santa Anna's time in power is done.;;;;;;;;;;;;;
EVTNAME44842;The Treaties of Velasco;;;;;;;;;;;;;
EVTDESC44842;While Mexico had every reason to refute the treaties signed by Santa Anna, it seems their willingness to continue the war against Texas has waned. They will not embarass themselves further, and have agreed to let us remain free in exchange for Santa Anna's return. For the moment, this means the war with Mexico is over... whether that peace will continue remains to be seen.;;;;;;;;;;;;;
EVTNAME44843;Ceasefire With Mexico;;;;;;;;;;;;;
EVTDESC44843;As expected, the Mexican government has refuted the Treaties of Velasco and refused to negotiate for Santa Anna's return. They are, however, evidently afraid that the treaties have enough validity that ignoring them would give the Americans an excuse to intervene-- and have called for a ceasefire. How long it will last is unknown, but for the moment Texas has its respite.;;;;;;;;;;;;;
EVTNAME44844;Mexico Ignores the Treaties;;;;;;;;;;;;;
EVTDESC44808;Not unexpectedly, Mexico has ignored the terms of the Treaties of Velasco-- claiming that Santa Anna only agreed to them under duress. Indeed, Santa Anna himself has been quick to back up their claim even despite his precarious position. The one bright light in this? It might be the cause the American government has been looking for to intervene in our war.;;;;;;;;;;;;;
EVTNAME44845;War With Mexico!;;;;;;;;;;;;;
EVTDESC44845;Despite the assurances supposedly offered by the Treaties of Velasco, we once again find ourselves at war with Mexico. The ceasefire is, it seems, now over. While many in our government never expected Mexico to live up to the terms of the treaties anyhow, they do suggest that this might be enough cause for the Americans to intervene. Such an intervention would, of course, be inviting the wolves through the front door… but do we have any other choice?;;;;;;;;;;;;;
EVTNAME44846;The Texan Diplomat;;;;;;;;;;;;;
EVTDESC44846;A diplomat has arrived in Washington from Texas-- a part of the Mexican frontier, settled by southerners who had been offered land by the Mexican government and who then rebelled against its tyranny. The diplomat has asked for American intervention in their war, claiming that a treaty had been worked out with Mexico which they then of course immediately refuted. It seems like shaky grounds… but do we turn our backs on them?;;;;;;;;;;;;;
EVTNAME80103;The Amban's Demand;;;;;;;;;;;;;
EVTDESC80103;The Amban, our Imperial representative from Peking and effectively the governor of $COUNTRY$, has informed our government that $FROMCOUNTRY$ has concluded a treaty with Russia-- a treaty that includes portions of $COUNTRY_ADJ$ territory, with now must be handed over without comment. Should we refuse, we face war with $FROMCOUNTRY$ and Russia both.;;;;;;;;;;;;;
EVTNAME80110;The Convention of Peking;;;;;;;;;;;;;
EVTDESC80110;A diplomat from Russia has arrived in $COUNTRY$ with an infuriating demand: they wish to readjust the borders on our northeastern frontier, agreed upon almost two hundred years ago. They wish access to a southern port upon the Sea of Japan, meaning all of Haishenwai would be turned over to them. Any $FROMCOUNTRY_ADJ$-claimed territory would be handed over by us and our vassals. This is surely a wicked threat, capitalizing on our current perceived weakness.;;;;;;;;;;;;;
EVTNAME80111;The Dungan Basin;;;;;;;;;;;;;
EVTDESC80111;Now that the rebellion in distant Xinjiang is finished, there appears to be some question as to who has ownership over the Dungan basin. The western half of the basin, in Qaratal, is occupied by the wicked Russians… but they wish control over the eastern half in Ili, as well. Should we surrender the basin peacefully, or fight for $COUNTRY_ADJ$ honor?;;;;;;;;;;;;;
EVTNAME80120;Hui Unrest in $STATENAME$;;;;;;;;;;;;;
EVTDESC80120;Though tolerant of religious practices, the Hui Muslims in $PROVINCENAME$ are resentful of discrimination by the Qing government. Unrest in the province has stirred up anti-Manchu sentiment, even among non-Muslims. The violence is threatening to spread throughout all of $STATENAME$.;;;;;;;;;;;;;
EVTNAME80121;Panthay Rebellion;;;;;;;;;;;;;
EVTDESC80121;Have Peace with Han Chinese!\nDown with Qing court!\n\nA rebellion has erupted in the southern province of Yunnan, led by a rebel named Du Wenxiu. The man's forces have already captured Dali and driven out the Qing governor, forcing our government to deal with the matter directly.;;;;;;;;;;;;;
EVTNAME80122;Panthay Rebellion Crushed;;;;;;;;;;;;;
EVTDESC80122;With Qing forces marching into Kunming, the Panthay Rebellion is officially over. The rebels and their leaders have been routed, and already measures are being taken to ensure there are no further disturbances.;;;;;;;;;;;;;
EVTNAME80123;Panthay Rebellion Victorious!;;;;;;;;;;;;;
EVTDESC80123;We have driven the hated Manchu from Yunnan. At last, victory is ours!;;;;;;;;;;;;;
EVTNAME80125;Dungan Revolt;;;;;;;;;;;;;
EVTDESC80125;With Muslim-led unrest existing throughout the province on Xinjiang, a Tajik adeventurer by the name of Yaqub Beg has led rebels to seize the capital of Kashgar and has driven Qing governors away. The situation in the frontier appears to be out of hand, with these Muslims having declared an independent state and full Jihad against the Emperor.;;;;;;;;;;;;;
EVTNAME80126;Dungan Revolt Crushed;;;;;;;;;;;;;
EVTDESC80126;With Qing forces marching into Kashgar, the Dungan Revolt is officially over. The rebels and their leaders have been routed, and already measures are being taken to ensure there are no further disturbances.;;;;;;;;;;;;;
EVTNAME80127;Dungan Revolt Victorious!;;;;;;;;;;;;;
EVTDESC80127;We have driven the hated Manchu from Kashgaria. At last, victory is ours!;;;;;;;;;;;;;
EVTNAME85000;Catholics Slain in Korea;;;;;;;;;;;;;
EVTDESC85000;There has been increasing violence against French missionaries in Korea, recently culminating in the execution of Bishop Siméon-François Berneux-- head of the fledgling Korean Catholic Church-- and the subsequent killing of almost all priests in the country as well as thousands of Catholic Koreans. One surviving priest fled to the Qing Empire, relaying his tale to a French war vessal which then launched a punitive expedition with the support of the French consul in Beijing. There is a call for France to go to war against Korea-- but this is complicated by the fact that Korea is a tributary state of the Qing. If we press the matter, we risk war with the Koreans' master, but if we back down it will be a great blow to our prestige.;;;;;;;;;;;;;
EVTNAME85001;$FROMCOUNTRY$ Demands Retribution;;;;;;;;;;;;;
EVTDESC85001;The foolish Koreans have begun executing Catholics within their territory, and this has included a number of $FROMCOUNTRY_ADJ$ missionaries-- and now the French have demanded retribution. The problem, naturally, is that Korea is a Qing tributary. We are obligated to come to the Korean's defense, even if this means war with $FROMCOUNTRY$. Of course, there are those who say the Koreans have brought this on themselves. We would lose little sleep if we left them to their own devices, and earn favor with the $FROMCOUNTRY_ADJ$ government.;;;;;;;;;;;;;
EVTNAME85002;$FROMCOUNTRY$ Abandons $COUNTRY$;;;;;;;;;;;;;
EVTDESC85002;One of our rulers has executed a group of French missionaries, resulting in French outrage and a punitive expedition against $COUNTRY$-- which should have brought our Qing allies to our defense. Frustratingly, and perhaps not unexpectedly, the Qing have responded by severing their ties to $COUNTRY$ and abandoning us to our fate. War with the French seems likely.;;;;;;;;;;;;;
EVTNAME85003;$FROMCOUNTRY$ Abandons Korea;;;;;;;;;;;;;
EVTDESC85003;Not unexpectedly, $FROMCOUNTRY$ has agreed to abandon Korea to its fate in order to curry favor with us.;;;;;;;;;;;;;
EVTNAME85004;$FROMCOUNTRY$ Will Defend $COUNTRY$;;;;;;;;;;;;;
EVTDESC85004;One of our rulers has executed a group of French missionaries, resulting in French outrage and a punitive expedition against $COUNTRY$-- which has brought our Qing allies to bear. Instead of abandoning us, they have threatened war with the French should they intrude on our sovereignty. This may mean war with the French, but at least we know our allies remain strong.;;;;;;;;;;;;;
EVTNAME85005;$FROMCOUNTRY$ Will Defend Korea;;;;;;;;;;;;;
EVTDESC85005;Negotiations with the $FROMCOUNTRY_ADJ$ have not gone well. They are determined to protect their Korean vassals, even if it means war with France.;;;;;;;;;;;;;
EVTNAME85010;The Ganghwa Incident;;;;;;;;;;;;;
EVTDESC85010;A $COUNTRY_ADJ$ vessel, surveying the Korean coastline and damaged by a storm, was drawing near Ganghwa Island in search of safe harbour when it was fired on by the coastal Korean fortress. In a fury, our ship returned fire and then landed a party to battle the Koreans on land. After victory, they returned home-- but word of the assault has spread. This is yet another example of Korea flaunting its disrect for $COUNTRY_ADJ$ authority. Many within the government are suggesting we demand not only an apology, but force a treaty upon the Koreans which will see their nation forced to open itself to our influence.;;;;;;;;;;;;;
EVTDESC85011;A $FROMCOUNTRY_ADJ$ vessel, surveying the $COUNTRY_ADJ$ coastline and damaged by a storm, was drawing near Ganghwa Island in search of safe harbour when it was fired on by the coastal fortress-- who assumed the vessel to be an enemy. In a fury, their ship returned fire and then landed a party to battle our forces on land. They returned home victorious, but words of the assault has spread and now a $FROMCOUNTRY_ADJ$ delegation has arrived in $CAPITAL$ to demand compensation-- in the form of an unequal treaty requiring $COUNTRY$ be opened to their influence.;;;;;;;;;;;;;
