EVTDESC46418;During the congress here in the Andagoya City, the ambassadors of Mesoamerican nations secretly decided that they will oppose the federationists but their tries to unite themselves ended as a disaster - like everything in this congress.;Pendant le Congrès de Panama, les ambassadeurs des nations centre-américaines se sont réunis secrètement et ont essayé de former une formation centre-américaine. Mais comme tout dans ce funeste congrès, ce fut un échec retentissant.;During the congress here in the Panama City, the ambassadors of Mesoamerican nations secretly decided that they will oppose the federationists but their tries to unite themselves ended as a disaster - like everything in this congress.;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTDESC46419;The dust has settled in Andagoya. Everyone, who wanted independence, has it. The territory of the new-born country of Mexico is just a shard of its former glory. A last voice of nationalism is heard in the western part of our country, in Jalisco. Do we even have the strength to oppose?;Le funeste congrès de Paname est fini. Tous les indépendantistes ont eu gain de cause. Il ne reste presque rien au Mexique nouveau-né…;The dust has settled in Panama. Everyone, who wanted independence, has it. The territory of the new-born country of Mexico is just a shard of its former glory.;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTDESC46420;Sire! The fools of Yucatan decided that they do not want to live inside our nation! They are saying that Mexico is history and they want independence!;Les traitres du Yucatan déclarent leur indépendance! Ils prétendent que le Mexique a échoué!;Sire! The fools of Yucatan decided that they do not want to live inside our nation! They are saying that Mexico is history and they want independence!;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTDESC46421;Sire! The fools of Oaxaca and Purepecha decided that they do not want to live inside our nation! They are saying that Mexico is history and they want independence!;Les traitres de Jalisco déclarent leur indépendance! Ils prétendent que le Mexique a échoué!;Sire! The fools of Jalisco decided that they do not want to live inside our nation! They are saying that Mexico is history and they want independence!;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTDESC46422;Sire! The fools of Aztlan decided that they do not want to live inside our nation! They are saying that Mexico is history and they want independence!;Les traitres du Yucatan et d'Aztlan déclarent leur indépendance! Ils prétendent que le Mexique a échoué!;Sire! The fools of Yucatan and Aztlan decided that they do not want to live inside our nation! They are saying that Mexico is history and they want independence!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME123100;First German Council in $CAPITAL$;Premier parlement allemand à $CAPITALS$;Erster deutscher Rat in $CAPITAL$;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME123101;Crown Offer;Couronne offerte;Angebot einer Krone;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME123102;Council for Independence;Parlement pour l'indépendance;Rat für Unabhängigkeit;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME123104;Revolts in Germany!;Révoltes en Allemagne!;Revolten in Deutschland!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME123106;Second German Council in $CAPITAL$;Deuxième parlement allemand à $CAPITAL$;Zweiter deutscher Rat in $CAPITAL$;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME124100;The King of Aragon proclaims himself King of Italy;Le roi d'Aragin se proclame roi d'Italie;Der König von Aragon proklamiert sich zum König von Italien;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME125100;Ottoman Caliphate;Le califat ottoman;Ottoman Caliphate;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME125101;Arabian claim to the Caliphate;Prétentions arabes au titre de Calife;Arabian claim to the Caliphate;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME125102;Defeat in the war over Holy Cities!;Défaite dans la lutte pour les villes saintes!;Defeat in the war over Holy Cities!;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME125103;Victory in the war over Holy Cities!;Victoire dans la lutte pour les villes saintes!;Victory in the war over Holy Cities!;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME126100;Oromo Uprising;Soulèvement Oromo;Oromo Uprising;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME222100;Greek Quest for Independence;Demande d'indépendance de la Grèce;Greek Quest for Independence;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME222101;Greek independence refused;Véto vénitien à l'indépendance grecque;Greek independence refused;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME222102;Flight from Istanbul;Abandonner Istanbul;Flight from Istanbul;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME46408;End of the Congress of Andagoya;Echec du congrès de Panama;Failure of the Congress of Panama;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME46409;Congress of Andagoya succeeds;Réussite du congrès de Panama;Congress of Panama succeed;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME46410;Failure of the Congress of Andagoya;Echec du congrès de Panama;Failure of the Congress of Panama;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME46411;Congress of Andagoya;Congrès de Panama;Congress of Panama;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME46412;Independentists triumph in the Congress of Andagoya;Triomphe des indépendantistes au congrès de Panama;Independentists triumphs in Congress of Panama;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME46413;Council of Granada - Success;Congrès de Granada - Succès!;Council of Granada - Success;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME46414;Council of Granada - Partial Success;Congrès de Granada - Succès partiel;Council of Granada - Partial Success;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME46415;Council of Granada - Partial Success;Congrès de Granada - Succès partiel;Council of Granada - Partial Success;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME46416;Council of Granada - Failure;Congrès de Granada - Echec;Council of Granada - Failure;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME46417;Second Congress of Andagoya- Success;Second Congrès de Panama - Succès;Second Congress of Panama - Success;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME46418;Second Congress of Andagoya - Failure;Second Congrès de Panama - Echec;Second Congress of Panama - Failure;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME46419;Paradise Lost;Paradis Perdu;Paradise Lost;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME46420;Crisis in Yucatan;Crise au Yucatan;Crisis in Yucatan;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME46421;Crisis in Oaxaca;Crise à Jalisco;Crisis in Jalisco;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME46422;Native Crisis;Crise indigène;Native Crisis;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA123100;Let the bright German future begin!;Que le renouveau germanique commence!;Lasst die glorreiche Deutsche Zukunft beginnen!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA123101;For the greater glory of Germany!;Pour la plus grande gloire de la nouvelle Allemagne!;Für die größere Ehre Deutschlands!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA123102;Join the united front! (AUTO-ANNEXION LIKELY);Rejoignions le front uni! (ANNEXION PROBABLE);Tretet der Einheitsfront bei! (Annexion wahrscheinlich);;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA123104;Let's teach them a lesson in equality!;Donnons leur une leçon d'égalité!;Lasst uns ihnen eine Lektion in Gleichheit erteilen!;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA123106;Fair winds to the German patriots!;Bonne chance aux patriotes allemands!;Aufwind den deutschen Patrioten!;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA124100;But does he have the might to match his ambitions?;Mais a il la force nécessaire à ses ambitions?;Aber wird seine Macht auch seinen Ambitionen gerecht?;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA125100;In the name of Muhammad!;Au nom de Mahomet!;In the name of Muhammad!;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA125101;We do not rely on dead titles…;Nous ne savons que faire de ces vieux titres…;We do not rely on dead titles…;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA125102;Our humiliation is completed…;Nous sommes humiliés…;Our humiliation is completed…;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA125103;For the glory of Allah, the only true God!;Loué soit Allah!;For the glory of Allah, the only true God!;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA126100;We will defeat them with the Power of God on our side!;Nous les vaincrons car Allah est avec nous!;We will defeat them with the Power of God on our side!;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA222100;They are right.;Ils ont raison.;They are right.;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA222101;We will not let them deny Greece its freedom!;Nous ne les laisserons pas refuser sa liberté à la Grèce!;We will not let them deny Greece its freedom!;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA222102;We have been finally driven from Europe…;Nous avons été chassés d'Europe…;We have been finally driven from Europe…;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA46408;Let us hope that the rumours are untrue…;Espérons que les rumeurs sont fausses…;Let us hope that the rumours are untrue…;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA46409;Long Live Gran Colombia!;Vive la Grande Colombie!;Long Live Gran Columbia!;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA46410;It is within their rights...;Ils en ont le droit…;It is within their rights...;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA46411;We shall wait for the result, as everyone in Gran Colombia;Nous attendrons le résultat, comme tout le monde en Colombie;We shall wait for the result, as everyone in Gran Colombia;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA46411;We shall wait for the result, as everyone in Gran Colombia;Nous attendrons le résultat, comme tout le monde en Colombie;We shall wait for the result, as everyone in Gran Colombia;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA46412;It is within their rights...;Ils en ont le droit…;It is within their rights...;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA46413;Let they have what they want…;Laissons les avoir ce qu'ils veulent…;Let they have what they want…;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA46414;Let they have what they want…;Laissons les avoir ce qu'ils veulent…;Let they have what they want…;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA46415;Let they have what they want…;Laissons les avoir ce qu'ils veulent…;Let they have what they want…;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA46416;Let they have what they want…;Laissons les avoir ce qu'ils veulent…;Let they have what they want…;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA46417;How can they even dare?;Comment osent-ils?;How can they even dare?;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA46418;How can they even dare?;Comment osent-ils?;How can they even dare?;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA46419;This is truly a dark day of our history!;C'est un jour sombre dans notre histoire!;This is truly a dark day of our history!;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA464194;Let they have what they want…;Laissons les avoir ce qu'ils veulent…;Let they have what they want…;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA46420;This is truly a dark day of our history!;C'est un jour sombre dans notre histoire!;This is truly a dark day of our history!;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA46421;This is truly a dark day of our history!;C'est un jour sombre dans notre histoire!;This is truly a dark day of our history!;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTA46422;This is truly a dark day of our history!;C'est un jour sombre dans notre histoire!;This is truly a dark day of our history!;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTB123101;Unfortunately we have to refuse…;Malheureusement, nous devons refuser...;Unglücklicherweise müssen wir ablehnen...;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTB123102;We will fight better alone…;Nous combattrons mieux seul...;Wir kämpfen besser alleine...;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTB123104;How can they even dare…;Comment peuvent ils oser…;Wie können sie es nur wagen...;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTB125101;I am the sole Commander of the Faithful!;Je suis le seul commandeur des fidèles!;I am the sole Commander of the Faithful!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTB222100;We should support them.;Nous devrions les aider.;We should support them.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTB46410;This is Treason! Democracy has failed us!;Trahison! La démocratie nous conduit à l'échec!;This is Treason! Democracy has failed us!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTB46412;This is Treason! Democracy has failed us!;Trahison! La démocratie nous conduit à l'échec!;This is Treason! Democracy has failed us!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTC123102;We are just humble servants…;Nous ne sommes que d'humbles serviteurs...;Wir sind nur demütige Diener...;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTOPTC222100;Certainly not!;Certainement pas!;Certainly not!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
flight_to_sicily_desc;Dark day! Our Iberian territories are continuously shrinking, and soon even Barcelona will no longer be safe. Maybe we should start over in Italy, and hope to see our state prosper there more than in Iberia?;Triste jour! Nos territoires ibériques se réduisent sans cesse, et bientôt sans doute même Barcelone ne sera plus sûre. Peut être devrions nous recommencer en Italie, et espérer voir notre pays y prospérer plus qu'en Ibérie?;Welch schwarzer Tag! Unsere iberischen Gebiete schrumpfen kontinuierlich, und bald wird auch Barcelona nicht mehr sicher sein. Vielleicht sollten wir in Italien neubeginnen, und hoffen, dass unser Staat dort besser gedeihen wird als auf der iberischen Halbinsel?;;;;;;;;;;;x,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
flight_to_sicily_title;Flee to Italy;Fuir en Italie;Flüchtet nach Italien;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_china_chagatai_desc;The Mongol Empire built by Temujin the Genghis Khan was divided among his four sons after his death. One of them was Chagatai. Many years have passed by and the only part of the Empire that survived was the Chagatai Khanate's successor - the Dzungar Khanate, the last heir to the Genghis's legacy. Today we completed the resurrection of the Empire under the green flag of Islam. Insha'Allah, let us rule China for ever!;L'empire mongol fondé par le Grand Khan Temüjin fut partagé entres ses quatre fils à sa mort. L'un d'entre eux était Cagataï. Les années ont passé et la seule partie de l'empire à avoir survécu est le Khanat de Cagataï. Aujourd'hui nous refondons l'empire sous la bannière verte de l'islam. Incha'Allah, nous régnerons sur la China pour toujours!;The Mongol Empire built by Temujin the Genghis Khan was divided among his four sons after his death. One of them was Chagatai. Many years have passed by and the only part of the Empire that survived was the Khanate of Chagatai. Today we completed the resurrection of the Empire under the green flag of Islam. Inch 'Allah, let us rule China for ever!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_china_chagatai_title;Reclaim the Yuan Empire;Recréer l'empire mongol;Resurrect the Mongol Empire;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_china_claimant_desc;After centuries of warfare following the invasion of the accursed Manchus, we have managed to bring unity back to China. It is time to claim for good the Mandate of Heaven, and reunify the ancient Chinese nation!;Après les siècles de guerre qui ont suivis les invasions Manchus, nous avons réussis à ramener l'unité à la Chine. Il est temps de reprendre le Mandat Céleste et de réunifier l'antique nation chinoise!;After centuries of warfare following the invasion of the accursed Manchus, we have managed to bring unity back to China. It is time to claim for good the Mandate of Heaven, and reunify the ancient Chinese nation!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_china_claimant_title;Claim the Mandate of Heaven;Le Mandat Céleste;Claim the Mandate of Heaven;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_china_manchu_desc;The Qing dynasty that united our lands launched an invasion of China under the leadership of the Kanxi Emperor. But his triumph was incomplete, as the accursed Ming resisted our push to the south. Now we have finished what he started, and our dynasty shall rule China for centuries to come!;La dynastie Qing qui unifia nos peuples lança une invasion de la Chine sous le commandement de l'empereur Kanxi. Mais son triomphe ne fut pas complet, les Ming repoussant notre invasion du sud. Maintenant nous terminons ce qu'il commença, et notre dynastie régnera sur la Chine pour les siècles à venir!;The Qing dynasty that united our lands launched an invasion of China under the leadership of the Kanxi Emperor. But his triumph was incomplete, as the accursed Ming resisted our push to the south. Now we have finished what he started, and our dynasty shall rule China for centuries to come!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_china_manchu_title;Complete the Conquest;Achever la conquête;Complete the Conquest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_china_mongol_desc;The Mongol Empire built by Temujin the Genghis Khan was divided among his four sons after his death. Our branch continued to rule China but the Chinese traitors overthrew the Yuan dynasty and we had to flee to the steppes and struggle. But today the Empire lives again!;L'empire mongol fondé par le Grand Khan Temüjin fut partagé entres ses quatre fils à sa mort. L'un d'entre eux était Cagataï. Notre branche continua de régner sur la China jusqu'à ce que les traîtres chinois renversent la dynastie Yuan et nous forcent à fuir dans les steppes. Mais aujourd'hui nous refondons l'empire!;The Mongol Empire built by Temujin the Genghis Khan was divided among his four sons after his death. Our branch continued to rule China but the Chinese traitors overthrew the Yuan dynasty and we had to flee to the steppes and struggle. But today the Empire lives again!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_china_mongol_title;Resurrect the Yuan Empire;Recréer l'empire mongol;Resurrect the Mongol Empire;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_china_return_desc;After centuries of isolation, we have returned to bring unity back to our motherland. Let us resurrect the glorious Chinese nation and move our capital back to the mainland!;Après des siècles d'isolation, nous avons pu ramener l'unité à notre ancienne patrie. Refondons la glorieuse Chine et réinstallons y notre capitale!;After centuries of isolation, we have returned to bring unity back to our motherland. Let us resurrect the glorious Chinese nation and move our capital back to the mainland!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_china_return_title;Return Home;Retour en Chine;Return Home;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_china_tibet_desc;Centuries ago our kings led great invasions to the fractured China. We have finished what they started and now our rulers will govern China in eternal peace under the guidance of the Awakened One.;Il y a des siècles nos rois menèrent de grandes invasions de la Chine divisée. Nous avons fini ce qu'ils commencèrent et désormais nos chefs gouverneront la Chine dans une paix éternelle grâce à la bénédiction de l'Eveillé;Centuries ago our kings led great invasions to the fractured China. We have finished what they started and now our rulers will govern China in eternal peace under the guidance of the Awakened One.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_china_tibet_title;Become the Lord of Heaven;Devenir le Seigneur du Ciel;Become the Lord of Heaven;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_greece_desc;Greece was shattered and subdued many times and without us it would stay under the yoke of foreigners forever. But we have given independence to all Greeks! Let's celebrate this glorious moment!;La Grèce fut brisée et conquise de nombreuses fois, et sans nous elle resterait sous le joug d'étrangers. Mais nous avons changé tout ça! Célébrons ce moment glorieux!;Greece was shattered and subdued many times and without us it would stay under the yoke of foreigners forever. But we have given independence to all Greeks! Let's celebrate this glorious moment!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_greece_title;Renew Greece;La renaissance grecque;Renew Greece;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_grossdeutschland_desc;Our domination of the German areas is now beyond contest - for the first time in a millennia, the German people are united under a flag, ours! Let us proclaim the Greater German state, and take our rightful place as leaders of Europe!;Notre domination des terres germaniques est maintenant sans rival - pour la première fois depuis un millénaire, les allemands sont unis sous un seul drapeau - le nôtre! Proclamons le Grand Empire Allemand, et prenons notre place légitime à la tête de l'Europe!;Unsere Dominanz der deutschen Gebiete ist nun über jeden Einspruch erhaben - zum ersten Mal in einen Jahrtausend ist das deutsche Volk unter einer Flagge vereint, unserer! Lasst uns Großdeutschland verkünden und unseren rechtmäßigen Platz als Führer von Europa einnehmen!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_grossdeutschland_title;Let the German Eagle rise!;Formons le grand Empire Allemand!;Gründe Großdeutschland!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_india_desc;From the Hindu Kush to the Ocean, along the mighty Ganges and Indus, let us reclaim the mantle of Asoka the Wise and the Great Moghols. Call it Bharat, Hindustan or simply India, today it is one land again!;Des hauteurs de l'Hindu Kush à l'océan, le long des puissants Ganges et Indus, reprenons le flambeau du sage Ashoka et des grands Moghols. Qu'on l'appelle Bharat, Hindustan ou simplement Inde, aujourd'hui c'est un seul pays de nouveau!;Vom Hindukusch bis zum Ozean, entlang des mächtigen Ganges und Indus, lasst uns in die Fußstapfen von Ashoka dem Weisen und dem grossen Mogulreich treten! Nennt es Bharat, Hindustan oder einfach Indien, heute ist es wieder ein vereintes Land!;;;;;;;;;;;x,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_india_title;Form India;Former l'Inde;Gründe Indien;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_lesser_germany_desc;Our dominant position over the south and central German states is now firmly established. While it will still take time to unify all the Germans, today we can at last form a proper German kingdom - a stepping-stone to greater things!;Notre position dominante parmi les états allemands du sud et du centre est maintenant fermement établie. Il faudra encore du temps avant de pouvoir unir tous les allemands, mais aujourd'hui nous pouvons enfin former un vrai état allemand - une étape avant de plus grandes choses!;Unsere beherrschende Stellung über die Süd-und Mitteldeutschen Staaten ist inzwischen fest etabliert. Es wird zwar noch einige Zeit dauern, alle Deutschen zu vereinigen, doch können wir heute endlich ein deutsches Königreich gründen - ein Sprungbrett zu Höherem!;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_lesser_germany_title;Form the Danubian Confederation;Former l'Allemagne mineure;Gründe Kleindeutschland;;;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_north_german_league_desc;We have now obtained a dominant position over the north German states - it is time to complete this, to better pursue the greater goal of German unity.;Nous sommes désormais en position dominante parmi les états allemands du nord. Il est temps de le finaliser, pour pouvoir mieux poursuivre le grand but de l'unité allemande.;Wir haben jetzt eine beherrschende Stellung in den norddeutschen Staaten erreicht - es ist Zeit dies zu vollenden, um besser das größere Ziel der deutschen Einheit zu erreichen.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_north_german_league_title;Create the North German League;Créer la ligue nord-allemande;Gründe den Norddeutschen Bund;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_russia_desc;Our domination over the Eastern Slavs is complete, and the time has come to declare a single states of all the Russians. The Great Bear has finally risen, and now Europe shall fear us!;Notre domination des slaves de l'est est complète, et l'heure est venue de créer un seul état pour tous les russes. L'Ours Russe s'est enfin réveillé, et maintenant l'Europe nous craindra!;Unsere Herrschaft über die östlichen Slaven ist vollendet und die Zeit ist gekommen, um ein einzelnes Zarentum aller Russen zu erklären. Der große Bär ist endlich auferstanden, und jetzt wird Europa uns fürchten!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_russia_title;Proclaim the Tsardom of all Russias;Proclamer l'Empire de toutes les Russies;Verkündet das Zarentum aller Russen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_south_africa_desc;Since the first conquest of Boer Republics by Burgundy and the Great Trek, our people dreamed about a free, united land. And now the dream has come true!;Depuis les premières conquêtes des républiques boers par la Bourgogne et le Grand Trek qui suivit, notre peuple rêve d'un pays libre et unifié. Aujourd'hui le rêve prend forme!;Seit der ersten Eroberung der Burenrepubliken von Burgund und dem Großen Treck, träumte unser Volk von einem freien, vereinten Land. Und nun ist dieser Traum wahr geworden!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
