combat_engineers;Combat Engineers;Sapeurs;Pioniere;;;;;;;;;;;x
EVTDESC128004;The cultural achievements of our Expressionists have strengthened the national identity of our country. Or, as the cynics would put it, invented one where none existed before. In any case, their efforts will make us into more of a national fraternity than we used to be. Also, art and literature being powerful means of expressing ideas, we can expect their achievements to increase the consciousness of our population, for good and ill.;Les réalisations culturelles de nos expressionnistes ont renforcés notre identité nationale. Ou, pour être plus cynique, en ont créé une de toute pièce. De toute façon, leurs efforts consolident notre solidarité nationale. De plus, l'art et la littérature étant des moyens puissants d'exprimer des idées, nous pouvons nous attendre à ce que leurs réalisations augmentent la conscience de notre population, pour le meilleur ou pour le pire.;The cultural achievements of our Expressionists have strengthened the national identity of our country. Or, as the cynics would put it, invented one where none existed before. In any case, their efforts will make us into more of a national fraternity than we used to be. Also, art and literature being powerful means of expressing ideas, we can expect their achievements to increase the consciousness of our population, for good and ill.;;;;;;;;;;;x
EVTOPTA128004;Wait... didn't our Impressionists already do that?;Attendez… ça n'avait pas déjà été fait par nos impressionnistes?;Haben das nicht schon unsere Impressionisten getan?;;;;;;;;;;;x
EVTNAME128005;Avant-Garde Cultural Achievements;Réalisations culturelles avant-gardistes;Kulturelle Errungenschaft: Avantgarde;;;;;;;;;;;x
EVTDESC128005;The cultural achievements of our Avantgardists have strengthened the national identity of our country. Or, as the cynics would put it, invented one where none existed before. In any case, their efforts will make us into more of a national fraternity than we used to be. Also, art and literature being powerful means of expressing ideas, we can expect their achievements to increase the consciousness of our population, for good and ill.;Les réalisations culturelles de nos avant-gardistes ont renforcés notre identité nationale. Ou, pour être plus cynique, en ont créé une de toute pièce. De toute façon, leurs efforts consolident notre solidarité nationale. De plus, l'art et la littérature étant des moyens puissants d'exprimer des idées, nous pouvons nous attendre à ce que leurs réalisations augmentent la conscience de notre population, pour le meilleur ou pour le pire.;The cultural achievements of our Avantgardists have strengthened the national identity of our country. Or, as the cynics would put it, invented one where none existed before. In any case, their efforts will make us into more of a national fraternity than we used to be. Also, art and literature being powerful means of expressing ideas, we can expect their achievements to increase the consciousness of our population, for good and ill.;;;;;;;;;;;x
EVTOPTA128005;Frankly, I'd rather have our national identity do without that crap;Honnêtement, je ne vois pas ce que ça apporte à notre identité nationale;Natürlich sollten wir darauf verzeichten können...;;;;;;;;;;;x
EVTNAME128011;Idealist Philosophical Tradition;Tradition philosophique idéaliste;Idealistische Philosophische Tradition;;;;;;;;;;;x
EVTDESC128011;The work of our Idealist philosophers has provided our intellectual class with a deeper fundamental understanding of existence, and of the nature of knowledge. This will accelerate the intellectual development of our country.;Les travaux de nos philosophes idéalistes fournissent à nos intellectuels une meilleure compréhension de l'existence et de la nature du savoir. Cela va accélérer le développement intellectuel de notre pays.;The work of our Idealist philosophers has provided our intellectual class with a deeper fundamental understanding of existence, and of the nature of knowledge. This will accelerate the intellectual development of our country.;;;;;;;;;;;x
EVTOPTA128011;That's nice... I suppose;C'est certainement une bonne chose…;Das ist gut...;;;;;;;;;;;x
EVTNAME128012;Empiricist Philosophical Tradition;Tradition philosophique empiriciste;Empirische Philosophische Tradition;;;;;;;;;;;x
EVTDESC128012;The work of our Empiricist philosophers has provided our intellectual class with a deeper fundamental understanding of existence, and of the nature of knowledge. This will accelerate the intellectual development of our country.;Les travaux de nos philosophes empiricistes fournissent à nos intellectuels une meilleure compréhension de l'existence et de la nature du savoir. Cela va accélérer le développement intellectuel de notre pays.;The work of our Empiricist philosophers has provided our intellectual class with a deeper fundamental understanding of existence, and of the nature of knowledge. This will accelerate the intellectual development of our country.;;;;;;;;;;;x
EVTOPTA128012;Does this improve our international competitivity?;Mais est ce que ça améliore notre compétitivité internationale?;Stärkt das unser internationales Ansehen?;;;;;;;;;;;x
EVTNAME128013;Analytical Philosopical Tradition;Tradition philosophique analytique;Analytische Philosophische Tradition;;;;;;;;;;;x
EVTDESC128013;The work of our Analytical philosophers has provided our intellectual class with a deeper fundamental understanding of existence, and of the nature of knowledge. This will accelerate the intellectual development of our country.;Les travaux de nos philosophes analytiques fournissent à nos intellectuels une meilleure compréhension de l'existence et de la nature du savoir. Cela va accélérer le développement intellectuel de notre pays.;The work of our Analytical philosophers has provided our intellectual class with a deeper fundamental understanding of existence, and of the nature of knowledge. This will accelerate the intellectual development of our country.;;;;;;;;;;;x
EVTOPTA128013;I could do with a few more analysts, myself;Quelques analystes de plus me seraient très utiles, c'est sûr.;Ich könnte ein paar Analysen gebrauchen - von mir.;;;;;;;;;;;x
EVTNAME128014;Phenomenological & Hermeneutical Philosophical Tradition;Tradition philosophique phénoménologique et hermétique;Phänomenologische & Hermeneutische Philosophische Tradition;;;;;;;;;;;x
EVTDESC128014;The work of our Phenomenological and Hermeneutical philosophers has provided our intellectual class with a deeper fundamental understanding of existence, and of the nature of knowledge. This will accelerate the intellectual development of our country.;Les travaux de nos philosophes phénoménologistes et herméticistes fournissent à nos intellectuels une meilleure compréhension de l'existence et de la nature du savoir. Cela va accélérer le développement intellectuel de notre pays.;The work of our Phenomenological and Hermeneutical philosophers has provided our intellectual class with a deeper fundamental understanding of existence, and of the nature of knowledge. This will accelerate the intellectual development of our country.;;;;;;;;;;;x
EVTOPTA128014;When will this give us better warships?;Hermétique, c'est le mot;Wann haben wir bessere Kriegsschiffe dadurch?;;;;;;;;;;;x
EVTNAME128015;Anti-Rationalist Philosophical Tradition;Tradition philosophique anti-rationaliste;Antirationalistische Philosophische Tradition;;;;;;;;;;;x
EVTDESC128015;The work of our Anti-Rationalist philosophers has provided our intellectual class with a deeper fundamental understanding of existence, and of the nature of knowledge. This will accelerate the intellectual development of our country.;Les travaux de nos philosophes antirationalistes fournissent à nos intellectuels une meilleure compréhension de l'existence et de la nature du savoir. Cela va accélérer le développement intellectuel de notre pays.;The work of our Anti-Rationalist philosophers has provided our intellectual class with a deeper fundamental understanding of existence, and of the nature of knowledge. This will accelerate the intellectual development of our country.;;;;;;;;;;;x
EVTOPTA128015;Anti-Rationalist? Not sure I like the sound of that!;Descarte n'approuverait pas!;Irgendwie komisch, aber ich mag den Namen.;;;;;;;;;;;x
EVTNAME128020;Wind of Nationalism;Soufle nationaliste;Winde des Nationalismus;;;;;;;;;;;x
EVTDESC128020;Notions of national fraternity have taken hold on our country, and glorious feelings of national belonging run higher and deeper than they ever have before in the history of our country!;Des idées de fraternité nationale s'imposent dans notre pays, et les glorieux sentiments d'appartenance à la nation sont plus forts que jamais auparavant!;Die Idee der nationalen Einheit verliert an Ausstrahlung in unserem Land und glorreiche Gefühle für unsere nationalen Eigenheiten und Belange sind so tief und weit verbreitet, wie noch nie in der Geschichte unseres Landes!;;;;;;;;;;;x
EVTOPTA128020;Salute the flag!;Gloire au drapeau!;Ein Salut der Fahne!;;;;;;;;;;;x
EVTNAME129011;Seigniorage;Seigneuriage;Frisches Geld;;;;;;;;;;;x
EVTDESC129011;Our Ministry of Finance reports that our real GDP has grown at a greater rate than our money supply. To avert deflation and recession, the Central Bank has printed a railcar-load of money and left it in the national treasury.;Notre ministère des finances nous informe que notre PIB a crû plus rapidement que notre masse monétaire. Pour éviter une récession déflationniste, la banque centrale a imprimé un plein wagon de billets et les a laissés au trésor public.;Unser Finanzminister hat festgestellt, dass unser Bruttoinlandsprodukt schneller gewachsen ist, als der Geldumlauf. Um der Gefahr einer Rezession und Deflation zu begegnen, hat unsere Nationalbank einen Eisenbahnwagon voll mit frischen Geldscheinen drucken lassen und lagert diese nun im Tresor der Bank.;;;;;;;;;;;x
EVTOPTA129011;Great!;Très bien!;Großartig!;;;;;;;;;;;x
ADD_RELATIVE_INCOME_EFFECT;Gain the §G$VALUE$§W-fold of possible Taxes to Treasury.;Le trésor publique gagne §G$VALUE$§W fois les impôts possibles.;Nationalbank erhält das §G$VALUE$§W-fache an möglichen Steuern.;;;;;;;;;;;x
