#Event localisation;;;;;;;;;;;;;;
97430.A;Damn!;;;;;;;;;;;;;
97435.T;Panama Canal Scandal;;;;;;;;;;;;;
EVTDESC1904191413;Picture showing the Andagoya Canal Company Liquidation Court Trial in Paris, France. The Andagoya Canal Scandal was a corruption affair that broke out in the French Third Republic in 1892. Close to a billion francs were lost when the government took bribes to keep quiet about the Andagoya Canal Company's financial troubles, in what is regarded as the largest monetary corruption scandal of the 19th century.;Picture showing the Andagoya Canal Company Liquidation Court Trial in Paris, France. The Andagoya Canal Scandal was a corruption affair that broke out in the French Third Republic in 1892. Close to a billion francs were lost when the government took bribes to keep quiet about the Andagoya Canal Company's financial troubles, in what is regarded as the largest monetary corruption scandal of the 19th century.;Picture showing the Andagoya Canal Company Liquidation Court Trial in Paris, France. The Andagoya Canal Scandal was a corruption affair that broke out in the French Third Republic in 1892. Close to a billion francs were lost when the government took bribes to keep quiet about the Andagoya Canal Company's financial troubles, in what is regarded as the largest monetary corruption scandal of the 19th century.;Picture showing the Andagoya Canal Company Liquidation Court Trial in Paris, France. The Andagoya Canal Scandal was a corruption affair that broke out in the French Third Republic in 1892. Close to a billion francs were lost when the government took bribes to keep quiet about the Andagoya Canal Company's financial troubles, in what is regarded as the largest monetary corruption scandal of the 19th century.;Picture showing the Andagoya Canal Company Liquidation Court Trial in Paris, France. The Andagoya Canal Scandal was a corruption affair that broke out in the French Third Republic in 1892. Close to a billion francs were lost when the government took bribes to keep quiet about the Andagoya Canal Company's financial troubles, in what is regarded as the largest monetary corruption scandal of the 19th century.;Picture showing the Andagoya Canal Company Liquidation Court Trial in Paris, France. The Andagoya Canal Scandal was a corruption affair that broke out in the French Third Republic in 1892. Close to a billion francs were lost when the government took bribes to keep quiet about the Andagoya Canal Company's financial troubles, in what is regarded as the largest monetary corruption scandal of the 19th century.;Picture showing the Andagoya Canal Company Liquidation Court Trial in Paris, France. The Andagoya Canal Scandal was a corruption affair that broke out in the French Third Republic in 1892. Close to a billion francs were lost when the government took bribes to keep quiet about the Andagoya Canal Company's financial troubles, in what is regarded as the largest monetary corruption scandal of the 19th century.;Picture showing the Andagoya Canal Company Liquidation Court Trial in Paris, France. The Andagoya Canal Scandal was a corruption affair that broke out in the French Third Republic in 1892. Close to a billion francs were lost when the government took bribes to keep quiet about the Andagoya Canal Company's financial troubles, in what is regarded as the largest monetary corruption scandal of the 19th century.;;;;;;
97435.A;Start an official investigation (lowers the chance of bankruptcy).;;;;;;;;;;;;;
97435.B;Cover it up.;;;;;;;;;;;;;
97435.C;Cancel construction;;;;;;;;;;;;;
97440.T;Bankruptcy of the Panama Canal Company!;;;;;;;;;;;;;
EVTDESC1904191414;A caricature on the scandal. A concluding picture of the bankruptcy was formed in 1892. Some 800,000 French people, including 15,000 single women, had signed for stocks, bonds and founder shares from the Andagoya Canal Company, to the sum of - the then considerable amount of - approximately 1,8 billion gold Francs.;A caricature on the scandal. It reads: 'Few new toys this year: we're liquidating everything that remains of the stock of jack-in-the-boxes that say: Papa, -Nana, -Mama, -Andagoya.' A concluding picture of the bankruptcy was formed in 1892. Some 800,000 French people, including 15,000 single women, had signed for stocks, bonds and founder shares from the Andagoya Canal Company, to the sum of - the then considerable amount of - approximately 1,8 billion gold Francs.;A caricature on the scandal. It reads: 'Few new toys this year: we're liquidating everything that remains of the stock of jack-in-the-boxes that say: Papa, -Nana, -Mama, -Andagoya.' A concluding picture of the bankruptcy was formed in 1892. Some 800,000 French people, including 15,000 single women, had signed for stocks, bonds and founder shares from the Andagoya Canal Company, to the sum of - the then considerable amount of - approximately 1,8 billion gold Francs.;A caricature on the scandal. It reads: 'Few new toys this year: we're liquidating everything that remains of the stock of jack-in-the-boxes that say: Papa, -Nana, -Mama, -Andagoya.' A concluding picture of the bankruptcy was formed in 1892. Some 800,000 French people, including 15,000 single women, had signed for stocks, bonds and founder shares from the Andagoya Canal Company, to the sum of - the then considerable amount of - approximately 1,8 billion gold Francs.;A caricature on the scandal. It reads: 'Few new toys this year: we're liquidating everything that remains of the stock of jack-in-the-boxes that say: Papa, -Nana, -Mama, -Andagoya.' A concluding picture of the bankruptcy was formed in 1892. Some 800,000 French people, including 15,000 single women, had signed for stocks, bonds and founder shares from the Andagoya Canal Company, to the sum of - the then considerable amount of - approximately 1,8 billion gold Francs.;A caricature on the scandal. It reads: 'Few new toys this year: we're liquidating everything that remains of the stock of jack-in-the-boxes that say: Papa, -Nana, -Mama, -Andagoya.' A concluding picture of the bankruptcy was formed in 1892. Some 800,000 French people, including 15,000 single women, had signed for stocks, bonds and founder shares from the Andagoya Canal Company, to the sum of - the then considerable amount of - approximately 1,8 billion gold Francs.;A caricature on the scandal. It reads: 'Few new toys this year: we're liquidating everything that remains of the stock of jack-in-the-boxes that say: Papa, -Nana, -Mama, -Andagoya.' A concluding picture of the bankruptcy was formed in 1892. Some 800,000 French people, including 15,000 single women, had signed for stocks, bonds and founder shares from the Andagoya Canal Company, to the sum of - the then considerable amount of - approximately 1,8 billion gold Francs.;A caricature on the scandal. It reads: 'Few new toys this year: we're liquidating everything that remains of the stock of jack-in-the-boxes that say: Papa, -Nana, -Mama, -Andagoya.' A concluding picture of the bankruptcy was formed in 1892. Some 800,000 French people, including 15,000 single women, had signed for stocks, bonds and founder shares from the Andagoya Canal Company, to the sum of - the then considerable amount of - approximately 1,8 billion gold Francs.;;;;;;
97440.A;Panama Canal construction is cancelled. (restart possible in 10 years);;;;;;;;;;;;;
97440.B;Bail out the company, for the good of the country.;;;;;;;;;;;;;
97445.T;Equipment Sold;;;;;;;;;;;;;
EVTDESC1904191415;In 1902 the French sold their equipment to the Americans for 40 million dollars.;In 1902 the French sold their equipment to the Americans for 40 million dollars.;In 1902 the French sold their equipment to the Americans for 40 million dollars.;In 1902 the French sold their equipment to the Americans for 40 million dollars.;In 1902 the French sold their equipment to the Americans for 40 million dollars.;In 1902 the French sold their equipment to the Americans for 40 million dollars.;In 1902 the French sold their equipment to the Americans for 40 million dollars.;In 1902 the French sold their equipment to the Americans for 40 million dollars.;;;;;;
97445.A;Better than nothing;;;;;;;;;;;;;
97450.T;The Panama Canal;;;;;;;;;;;;;
97450.D;A nation has started construction on the Panama Canal.;;;;;;;;;;;;;
97450.A;We wish them the best of luck.;;;;;;;;;;;;;
EVTNAME2510;SS $CAPITAL$ Explodes!;Explosion du navire $CAPITAL$ !;SS $CAPITAL$ explodiert!;;;;;;;;;;;
EVTDESC2510;The SS $CAPITAL$, a small military steamer, mysteriously sank yesterday while on port call in a foreign harbor, following a massive explosion on the starboard midship. Military Intelligence suggests that the explosion may have been caused by an overheated boiler, but the widely circulated scandal press, taking its usual liberties with truth in favor of expediency, has already seized the opportunity and are calling the explosion an act of sabotage and aggression by a foreign power. Our citizens are in ire over the affair, and calls for foreign blood to be spilled can be heard echoing on the streets of $CAPITAL$, the ships' namesake.;Alors qu'il faisait escale dans un port étranger, le navire $CAPITAL$, un petit steamer militaire, a mystérieusement coulé hier à la suite d'une énorme explosion sur tribord. Les renseignements indiquent que l'explosion peut avoir été provoquée par la surchauffe d'une chaudière, mais la presse à scandale, et les libertés très controversées dont elle s'affuble, a profité de l'occasion et mis en avant la thèse du sabotage et de l'agression par une puissance étrangère. Cette affaire suscite la plus vive colère de nos concitoyens et des appels aux représailles résonnent dans les rues de $CAPITAL$, qui a donné son nom au navire.;Die SS $CAPITAL$, ein kleiner Militärdampfer, ist gestern in einem ausländischen Hafen unter mysteriösen Umständen nach einer Explosion gesunken. Die Militäraufklärung vermutet hinter der Explosion einen überhitzten Heizkessel, aber die Skandalpresse nimmt sich ihre üblichen Freiheiten und hat die Explosion bereits als Sabotageakt und Aggression einer ausländischen Macht bezeichnet. Unsere Bürger sind wegen der Angelegenheit verärgert, und auf den Straßen von $CAPITAL$, Namensgeber des Schiffes, wird das Vergießen ausländischen Blutes gefordert.;;;;;;;;;;;
EVTOPTA2510;We cannot allow this treacherous act of barbarism to go unpunished!;Il nous faut punir un acte aussi lâche que barbare !;Dieser verräterische Akt der Barbarei darf nicht ungestraft bleiben!;;;;;;;;;;;
EVTOPTB2510;The explosion was an accident, and we cannot allow the mob to dictate foreign policy;Cette explosion était un accident et nous ne pouvons pas laisser la foule dicter la politique étrangère.;Die Explosion war ein Unfall und wir können uns unsere Außenpolitik nicht vom Pöbel bestimmen lassen.;;;;;;;;;;;
EVTNAME2520;Ambassador Insulted;Ambassadeur insulté;Botschafter beleidigt;;;;;;;;;;;
EVTDESC2520;Our ambassador to one of the other great powers has telegraphed home expressing his frustration with the response, or rather, lack of it, that he has received while trying to settle a bilateral extradition treaty with the country in question. Apparently our ambassador has been snubbed repeatedly by this foreign administration, and has been delegated to speaking to civil servants instead of being allowed direct access to the country's decision makers. This diplomatic back-and-forth has been going on for two months.;Notre ambassadeur en poste dans l'une des autres grandes puissances nous a adressé un message pour exprimer la frustration suscitée par la réponse, ou plus exactement l'absence de réponse, qu'il a reçue alors qu'il tentait de conclure un traité d'extradition bilatérale avec le pays en question. Apparemment, notre ambassadeur a été plusieurs fois remis à sa place par cette administration étrangère et s'est vu reléguer au rang d'interlocuteur des fonctionnaires, avec impossibilité de s'adresser directement aux décideur du pays. Ce va-et-vient diplomatique dure depuis deux mois.;Unser Botschafter in einer der anderen Großmächte hat uns ein Telegramm geschickt, in dem er seine Frustration bezüglich der ausbleibenden Antwort auf seine Bemühungen nach einem bilateralen Auslieferungsvertrag mit dem fraglichen Land zum Ausdruck gebracht hat. Anscheinend ist unser Botschafter vom Außenministerium dieses Landes mehrfach brüskiert worden und musste mit Beamten sprechen anstatt Zugang zu den Entscheidungsträgern zu bekommen. Dieses diplomatische Hin und Her zieht sich bereits seit zwei Monaten hin.;;;;;;;;;;;
EVTOPTA2520;Inform them of the potential consequences of continued non-cooperation;Les informer des conséquences potentielles de leur non-coopération persistante;Informiert sie über die politischen Konsequenzen dieser fortwährenden Kooperationsverweigerung.;;;;;;;;;;;
EVTOPTB2520;Send an official letter thanking them for their time, and end the negotiations;Leur adresser une lettre officielle pour les remercier pour leur temps et mettre fin aux négociations;Wir werden uns in einem offiziellen Brief für ihre Zeit bedanken und die Verhandlungen abbrechen.;;;;;;;;;;;
EVTNAME2530;Colonial Incident;Incident colonial;Kolonialzwischenfall;;;;;;;;;;;
EVTDESC2530;A colonial regiment in one of our colonies has had an encounter with a regiment from another colonial power, which had, according to a military report, crossed into our colonial claim on an obscure waterway a fair distance into the colony's hinterland. The report further goes on to state that this foreign regiment was, when encountered by our patrol, in the process of conducting a geological survey of the area, the object of which is as of yet unknown to us. Hawkish members of our war cabinet see this as a direct assault on $COUNTRY$'s territorial integrity, and call for the execution of a plan they have termed, quite simply, 'Operation $COUNTRY_ADJ$ Fury'.;"Un régiment colonial de l'une de nos colonies s'est heurté à un régiment d'une autre puissance coloniale qui avait, selon un rapport militaire, accédé à notre territoire par un obscur cours d'eau avant de gagner l'arrière-pays de la colonie. Ce rapport indique, en outre, qu'au moment de son interception, ce régiment effectuait un relèvement géologique de la région dont nous ignorons les réelles motivations. Des membres bellicistes de notre cabinet de guerre y voient là une attaque directe contre l'intégrité territoriale de $COUNTRY$ et en appelle à l'exécution d'un plan qu'ils ont tout simplement appelé ""Opération Fureur $COUNTRY_ADJ$"".";In einer unserer Kolonien ist eines unserer Kolonialregimenter auf ein Regiment einer anderen Kolonialmacht getroffen, das unseren Anspruch auf eine unbekannte Wasserstraße weit im Hinterland der Kolonie bestreitet. Der Bericht sagt weiter aus, dass dieses ausländische Regiment wohl geologische Untersuchungen im Gebiet unternahm, als es von unserer Patrouille gestellt wurde. Was es untersucht hat, ist noch unbekannt. Militaristische Mitglieder unseres Kabinetts sehen dies als direkten Angriff auf die territoriale Integrität von $COUNTRY$, und fordern die Ausführung eines Plans, den sie offensichtlich schon seit einiger Zeit in der Schublade haben: 'Operation $COUNTRY_ADJ$ Wut'.;;;;;;;;;;;
EVTOPTA2530;An invasion through there, and then deploy the troops so and so... interesting;Une invasion par-ci, un déploiement de troupes par-là, etc., etc... Intéressant !;Aha, eine Invasion hier, dann Truppeneinsatz da und dort ... interessant.;;;;;;;;;;;
EVTOPTB2530;I do not believe that this is really worth going to war over, truth to be told;Je ne pense pas qu'une guerre soit nécessaire lorsque la vérité est dite.;Um ehrlich zu sein: Ich glaube nicht, dass dies es wirklich wert wäre, deswegen in den Krieg zu ziehen.;;;;;;;;;;;
EVTNAME2540;Merchants Harassed;Marchands harcelés;Händler schikaniert;;;;;;;;;;;
EVTDESC2540;On this subject I would like to bring up the issue of a merchant, operating out of one of my constituencies, who wrote to me last month with a most distressing story of how trade goods of his had been seized by customs officials in a foreign port. Again, I can only reiterate that further tolerance of these abridgments of the unrestricted freedom of international trade will only serve to compound the problem further with every year that passes.'\n\nAn MP known for his ardent support of free trade has held a speech in parliament today, detailing grievances against a foreign power.;"Sur ce sujet, j'aimerais attirer votre attention sur le fait qu'un marchand, opérant hors d'une de mes circonscriptions, m'a adressé un courrier le mois dernier, courrier dans lequel il m'expliquait comment ses marchandises avaient été saisies par les fonctionnaires des douanes d'un port étranger. Là encore, je ne peux que répéter qu'une tolérance accrue face à de tels agissements contraires au libre échange international ne ferait qu'accentuer, au fil des années, le problème"".\nUn membre du parlement, fervent défenseur du libre échange, a tenu un discours au parlement, aujourd'hui, pour dresser la liste des griefs à l'encontre d'une puissance étrangère.";Bezüglich dieses Themas würde ich gerne von einem Händler berichten, der sein Geschäft aus einem meiner Wahlkreise betreibt: Letzten Monat schrieb er mir, dass seine Güter von den Zollbehörden in einem ausländischen Hafen konfisziert worden waren. Das ist höchst beunruhigend. Deshalb kann ich nur wiederholen, dass die weitere Toleranz dieser Verletzungen der internationalen Handelsfreiheit das Problem mit jedem Jahr, das vergeht, nur noch vergrößern.'\n\nEin Parlamentsmitglied, das für seine Brandreden berüchtigt ist, hat heute vor dem Parlament gesprochen und seinen Groll gegen eine ausländische Macht genau beschrieben .;;;;;;;;;;;
EVTOPTA2540;Intolerable! Forceful action must certainly be considered;Intolérable ! Une mesure de force doit être envisagée.;Eine Unverschämtheit! Gewaltsames Eingreifen stellt definitiv eine Option dar.;;;;;;;;;;;
EVTNAME2550;Drums of War;Tambours de guerre;Kriegstrommeln;;;;;;;;;;;
EVTDESC2550;Many moons have passed since the foreigners arrived on our shores, but many more shall not pass until they are forced again to leave, or so say the leaders of our religious and military castes. There has been talk in the high councils for some time now of showing the Europeans that they cannot unopposed continue this ravaging exploitation of our native homeland.;De nombreuses lunes se sont écoulées depuis que les étrangers sont arrivés sur nos rivages, mais il s'en écoulera bien moins d'ici qu'ils soient contraints de partir, d'après ce que disent les chefs de nos castes religieuses et militaires. Depuis quelques temps déjà, les discussions vont bon train dans les hauts conseils pour montrer aux Européens qu'ils ne pourront plus continuer à exploiter notre terre natale sans résistance.;Viele Monde sind vergangen, seit die Ausländer an unseren Küsten ankamen, aber bis wir sie verjagt haben, werden nicht mehr viele Monde vergehen. So sprachen jedenfalls die Führer unserer religiösen und militärischen Kasten. In den Stammesräten wird schon seit einiger Zeit darüber diskutiert, dass jetzt die Zeit gekommen ist, den Europäern zu zeigen, dass sie diese verwüstende Ausbeutung unseres Heimatlandes nicht fortsetzen können.;;;;;;;;;;;
EVTOPTA2550;This must be given serious consideration;Cette question mérite une grande réflexion.;Das müssen wir eng in Betracht ziehen.;;;;;;;;;;;
2560.T;The Buffer State;;;;;;;;;;;;;
2560.D;This so-called 'buffer state' will not stop us.;;;;;;;;;;;;;
2560.A;Enough is enough.;;;;;;;;;;;;;
EVTNAME2570;$COUNTRY_ADJ$ Lebensraum!;Lebensraum $COUNTRY_ADJ$ !;$COUNTRY_ADJ$ Lebensraum!;;;;;;;;;;;
EVTDESC2570;Duce, the military high command has devised a cunning plan to increase the size of the $COUNTRY_ADJ$ Lebensraum through military conquest. By staging a military incident with one of our neighbors, we can make our people and the world believe that we are under attack, and the resulting military occupation and annexation of a neighboring country always look that much better when you are not perceived as the aggressor. Shall we go ahead with the plan? Shall we send our armies sweeping forth across the continent? Shall we spread terror and unheard of horrors to our enemies? Shall we...;Duce, le haut commandement militaire a mis au point un plan ingénieux afin d'accroître la taille du Lebensraum $COUNTRY_ADJ$ par la conquête militaire. En orchestrant un incident militaire avec l'un de nos voisins, nous pourrons faire croire à notre peuple et au monde entier que nous sommes attaqués. Dès lors, l'occupation et l'annexion d'un pays voisin qui en résultent sont toujours mieux vues si vous n'êtes pas perçu comme l'agresseur. Devons-nous mettre ce plan à exécution ? Devons-nous envoyer nos armées s'enfoncer au cœur du continent ? Devons-nous semer la terreur dans les rangs de nos ennemis ? Devons-nous...;Duce, das militärische Oberkommando hat einen gerissenen Plan zur Vergrößerung des $COUNTRY_ADJ$ Lebensraums durch militärische Eroberungen entwickelt. Durch die Inszenierung eines militärischen Zwischenfalls mit einem unserer Nachbarländer können wir unserem Volk und der Welt Glauben machen, dass wir angegriffen werden und die resultierende Eroberung und Annektierung eines Nachbarlandes sieht immer so viel besser aus, wenn man nicht als Aggressor aufgefasst wird. Sollen wir den Plan ausführen? Sollen wir unsere Armeen über den Kontinent hinwegfegen lassen? Sollen wir unter unseren Feinden Terror und ungeahnte Schrecken verbreiten? Sollen wir ...;;;;;;;;;;;
EVTOPTA2570;Yes!;Oui ?;Ja!;;;;;;;;;;;
EVTNAME2600;$STATENAME$ Integration;;;;;;;;;;;;;
EVTDESC2600;$COUNTRY$ has maintained control over $STATENAME$ for us to consider the possibility of integrating it into $COUNTRY$ as a whole. There are $COUNTRY_ADJ$ flags waving in $PROVINCENAME$, flown by $COUNTRY_ADJ$ citizens, so it does not seem so far-fetched an idea that $STATENAME$ be eventually considered $COUNTRY_ADJ$ territory by the world at large.;;;;;;;;;;;;;
2600.A;We should begin integrating $STATENAME$.;;;;;;;;;;;;;
2600.B;Let $STATENAME$ remain separate, for now.;;;;;;;;;;;;;
2601.T;Integration Cancelled in $STATENAME$;;;;;;;;;;;;;
2601.D;There is no longer a need to justify a claim in $STATENAME$, since it already exists.;;;;;;;;;;;;;
2601.A;So be it.;;;;;;;;;;;;;
EVTNAME2605;$PROVINCENAME$ Integrated into $COUNTRY$;;;;;;;;;;;;;
EVTDESC2605;$COUNTRY$ has controlled $PROVINCENAME$ for a long time-- long enough for those within $PROVINCENAME$ to truly consider themselves $COUNTRY_ADJ$ citizens, and for the rest of the world to consider the $COUNTRY_ADJ$ claim to the province to be legitimate as well. Though there are still some unhappy with the development, $PROVINCENAME$ is now considered an integral part of $COUNTRY$.;;;;;;;;;;;;;
2605.A;Long live $COUNTRY$!;;;;;;;;;;;;;
EVTNAME2610;$STATENAME$ Assimilation;;;;;;;;;;;;;
EVTDESC2610;$STATENAME$ is considered $COUNTRY_ADJ$ territory-- that is only in dispute by those neighbours who still have recognized claims on the area, and who maintain that many within $STATENAME$ consider themselves citizens of their country and not ours. The first step in rendering their claim invalid would be to enact a policy that encourages the assimilation of all people within $STATENAME$... they should be $COUNTRY_ADJ$ citizens, and hold no other nationality above ours.;;;;;;;;;;;;;
2610.A;Begin assimilating $STATENAME$.;;;;;;;;;;;;;
2610.B;This will only cause more conflict.;;;;;;;;;;;;;
EVTNAME2611;Assimilation Policies Rescinded;;;;;;;;;;;;;
EVTDESC2611;With the new government in power and its more liberal views on minorities within $COUNTRY$, the policies of assimilation that attempted to stamp out minorities of other nationalities have all been rescinded. There are those within the $COUNTRY_ADJ$ military who warn that this is a dangerous idea, and that allowing these foreign identities to perpetuate will only lead to further conflict with our neighbours-- but, for now, their voices have been ignored.;;;;;;;;;;;;;
2611.A;So be it!;;;;;;;;;;;;;
2612.T;Assimilation Canceled in $STATENAME$;;;;;;;;;;;;;
2612.D;There is no longer a need for the assimilation policies currently underway in $STATENAME$.;;;;;;;;;;;;;
2612.A;It was worth the effort.;;;;;;;;;;;;;
EVTNAME2615;Flags Burned in $PROVINCENAME$;;;;;;;;;;;;;
EVTDESC2615;A demonstration in $PROVINCENAME$ turned violent as minorities held up $COUNTRY_ADJ$ flags and burned them-- a demonstration of their rejection of our attempts to assimilate them into $COUNTRY$. Authorities broke up the demonstration, but there continues to be a growing discontent in the area. The turmoil has even spread to other citizens, who have begun calling on the $COUNTRY_ADJ$ government to end its assimilation policies and let the minority groups be.;;;;;;;;;;;;;
2615.A;The assimilation must continue!;;;;;;;;;;;;;
2615.B;Abandon assimilation in $STATENAME$.;;;;;;;;;;;;;
EVTNAME2616;Incident in $PROVINCENAME$;;;;;;;;;;;;;
EVTDESC2616;The recent arrest of a foreign national in $PROVINCENAME$ has led to a diplomatic incident. Many of the minorities within $PROVINCENAME$ claim that the man was arrested solely because he opposed the $COUNTRY_ADJ$ assimilation policies, and was trying to spread word of a peaceful resistance. The $COUNTRY_ADJ$ authorities say the man's interest was not peaceful in the least, and they suspect he in fact works for one of our neighbours with a claim on $PROVINCENAME$. Whatever the truth, the reaction has not been peaceful in the least-- riots are expected, and authorities say to be wary of rebellion in the area.;;;;;;;;;;;;;
2616.A;Unfortunate.;;;;;;;;;;;;;
EVTNAME2620;Flags Flying in $PROVINCENAME$!;;;;;;;;;;;;;
EVTDESC2620;A parade has recently taken place in $PROVINCENAME$, with the $COUNTRY_ADJ$ flag flying high-- and being held by people who, until very recently, likely wouldn't have considered themselves $COUNTRY_ADJ$ citizens at all. $PROVINCENAME$ is still claimed by another country, but the acceptance of $PROVINCENAME$'s people is going a long way towards making elimination of that an inevitable fact.;;;;;;;;;;;;;
2620.A;Well done, $PROVINCENAME$!;;;;;;;;;;;;;
EVTNAME2625;$PROVINCENAME$ Assimilated!;;;;;;;;;;;;;
EVTDESC2625;The $COUNTRY_ADJ$ flag is the only one that can now be found flying in the streets of $PROVINCENAME$. At long last, it can be considered $COUNTRY_ADJ$ and only $COUNTRY_ADJ$ territory. Even those who are members of other cultures no longer consider themselves truly part of our neighbours-- much as those neighbours might be unhappy with the situation.;;;;;;;;;;;;;
2625.A;Long live $COUNTRY$!;;;;;;;;;;;;;
EVTNAME2626;Claims in $FROMCOUNTRY$;;;;;;;;;;;;;
EVTDESC2626;$FROMCOUNTRY$ continues to hold some of our lands, lands which until today have always been considered part of $COUNTRY_ADJ$ national territory. A $FROMCOUNTRY_ADJ$ program of assimilation has succeeded, however, in weaning our own people away from any feeling as if this true. They no longer consider themselves $COUNTRY_ADJ$, and indeed the international community appears to agree with them.;;;;;;;;;;;;;
2626.A;There is nothing we can do.;;;;;;;;;;;;;
2626.B;We will not stand for this!;;;;;;;;;;;;;
EVTNAME2650;$FROMCOUNTRY_ADJ$ Lands;;;;;;;;;;;;;
EVTDESC2650;According to our peace treaty with $FROMCOUNTRY$, we must give up lands that rightfully belong to them-- and only the ones that belong to them.;;;;;;;;;;;;;
2650.A;Damn.;;;;;;;;;;;;;
EVTNAME2651;The $FROMCOUNTRY_ADJ$ Demand;;;;;;;;;;;;;
EVTDESC2651;According to our peace treaty with $FROMCOUNTRY$, we must give up lands that rightfully belong to another nation-- but only those lands.;;;;;;;;;;;;;
2651.A;Damn.;;;;;;;;;;;;;
EVTNAME2660;Our Lands Returned;;;;;;;;;;;;;
EVTDESC2660;As a result of the treaty with $FROMCOUNTRY$, some of $COUNTRY$'s lands are to be returned. We are, however, only entitled to those lands over which we have a claim. Any others should, by all rights, be returned to $FROMCOUNTRY$.\n\n§RNOTE: If you took $FROMCOUNTRY_ADJ$ core provinces which are not also your own core provinces in this war, enacting the 'return' option will give those lands back. Be careful!§W;;;;;;;;;;;;;
2660.A;Only keep territories with our cores. Return the rest.;;;;;;;;;;;;;
2660.B;We will keep everything we've gained.;;;;;;;;;;;;;
CHI1.T;A Spanish embassy;;;;;;;;;;;;;
CHI1.D;The Spanish who control the island of Hainan have approached us to negotiate a treaty of friendship and assistance between the Catholic king and our leader. In exchange of Macao or Hong-Kong, they are ready to assist us in our Crusade and protect us from the European dogs lurking on our riches;;;;;;;;;;;;;
44201.A;The holy Crusade does not need strangers !;;;;;;;;;;;;;
44201.B;Give them an island in exchange for some help ;;;;;;;;;;;;;
44201.C;We fully accept the treaty !;;;;;;;;;;;;;
CHI2.T;They refused !;;;;;;;;;;;;;
CHI2.D;The Taiping dogs have refused to give us the ports along the Pearl Delta. Already we are making preparations to "protect the locals" from the mad heretics;;;;;;;;;;;;;
44202.A;We'll consider other means to benefit from South China ....;;;;;;;;;;;;;
CHI3.T;Macao is ours !;;;;;;;;;;;;;
CHI3.D;The Taiping leaders have accepted to lease us the port of Macao in exchange of some protection. ;;;;;;;;;;;;;
44203.A;We'll use Macao for the time being;;;;;;;;;;;;;
CHI4.T;They accepted !;;;;;;;;;;;;;
CHI4.D;The Chinese have accepted to give us the control of Macao and Hong-Kong, allowing us to exert a great influence in the area. However, we are now expected to protect them against the various threats of the Chinese claimants;;;;;;;;;;;;;
44204.A;Excellent;;;;;;;;;;;;;
EVTNAME1316082;The Unequal Treaty;;;;;;;;;;;;;
EVTDESC1316082;The war with $FROMCOUNTRY$ is not going well. These damnable foreigners are in our lands and blockading our ports, and to the embarassment of our government there seems to be little we can do to stop them. $FROMCOUNTRY_ADJ$ diplomats have approached us to negotiate a 'fair' settlement. While we could drag the war on and see if the $FROMCOUNTRY_ADJ$ have the wherewithal to finish their assault, it might be in our best interest to give them a concession port and reparations. Indeed, this might even help us in some ways, though the loss to our prestige would be considerable.;;;;;;;;;;;;;
1316082.A;Give them what they want.;;;;;;;;;;;;;
1316082.B;Never! We shall not submit!;;;;;;;;;;;;;
EVTNAME1316083;$FROMCOUNTRY$ Agrees;;;;;;;;;;;;;
EVTDESC1316083;The $FROMCOUNTRY_ADJ$ rulership has signed our peace treaty, granting us a concession port on their coast as well as reparations. This has improved relations between our countries tremendously, and should go a long way to ensuring $COUNTRY_ADJ$ influence in China remains strong.;;;;;;;;;;;;;
1316083.A;Excellent!;;;;;;;;;;;;;
EVTNAME1316084;$FROMCOUNTRY$ has Refused!;;;;;;;;;;;;;
EVTDESC1316084;The $FROMCOUNTRY_ADJ$ have refused to submit. The war must go on.;;;;;;;;;;;;;
1316084.A;An unfortunate choice.;;;;;;;;;;;;;
DZG1.T;The Khanate;;;;;;;;;;;;;
DZG1.D;The Khanate of Dzungaria is the last great remnant of the Mongolian Empire. Founded by OIrat Mongol in the XVIIth century it grew in importance in the following century unifying the Mongolian camps and vainquishing the Qing during several campaigns. It is said that it’s thanks to the Oirat that China is not dominated by the Manchu. The actual Khan, Galdan converted to Islam following his conquests of Samarkand and khiva but has shown tolerance towards the Buddhists lamas of his realm. While already aged he has said he wanted to advance into China but already his sons want to divide the Khanate following their desires….;;;;;;;;;;;;;
48901.A;We will lead the Steppes peoples to greatness !;;;;;;;;;;;;;
DZG2.T;The death of Galdan Khan;;;;;;;;;;;;;
DZG2.D;Galdan Khan, the supreme chief of the Asian steppe died yesterday at the venerable age of 76 years. The size of the Khanate combined with the ambitions of his sons has seen the Empire already divided, each army pledging an oath to a different son. The heir Tushiyetu has seized the crown lands of Dzungaria but he now must choose : will he try to stop his brothers’ ambition or will he completely let the Empire disrupt ?;;;;;;;;;;;;;
48902.A;We will strengthen the Oirat and let the others do as they please!;;;;;;;;;;;;;
48902.B;The Mongols, Kazaks and Uzbeks can go but we will fight for Kashgar and Tannu!;;;;;;;;;;;;;
48902.C;Fight them all!;;;;;;;;;;;;;
DZG3.T;Reclaiming the Tarim Basin;;;;;;;;;;;;;
DZG3.D;The Khan let his brothers disrupt the Khanate years ago but Uyghurs have been a thorn in our side for too long! They often pose problems in Urumqi siding in feuds of their community and trade routes have been let to waste under their rule. The Oirat must step up and take back this territory in memory of our great Khans!;;;;;;;;;;;;;
48903.A;We will crush them!;;;;;;;;;;;;;
DZG4.T;The legacy of Genghis;;;;;;;;;;;;;
