fort_short;Fort;fort;Fort;;;;;;;;;;;x
IS_GREAT_NATION;Is Great Power;Est une grande puissance;Ist Großmacht;;;;;;;;;;;x
NO_DEMOTION;There will be no demotions this month.;Il n'y aura aucune rétrogradation ce mois-ci.;Diesen Monat gibt es keine Degradierungen.;;;;;;;;;;;x
NO_PROMOTION;There will be no promotions this month.;Il n'y aura aucune promotion ce mois-ci.;Diesen Monat gibt es keine Beförderungen.;;;;;;;;;;;x
INCREASEOPINION_THEY_ACCEPT_MAP;Opinion increased;Opinion en hausse;Meinung erhöht;;;;;;;;;;;x
INCREASEOPINION_WE_ACCEPT_MAP;Opinion increased;Opinion en hausse;Meinung erhöht;;;;;;;;;;;x
DECREASEOPINION_THEY_ACCEPT_MAP;Opinion decreased;Opinion en baisse;Meinung verringert;;;;;;;;;;;x
DECREASEOPINION_WE_ACCEPT_MAP;Opinion decreased;Opinion en baisse;Meinung verringert;;;;;;;;;;;x
ADDTOSPHERE_THEY_ACCEPT_MAP;Added to Sphere;Ajouté à la sphère;Zu Einflusssphäre hinzugefügt;;;;;;;;;;;x
ADDTOSPHERE_WE_ACCEPT_MAP;Added to Sphere;Ajouté à la sphère;Zu Einflusssphäre hinzugefügt;;;;;;;;;;;x
REMOVEFROMSPHERE_THEY_ACCEPT_MAP;Removed from sphere;Retiré de la sphère;Aus Einflusssphäre entfernt;;;;;;;;;;;x
REMOVEFROMSPHERE_WE_ACCEPT_MAP;Removed from sphere;Retiré de la sphère;Aus Einflusssphäre entfernt;;;;;;;;;;;x
INCREASERELATION_THEY_ACCEPT_MAP;Relation increased;Relation améliorée;Beziehung verbessert;;;;;;;;;;;x
INCREASERELATION_WE_ACCEPT_MAP;Relation increased;Relation améliorée;Beziehung verbessert;;;;;;;;;;;x
DECREASERELATION_THEY_ACCEPT_MAP;Relation decreased;Relation détériorée;Beziehung verschlechtert;;;;;;;;;;;x
DECREASERELATION_WE_ACCEPT_MAP;Relation decreased;Relation détériorée;Beziehung verschlechtert;;;;;;;;;;;x
WETARGET_DISCREDIT_MAP;Discredited!;Discrédité !;In Verruf gebracht!;;;;;;;;;;;x
WETARGET_EXPELADVISORS_MAP;Advisors expelled!;Conseillers expulsés !;Berater ausgewiesen!;;;;;;;;;;;x
WETARGET_BANEMBASSY_MAP;Embassy banned!;Ambassade interdite !;Botschaft verbannt!;;;;;;;;;;;x
WETARGET_DECREASEOPINION_MAP;Opinion decreased!;Opinion en baisse !;Meinung verringert!;;;;;;;;;;;x
WETARGET_REMOVEFROMSPHERE_MAP;Removed from sphere!;Retiré de la sphère !;Aus Einflusssphäre entfernt!;;;;;;;;;;;x
womens_suffrage_movement;Womens Sufferage Movement;Mouvement des suffragettes;Frauenrechtsorganisation;;;;;;;;;;;x
WAR_GOOD_RELATION;Good relations(§Y$REL$§W) and average consciousness(§Y$CON$§W): ;Bonnes relations (§Y$REL$§W) et conscience nationale moyenne (§Y$CON$§W) : ;Gute Beziehungen (§Y$REL$§W) und durchschnittliches Bewusstsein (§Y$CON$§W):;;;;;;;;;;;x
make_slave;Create Slave State;Créer un État esclavagiste;Sklavenstaat erstellen;;;;;;;;;;;x
make_free;Create Free State;Créer un État libre;Freistaat erstellen;;;;;;;;;;;x
POP_OTHER_CULT;Other;Autres;Andere;;;;;;;;;;;x
BLOCKADED_PEACE;Blockaded;Sous blocus;Blockiert;;;;;;;;;;;x
PRODUCTION_DESTROY_FACTORY_BECAUSE_TOOLTIP;We are allowed to destroy this factory because:\n;Nous sommes autorisés à détruire cette usine car :\n;Wir können diese Fabrik aus folgenden Gründen zerstören:\n;;;;;;;;;;;x
PRODUCTION_NOT_DESTROY_FACTORY_BECAUSE_TOOLTIP;We are allowed to destroy this factory because:\n;Nous sommes autorisés à détruire cette usine car :\n;Wir können diese Fabrik aus folgenden Gründen zerstören:\n;;;;;;;;;;;x
RULE_DESTROY_FACTORY;Destroy Factories;Détruire les usines;Fabriken zerstören;;;;;;;;;;;x
INCREASE_RELATION_MAX;We cannot get better relations with ;Nous ne pouvons pas entretenir de meilleures relations avec ;Keine besseren Beziehungen möglich zu;;;;;;;;;;;x
DECREASE_RELATION_MAX;We cannot get worse relations with ;Nous ne pouvons pas entretenir de pires relations avec ;Keine schlechteren Beziehungen möglich zu;;;;;;;;;;;x
BANKRUPTCY_SETUP;When we have a bankruptcy;Si nous faisons faillite;Wenn wir in Konkurs gehen;;;;;;;;;;;x
BANKRUPTCY_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;;;;;;;;;;x
BANKRUPTCY_1;Bankruptcy!;Faillite !;Konkurs!;;;;;;;;;;;x
BANKRUPTCY_2;We have been forced to declare bankrupcy.;Nous avons été réduits à la faillite.;Wir wurden gezwungen, Konkurs anzumelden.;;;;;;;;;;;x
BANKRUPTCY_3;All our loans have been cleared,;Tous nos emprunts ont été soldés,;Sämtliche unserer Darlehen wurden gelöscht,;;;;;;;;;;;x
BANKRUPTCY_4;but this has caused great concern among our population;mais notre population est inquiète;aber dies hat unter unserer Bevölkerung große Besorgnis hervorgerufen;;;;;;;;;;;x
BANKRUPTCY_5;and we have lost much prestige in the eyes of the world.;et nous avons perdu une bonne partie de notre prestige aux yeux du reste du monde.;und wir haben in den Augen der Welt viel Prestige eingebüßt.;;;;;;;;;;;x
BANKRUPTCY_6;In the future banks will be more hesitant to loan us money.;À l'avenir, les banques hésiteront à nous prêter de l'argent.;In Zukunft werden uns Banken zögerlicher Geld leihen.;;;;;;;;;;;x
BANKRUPTCY_LOG;We went bankrupt.;Nous avons fait faillite.;Wir sind Konkurs gegangen.;;;;;;;;;;;x
BANKRUPTCY_BTN1;This is not good;Ce n'est pas une bonne nouvelle.;Das ist nicht gut.;;;;;;;;;;;x
THEY_BANKRUPTCY_SETUP;another country has a bankruptcy;un autre pays a fait faillite;ein anderes Land hat Konkurs angemeldet.;;;;;;;;;;;x
THEY_BANKRUPTCY_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;;;;;;;;;;x
THEY_BANKRUPTCY_1;Bankruptcy!;Faillite !;Konkurs!;;;;;;;;;;;x
THEY_BANKRUPTCY_2;$COUNTRY$;$COUNTRY$;$COUNTRY$;;;;;;;;;;;x
THEY_BANKRUPTCY_3;have been forced to declare bankrupcy.;a été réduit à la faillite.;ist gezwungen worden, Konkurs anzumelden.;;;;;;;;;;;x
THEY_BANKRUPTCY_4;*;*;*;;;;;;;;;;;x
THEY_BANKRUPTCY_5;*;*;*;;;;;;;;;;;x
THEY_BANKRUPTCY_6;*;*;*;;;;;;;;;;;x
THEY_BANKRUPTCY_LOG;$COUNTRY$ went bankrupt.;$COUNTRY$ a fait faillite.;$COUNTRY$ ist Konkurs gegangen.;;;;;;;;;;;x
THEY_BANKRUPTCY_BTN1;Ok;OK;Ok;;;;;;;;;;;x
LIT_CHANGE;Monthly Change;Évolution mensuelle;Monatliche Veränderung;;;;;;;;;;;x
precious_metal_desc;Precious Metals are not sold as normal goods but directly converted to money.;Contrairement aux autres marchandises, les métaux précieux ne se vendent pas. Ils sont directement convertis en monnaie.;Edelmetalle werden nicht als normale Güter verkauft, sondern direkt in Geld umgewandelt.;;;;;;;;;;;x
DIPLOMACY_CANNOT_SET_PRIO_BANNED;We cannot influence this nation since our embassy is banned;Nous ne pouvons pas influencer cette nation, car notre ambassade y est interdite.;Wir können diese Nation nicht beeinflussen, weil unsere Botschaft verbannt wurde.;;;;;;;;;;;x
PROV1723;Balboa;Balboa;Balboa;;;;;;;;;;;x
PROV353;Ösel;Ösel;Ösel;;;;;;;;;;;x
MILITARY_MOBILIZE;Mobilize our Armed Forces;Mobiliser nos forces armées;Mobilisierung unserer Streitkräfte;;;;;;;;;;;x
MILITARY_MOBILIZE_DESC;Apart from our standing army, our country can also, in the event of war, draw upon additional resources in the form of conscript levies. By ordering mobilization, our conscript armies will begin amassing at major population centers, and begin preparations for full out war. While mobilization may be essential to overcoming a sizable enemy invasion, we must always be wary of its impact on the national economy.;Outre son armée de métier, en cas de guerre, notre pays peut aussi avoir recours à la conscription. Lorsqu'un ordre de mobilisation est émis, nos armées de conscrits se rassemblent dans les principaux centres démographiques et se préparent à engager une guerre totale. Si la mobilisation est essentielle pour repousser une invasion ennemie d'envergure, mieux vaut se méfier de son impact sur l'économie nationale.;Zusätzlich zu unserem stehenden Heer kann unser Land in Kriegszeiten durch den Einzug Wehrpflichtiger zusätzliche Truppen ausheben. Nach Erhalt des Mobilisierungsbefehls versammeln sich unsere Wehrpflichtigenarmeen in großen Ballungsräumen und beginnen mit ihren Vorbereitungen für den Kriegseinsatz. Während die Mobilisierung beispielsweise zur Abwehr einer größeren Invasion notwendig sein könnte, müssen wir vor ihren Auswirkungen auf die nationale Wirtschaft auf der Hut sein.;;;;;;;;;;;x
MILITARY_DEMOBILIZE;Demobilize our Armed Forces;Démobiliser nos forces armées;Demobilisierung unserer Streitkräfte;;;;;;;;;;;x
MILITARY_DEMOBILIZE_DESC;By giving the order to stand down, our conscript armies will leave the field of battle and return to their homes. While any country ravaged by the tribulations of war certainly longs for a return to normalcy, we would do well to first ensure that the war is won, before sheathing our sword.;Lorsqu'un ordre de démobilisation est émis, nos conscrits quittent le champ de bataille pour rentrer chez eux. Comme tout pays ravagé par la guerre, nous sommes impatients de retrouver une vie normale, mais pour cela, nous devons d'abord gagner la guerre.;Nach Erhalt des Demobilisierungsbefehls verlassen unsere Wehrpflichtigenarmeen die Schlachtfelder und kehren nach Hause zurück. Obwohl sich jedes von den Sorgen des Krieges verheerte Land nach der Rückkehr zur Normalität sehnt, sollten wir sicher sein, dass der Krieg auch gewonnen ist, bevor wir das Schwert in die Scheide stecken.;;;;;;;;;;;x
BE_TECH;Technologies:;Technologies :;Technologien:;;;;;;;;;;;x
BE_INVENT;Inventions:;Inventions :;Erfindungen:;;;;;;;;;;;x
TOPBAR_DIPLOPOINTS_GAIN;We gain §Y$VALUE$§W diplomatic points each month;Nous gagnons §Y$VALUE$§W points diplomatiques par mois.;Wir erhalten monatlich §Y$VALUE$§W Diplomatiepunkte.;;;;;;;;;;;x
TOPBAR_DIPLOPOINTS_BASEGAIN;Base gain: §Y$VALUE$§W diplomatic points;Gain de base : §Y$VALUE$§W points diplomatiques;Basis-Zugewinn: §Y$VALUE$§W Diplomatiepunkte.;;;;;;;;;;;x
MOBILISE;Mobilize;Mobiliser;Mobilisieren;;;;;;;;;;;x
DEMOBILISE;Demobilize;Démobiliser;Demobilisieren;;;;;;;;;;;x
THE_WORLD_IN;The World in $YEAR$;Le monde en $YEAR$;Die Welt des Jahres $YEAR$;;;;;;;;;;;x
TECHNOLOGY_ACTIVATION_YEAR;Activation year:;Année d'activation :;Aktivierungsjahr:;;;;;;;;;;;x
TECHNOLOGY_RESEARCH_POINTS;Research points:;Points de recherche :;Forschungspunkte:;;;;;;;;;;;x
tut_8c_12;In Victoria 2 you must set a War Goal for any war you start. You can only select the War goals you can see on the right side of the War Declaration Pop-up. Be aware that these War goals are the only thing you can demand in peace. \n Click the Show Wars view to check out wargoals.;Dans Victoria 2, toute guerre déclarée nécessite un objectif. Tous les objectifs de guerre disponibles se trouvent à droite de la fenêtre de déclaration de guerre. Attention, ces objectifs sont les seules choses que vous pouvez réclamer en temps de paix. \n Cliquez sur la vue Afficher les guerres pour consulter les objectifs de guerre.;In Victoria 2 müssen Sie für jeden Krieg, den Sie starten, ein Kriegsziel festlegen. Sie können nur die Kriegsziele auswählen, die Sie rechts im Popup-Fenster Kriegserklärungen sehen. Beachten Sie, dass diese Kriegsziele beschränken, was Sie bei Friedensverhandlungen fordern können. \n Prüfen Sie Ihre Kriegsziele, indem Sie auf Kriege zeigen klicken.;;;;;;;;;;;x
tut_6b_14;Now click next to contiune.;Cliquez sur Suivant pour continuer.;Klicken Sie zum Fortfahren auf Weiter.;;;;;;;;;;;x
tut_8a_7;To try to ally with The United Kingdom we need to take a diplomatic action. Diplomatic actions can be anything from requesting an alliance to declaring war. To perform a diplomatic action we need to have diplomatic points, which are accumulated monthly. Looking in the top bar under diplomacy we can see that we have a few points, more than the 1 point that the Form Alliance action costs. Go ahead and press the Form Alliance action and then press the 'Accept' button to suggest an alliance with the UK.;Pour tenter de vous allier avec le Royaume-Uni, vous devez mener une action diplomatique. Les actions diplomatiques vont de la demande d'alliance à la déclaration de guerre. Pour mener une action diplomatique, il vous faut des points diplomatiques. Ces points s'accumulent tous les mois. Sur la barre supérieure, sous Diplomatie, vous pouvez constater que vous avez suffisamment de points pour couvrir le coût de l'action Former une alliance (1 point). Cliquez sur l'action Former une alliance, puis sur le bouton Accepter pour proposer une alliance au Royaume-Uni.;Zur Unterbreitung eines Bündnisangebots an Großbritannien müssen wir eine diplomatische Aktion unternehmen. Diplomatische Aktionen können alles von Bündnisangeboten bis hin zu Kriegserklärungen sein. Zum Ausführen einer diplomatischen Aktion müssen wir diplomatische Punkte haben, die wir auf monatlicher Basis erlangen. Wenn Sie in der Kopfleiste unter Diplomatie nachsehen, stellen Sie fest, dass wir 1 Punkt haben, und genau so viel kostet die Aktion Bündnis bilden auch. Klicken Sie nun auf die Schaltfläche Bündnis bilden und bestätigen Sie Ihr Bündnisangebot an Großbritannien dann durch Klicken auf die Schaltfläche Akzeptieren.;;;;;;;;;;;x
TEMP_NEXT;Next;Suivant;Weiter;;;;;;;;;;;x
BUDGET_EXPORTS;National Stockpile Sales: §Y$VAL$§W;Ventes des réserves nationales : §Y$VAL$§W;Verkäufe aus Nationalvorrat: §Y$VAL$§W;;;;;;;;;;;x
BUDGET_IMPORTS;National Stockpile Purchases: §Y$VAL$§W;Achats des réserves nationales : §Y$VAL$§W;Käufe für Nationalvorrat: §Y$VAL$§W;;;;;;;;;;;x
bad_debter;Bad debter;Mauvais payeur;Schlechter Schuldner;;;;;;;;;;;x
bad_debter_desc;Due to your countrys history of flaky economy banks will demand a higher interest on your loans;Compte tenu des antécédents économiques de votre pays, les banques vous proposeront des emprunts aux taux d'intérêt élevés.;Aufgrund der traditionell unzuverlässigen Wirtschaft Ihres Landes werden Banken für ihre Darlehen künftig mehr Zinsen verlangen.;;;;;;;;;;;x
MUST_NEGOTIATE_WITH_WAR_LEADER;We must negotiate with the enemy §W War leader§Y if we are not leading our war;À défaut de dominer la guerre que nous menons, nous devons négocier avec le §chef de guerre§Y ennemi.;Wenn wir unseren Krieg nicht anführen, müssen wir mit dem feindlichen §Kriegsführer§Y verhandeln.;;;;;;;;;;;x
BAD_ADJ;Baden;Bade;Baden;;;;;;;;;;;x
WAR_LEADER;§YWar leader§W;§YChef de guerre§W;§YKriegsführer§W;;;;;;;;;;;x
MUST_NEGOTIATE_WITH_WAR_LEADER_NO_LEFTOVER_WARGOALS;We must negotiate with the enemy §YWar leader§W since making peace with §Y$COUNTRY$§W would end the war;Nous devons négocier avec le §Ychef de guerre§W ennemi, car un accord de paix avec §Y$COUNTRY$§W mettrait fin à la guerre.;Wir müssen mit dem feindlichen §YKriegsführer§W verhandeln, da ein Friedensschluss mit §Y$COUNTRY$§W den Krieg beenden würde.;;;;;;;;;;;x<
WARGOAL_DEMAND;§Y$COUNTRY$§W demands this from §Y$ENEMY$§W;§Y$COUNTRY$§W exige ceci de §Y$ENEMY$§W;§Y$COUNTRY$§W verlangt dies von §Y$ENEMY$§W:;;;;;;;;;;;x
POP_DETAILS_PROMOTIONS;Promotions:;Promotions :;Beförderungen:;;;;;;;;;;;x
POP_DETAILS_DEMOTIONS;Demotions:;Rétrogradations :;Degradierungen:;;;;;;;;;;;x
NO_WAR_SPHERE_LEADER;Cannot go to war against sphere leader.;Impossible de faire la guerre au leader de la sphère.;Kriege gegen Einflusssphären-Anführer nicht möglich.;;;;;;;;;;;x
EVTNAME15310;The Flying University;L'Université volante;Die Fliegende Universität;;;;;;;;;;;x
GO_TO_DIPLOMACY;Go to Diplomacy;Aller à Diplomatie;Gehen Sie zu Diplomatie;;;;;;;;;;;x
PROVINCE_CONTROL_DAYS_LATER_THAN;Province control not changed in the last §Y$DAYS$§W days.\n;Le contrôle de la province est resté inchangé depuis §Y$DAYS$§W jours.\n;Provinzkontrolle während der letzten §Y$DAYS$§W Tage unverändert.\n;;;;;;;;;;;x
PROVINCE_CONTROL_DAYS;Province control changed in the last §Y$DAYS$§W days.\n;Le contrôle de la province a changé au cours des §Y$DAYS$§W derniers jours.\n;Provinzkontrolle hat sich während der letzten §Y$DAYS$§W Tage geändert.\n;;;;;;;;;;;x
ENFORCE_DEMANDS_TRIGGER;These rebels will win if the following is true:;Si ce qui suit est vrai, ces rebelles l'emporteront :;Diese Rebellen werden gewinnen, wenn Folgendes zutrifft:;;;;;;;;;;;x
tut_1a_40;After you see the movement arrow, unpause the game to get going.;Après l'apparition de la flèche de déplacement, quittez le mode Pause pour reprendre le jeu.;Wie Sie am Bewegungspfeil sehen können, läuft das Spiel nach Beendigung der Pause weiter.;;;;;;;;;;;x
EVTNAME15060;First Farmer's Bank;Première banque agricole;Erste Bauernbank;;;;;;;;;;;x
POLITICS_REFORMS;Reforms;Réformes;Reformen;;;;;;;;;;;x
POLITICS_RELEASE_NATIONS;Release Nations;Nations libérées;Nationen entlassen;;;;;;;;;;;x
MILITARY_LEADER_NAME_TOOLTIP;§Y$NAME$§W is in command of §Y$ARMY$§W in §Y$LOCATION$§W;§Y$NAME$§W est aux commandes de §Y$ARMY$§W en §Y$LOCATION$§W.;§Y$NAME$§W befehligt §Y$ARMY$§W in §Y$LOCATION$§W;;;;;;;;;;;x
EVTNAME19310;The Mandate of Heaven;Le Mandat céleste;Das Mandat des Himmels;;;;;;;;;;;x
EVTDESC19310;The 'Mandate of Heaven' is a concept in Chinese philosophy, similar to the western concept of the divine right of Kings, which has historically been used to both justify and motivate monarchical power. With our recent ascension to Great Power status our subjects have again become convinced that our government enjoys the The Mandate of Heaven.;"Le ""Mandat céleste"" est un concept philosophique chinois, semblable au concept occidental du droit divin des rois, utilisé au cours de l'histoire pour justifier et motiver le pouvoir monarchique. Grâce à notre récent accès au statut de grande puissance, nos sujets sont de nouveau convaincus du bien-fondé du Mandat céleste pour notre gouvernement.";Das 'Mandat des Himmels' ist ein Konzept der chinesischen Philosophie, das dem westlichen Konzept des Gottesgnadentums entspricht, und in der Geschichte zur Rechtfertigung und Veranlassung monarchischer Macht benutzt wurde. Nach unserem kürzlichen Aufstieg zur Großmacht sind unsere Untertanen wieder davon überzeugt, dass wir das Mandat des Himmels haben.;;;;;;;;;;;x
EVTOPTA19310;Excellent!;Excellent !;Hervorragend!;;;;;;;;;;;x
EVTNAME19320;The Empire of the Sun;L'Empire du Soleil;Das Reich der Sonne;;;;;;;;;;;x
EVTDESC19320;Japan, land of the rising sun. For many years, since the black ships of the gaijin first appeared on our shores, our nation has been sailing in the wake of powers greater than and beyond our own. With our recent ascension to Great Power status the tides of fortune have turned. From now on let the winds repulse and break any foreign wave that dares wash over the sacred shores of the Great Power of Japan!;Le Japon, le pays du Soleil levant. Depuis l'apparition des premiers navires gaijin sur nos côtes il y a des années, notre nation vit dans l'ombre de puissances supérieures à la nôtre. Mais grâce à notre récent accès au statut de grande puissance, les vents ont tourné. Dorénavant, ils repousseront toute vague étrangère qui osera balayer les côtes sacrées de la grande puissance qu'est le Japon !;Japan, das Land der aufgehenden Sonne. Seit vielen Jahren, seit die schwarzen Schiffe der Ausländer erstmals vor unseren Küsten erschienen, segelt unsere Nation im Kielwasser von Mächten, die uns überlegen sind. Durch unseren kürzlichen Aufstieg zur Großmacht hat sich nun das Schicksal gewendet. Von jetzt an werden die Winde alle ausländischen Wellen zurückweisen und brechen, die es wagen, an die heiligen Küsten der Großmacht Japans zu schwappen!;;;;;;;;;;;x
EVTOPTA19320;Banzai!;Banzai !;Banzai!;;;;;;;;;;;x
form_union_nation_title;Form $CULTURE_GROUP_UNION$;Formation de $CULTURE_GROUP_UNION$;$CULTURE_GROUP_UNION$ gründen;;;;;;;;;;;x
form_union_nation_desc;Our dominant position among our cultural brethren puts us in a position to form $CULTURE_GROUP_UNION$.;Notre position dominante parmi nos frères culturels nous permet de former $CULTURE_GROUP_UNION$.;Unsere dominante Position unter unseren kulturellen Brüdern hat uns in die Position gebracht, $CULTURE_GROUP_UNION$ zu gründen.;;;;;;;;;;;x
BE_SECOND_RANK;Secondary Power;Puissance de second rang;Großmacht zweiten Ranges;;;;;;;;;;;x
COUNTRYALERT_HasUnemployedWorkers;The following states have unemployed factory workers:;Les États suivants ont des ouvriers au chômage :;In den folgenden Staaten gibt es arbeitslose Fabrikarbeiter:;;;;;;;;;;;x
TOPBAR_POPULATION;Our adult male population is $CURR$. Our adult male population has changes by approx. $CHANGE$ each month.;Notre population masculine adulte s'élève à $CURR$. Notre population masculine adulte a évolué d'environ $CHANGE$ par mois.;Unsere aktuelle männliche Bevölkerung ist $CURR$. Unsere männliche Bevölkerung ändert sich monatlich um ungefähr $CHANGE$.;;;;;;;;;;;x
TOPBAR_POPULATION_VISUAL;Our total population is $CURR$.;Notre population totale s'élève à $CURR$.;Unsere Gesamtbevölkerung ist $CURR$.;;;;;;;;;;;x
BUILD_COLONIAL;Non-colonial state;État non colonial;Nicht-Koloniestaat;;;;;;;;;;;x
EVTNAME60080;The Road to Serfdom;La route du servage;Der Weg in die Leibeigenschaft;;;;;;;;;;;x
EVTDESC60080;Lately an eerie feeling has crept over you that $COUNTRY$ is growing silent. Where before the free exchange of opinion and ideas could be heard, from street corners and bus stops to bars and universities, now only the sounds of silence gives echo. The conclusion that is becoming ever more evident, is that the tradition of $COUNTRY_ADJ$ democracy has been subverted. In $COUNTRY$, at least, the government for, of and by the people, has perished from the earth.;Vous avez récemment eu la désagréable impression de voir $COUNTRY$ sombrer dans le silence. Là où chacun pouvait autrefois s'exprimer librement, aussi bien dans les rues que dans les bars ou sur les bancs des universités, un silence pesant règne désormais. La conclusion est plus qu'évidente : la tradition démocratique $COUNTRY_ADJ$ a disparu. En $COUNTRY$, au moins, la gouvernance populaire a disparu.;In letzter Zeit hat Sie ein unheimliches Gefühl befallen, denn aus $COUNTRY$ hört man nichts mehr. Wo vorher freie Meinungsäußerung herrschte und an Straßenecken, Bushaltestellen, in Bars und Universitäten Ideen diskutiert wurden, herrscht nun Totenstille. Es wird immer offensichtlicher, dass die traditionelle $COUNTRY_ADJ$ Demokratie unterwandert worden ist. Zumindest in $COUNTRY$ ist die Regierung des Volkes wie vom Erdboden verschwunden.;;;;;;;;;;;x
EVTOPTA60080;Muahahaha!;Mouah ha ha ha !;Muahahaha!;;;;;;;;;;;x
EVTNAME14210_sub;All They're Saying is 'Give Peace a Chance!';Tout ce qu'ils veulent, c'est que l'on donne une chance à la paix !;Und gerade haben sie noch 'Give Peace a Chance!' gesungen ...;;;;;;;;;;;x
EVTNAME14040;Love & War;Amour et guerre;Liebe & Kriege;;;;;;;;;;;x
REL_SPHERE_OF_INFLUENCE;In Sphere;Dans la sphère;In Einflusssphäre;;;;;;;;;;;x
status_quo_short;Status Quo;Statu quo;Status Quo;;;;;;;;;;;x
TOTAL_AMOUNT_OF_SHIPS;Total amount of ships: $COUNT$;Nombre total de navires : $COUNT$;Gesamtzahl an Schiffen: $COUNT$;;;;;;;;;;;x
LESS_AMOUNT_OF_SHIPS;Less amount of ships than: $COUNT$;Nombre de navires inférieur à : $COUNT$;Weniger Schiffe als: $COUNT$;;;;;;;;;;;x
tut_3a_21b;Try to take a loan by pressing the take loan button, pulling the slider till you have an amount you like and press OK.;Pour souscrire un emprunt, cliquez sur le bouton Emprunter, déplacez le curseur jusqu'au montant de votre choix, puis cliquez sur OK.;Versuchen Sie nun, über die Schaltfläche Darlehen aufnehmen ein Darlehen aufzunehmen. Ziehen Sie den Schieberegler, bis Sie den gewünschten Betrag sehen und klicken Sie dann auf Weiter.;;;;;;;;;;;x
REVANCHISM_EXPLANATION;Revanchism, from the French word for 'revenge', is the yearning for the return of land lost to the nation. In love, war, and peace alike, our people will be willing to make greater sacrifices for the return of our sacred soil.;Le revanchisme est une attitude politique inspirée par l'esprit de revanche (après une défaite). Notre peuple est prêt à tous les sacrifices pour retrouver son sol sacré.;Revanchismus ist vom französischen Wort für Rache abgeleitet und steht für den Wunsch nach der Wiedererlangung verlorener Territorien einer Nation. Im Krieg wie im Frieden ist unsere Bevölkerung gewillt, für die Wiedererlangung unseres heiligen Territoriums größere Opfer zu bringen.;;;;;;;;;;;x
EVTNAME14120_sub;Religious policy debated in local election;Politique religieuse débattue lors d'élections locales;Debatte über Kriegspolitik bei Lokalwahl;;;;;;;;;;;x
BUDGET_DIPL_DESC;Expenses or revenues incurred though diplomacy, war subsidies or peace deals.;Dépenses ou recettes associées à la diplomatie, aux indemnités de guerre ou aux accords de paix.;Ausgaben oder Einnahmen durch Diplomatie, Kriegssubventionen oder Friedensverträge.;;;;;;;;;;;x
tut_8c_10;However, should you drop down in position it's not too late, as you will get a warning in time and can then try to fix the problem. One way to avert this disaster is, of course, war. Either a war to increase your own prestige, or to lower someone else's. Let's talk a bit about wars. Find France and declare war. Do this by clicking declare war, selecting a war goal and clicking 'Ok'.;Et si vous êtes sur le point de perdre cette position, vous recevrez un avertissement à temps pour tenter d'y remédier. Pour éviter la catastrophe, vous pouvez notamment faire la guerre afin d'améliorer votre prestige ou de réduire celui d'un autre pays. Parlons un peu des guerres. Recherchez la France et déclarez-lui la guerre. Pour ce faire, cliquez sur Déclarer la guerre, sélectionnez un objectif de guerre et cliquez sur OK.;Sollten Sie aber im Rang abrutschen, ist das noch nicht das Ende aller Tage: Sie werden rechtzeitig gewarnt, um etwas dagegen zu unternehmen. Eine Möglichkeit zur Vermeidung einer Katastrophe ist, Ihr Prestige durch den Gewinn eines Kriegs zu erhöhen oder das Prestige einer anderen Nation zu verringern. Lassen Sie uns nun etwas über den Krieg sprechen. Finden Sie Frankreich und erklären Sie ihm den Krieg. Klicken Sie dazu auf Krieg erklären, wählen Sie ein Kriegsziel aus und klicken Sie auf OK.;;;;;;;;;;;x
BE_GREAT_POWER;Great Power;Grande puissance;Großmacht;;;;;;;;;;;x
DIPLOMACY_GREATNATION_STATUS;Great Power;Grande puissance;Großmacht;;;;;;;;;;;x
WE_NO_LONGER_GREAT_POWER_2;and lost its position as a Great Power to;et a perdu sa position de grande puissance face à;und verlor seinen Rang als Großmacht an;;;;;;;;;;;x
THEY_NO_LONGER_GREAT_POWER_3;and lost its position as a Great Power to;et a perdu sa position de grande puissance face à;und verlor seinen Rang als Großmacht an;;;;;;;;;;;x
WE_BECAME_GREAT_POWER_2;and are now considered a Great Power!;et est maintenant considéré comme une grande puissance !;und wird nun als Großmacht angesehen!;;;;;;;;;;;x
SERVER_LOST_DESC;The server was lost. You can save the game or choose continue and close this window. To continue the game you must quit and rehost.;La connexion avec le serveur a été perdue. Vous pouvez sauvegarder la partie ou fermer cette fenêtre pour continuer. Pour poursuivre la partie, vous devez quitter et accueillir une nouvelle session.;Verbindung zum Server unterbrochen. Sie können das Spiel speichern oder fortfahren und dieses Fenster schließen. Zum Fortsetzen des Spiels müssen Sie beenden und neu hosten.;;;;;;;;;;;x
MODIFIER_GLOBAL_POP_MILITANCY_MODIFIER;Pop Militancy;Militantisme du POP;Bev-Militanz;;;;;;;;;;;x
MODIFIER_GLOBAL_POP_CONSCIOUSNESS_MODIFIER;Pop Consciousness;Conscience nationale du POP;Bev-Bewusstsein;;;;;;;;;;;x
global_liberal_agitation;Liberal Agitation;Agitation libérale;Liberale Agitation;;;;;;;;;;;x
desc_global_liberal_agitation;Firebrands are arguing the cause of liberalism and revolution.;Des exaltés soutiennent le libéralisme et la révolution.;Aufwiegler in diesen Provinzen fordern die liberale Revolution.;;;;;;;;;;;x
