TAX_MIDDLE_DESC;This controls how much of the middle strata's income will be collected as tax. Too heavy taxation will leave them less money to spend on their own needs or businesses;Revenus des classes moyennes qui seront perçus sous forme d'impôt. Une imposition trop élevée ne leur laissera que très peu d'argent pour subvenir à leurs propres besoins ou entreprises.;Dies kontrolliert, welcher Teil des Einkommens der Mittelklasse als Einkommensteuer einbehalten wird. Wenn sie zu schwer besteuert werden, haben sie weniger Geld zur Deckung ihrer Bedürfnisse oder für ihre Geschäfte.;;;;;;;;;;;x
TAX_RICH_DESC;This controls how much of the rich strata's income will be collected as tax. Too heavy taxation will leave them less money to spend on their own needs and less likely to invest in projects like building new factories.;Revenus des classes supérieures qui seront perçus sous forme d'impôt. Une imposition trop élevée ne leur laissera que très peu d'argent pour subvenir à leurs propres besoins et les empêchera d'investir dans certains projets, comme la construction de nouvelles usines.;Dies kontrolliert, welcher Teil des Einkommens der Reichenklasse als Einkommensteuer einbehalten wird. Wenn sie zu schwer besteuert werden, haben sie weniger Geld und werden weniger wahrscheinlich in Projekte wie den Bau neuer Fabriken investieren.;;;;;;;;;;;x
MIL_COST_DESC;Supply costs for your military.;Frais d'approvisionnement pour votre armée.;Versorgungskosten Ihres Militärs.;;;;;;;;;;;x
NAT_STOCK_DESC;Costs of trades to fill our national stockpile.;Coûts du commerce pour remplir nos réserves nationales.;Handelskosten zum Auffüllen Ihrer nationalen Vorräte.;;;;;;;;;;;x
IND_SUP_DESC;Costs of government subsidizing of factories. National cash reserves will be used to help factories buy goods needed and pay worker salaries;Coûts du gouvernement pour subventionner les usines. Les réserves en liquide du pays seront utilisées pour aider les usines à acheter les marchandises nécessaires et à payer les ouvriers;Regierungskosten für Fabrikzuschüsse. Nationale Geldreserven werden dazu eingesetzt, Fabriken beim Kauf benötigter Güter und der Bezahlung der Belegschaftsgehälter zu unterstützen.;;;;;;;;;;;x
TARIFFS_DESC;Tariffs impose an extra cost on imported goods, with the proceeds going to the national treasury. Negative tariffs can be used to help subsidize imports for anyone in your nation;Les droits de douane impose un coût supplémentaire sur les biens importés et les bénéfices reviennent au trésor national. Les droits de douane négatifs peuvent être utilisés pour subventionner les importations dans votre nation.;Zölle addieren Kosten zum Preis von Importgütern, das dadurch erzielte Einkommen fließt direkt in die Staatskasse. Mit negativen Zöllen können Importe in Ihre Nation bezuschusst werden.;;;;;;;;;;;x
WARSUBSIDIES_EXPENSE;War subsidies: §R$VAL$§W;Indemnités de guerre : §R$VAL$§W;Kriegssubventionen: §R$VAL$§W;;;;;;;;;;;x
WARINDEMNITIES_EXPENSE;War indemnities: §R$VAL$§W;Indemnités de guerre : §R$VAL$§W;Kriegsreparationen: §R$VAL$§W;;;;;;;;;;;x
WARSUBSIDIES_INCOME;War subsidies: §G$VAL$§W;Indemnités de guerre : §G$VAL$§W;Kriegssubventionen: §R$VAL$§W;;;;;;;;;;;x
WARINDEMNITIES_INCOME;War indemnities: §G$VAL$§W;Indemnités de guerre : §G$VAL$§W;Kriegsreparationen: §R$VAL$§W;;;;;;;;;;;x
REMOVE_BUDGET_DIPL_DESC;Various costs/income uncured though diplomacy or peace deals;Coûts/Revenus divers obtenus par la diplomatie et des accords de paix;Verschiedene Kosten/Einnahmen, die nicht von diplomatischen Aktionen oder Friedensabkommen egalisiert werden.;;;;;;;;;;;x
sami;Sami;Sami;Sami;;;;;;;;;;;x
pan_romanian;Romanian;Roumain;Rumänisch;;;;;;;;;;;x
REMOVE_BUDGET_DIPL_DESC;Various costs/income uncured though diplomacy or peace deals;Coûts/Revenus divers obtenus par la diplomatie et des accords de paix;Verschiedene Kosten/Einnahmen, die nicht von diplomatischen Aktionen oder Friedensabkommen egalisiert werden.;;;;;;;;;;;x
MODIFIER_MOBILISED;Mobilized: $VALUE$;Mobilisation : $VALUE$;Mobilisiert: $VALUE$;;;;;;;;;;x;
MODIFIER_OVERSEAS;Overseas penalty: $VALUE$;Pénalité outre-mer : $VALUE$;Überseeabzug: $VALUE$;;;;;;;;;;x;
TRADE_OVERSEAS_NEED;$VAL$ for provinces overseas.\n;$VAL$ pour les provinces d'outre-mer.\n;$VAL$ für Überseeprovinzen.\n;;;;;;;;;;;x
BUDGET_OVERSEAS;Overseas maintenance;Maintenance outre-mer;Überseeunterhalt;;;;;;;;;;;x
BUDGET_DIPL_DESC;Various costs/income uncured though diplomacy or peace deals;Coûts/Revenus divers obtenus par la diplomatie et des accords de paix;Verschiedene Kosten/Einnahmen, die nicht von diplomatischen Aktionen oder Friedensabkommen egalisiert werden.;;;;;;;;;;;x
POP_DETAILS_INTERNAL_MIGRATION;Internal migration:;Immigration interne :;Interne Einwanderung:;;;;;;;;;;x;
POP_DETAILS_EXTERNAL_MIGRATION;External migration:;Immigration externe :;Externe Einwanderung:;;;;;;;;;;x;
POP_DETAILS_COLONIAL_MIGRATION;Colonial migration:;Immigration coloniale :;Koloniale Einwanderung:;;;;;;;;;;x;
PRODUCTION_OUTPUT_YESTERDAY;Produced §Y$VALUE$§W yesterday.;Production de §Y$VALUE$§W hier.;Produzierte gestern §Y$VALUE$§W.;;;;;;;;;;x;
PRODUCTION_OUTPUT_GOODS_TOOLTIP2;Max output: §Y$CURR$§W;Rendement max : §Y$CURR$§W;Max. Leistung: §Y$CURR$§W;;;;;;;;;;;x
PRODUCTION_CURRENT_STOCKPILE;Current stockpile: §Y$VALUE$§W;Réserves actuelles : §Y$VALUE$§W;Aktueller Vorrat: §Y$VALUE$§W;;;;;;;;;;;x
POP_DAILY_INTEREST;Savings Interest: §Y$VAL$§W¤;Intérêts d'épargne : §Y$VAL$§W¤;Sparzinsen: §Y$VAL$§W;;;;;;;;;;;x
MODIFIER_OVERSEAS_PRODUCTION_PENALTY;Overseas Factory/RGO penalty: $VALUE$;Usine outre-mer/Pénalité EAM : $VALUE$;Überseefabrik/RGO-Abzug: $VALUE$;;;;;;;;;;x;
PRODUCTION_FACTORY_EMPLOYEECOUNT_TOOLTIP2;Current employees: $EMPLOYEES$/$EMPLOYEE_MAX$;Employés actuels : $EMPLOYEES$/$EMPLOYEE_MAX$;Derzeitige Angestellte: $EMPLOYEES$/$EMPLOYEE_MAX$;;;;;;;;;;;x
LIFERATING_EFFECT;$DIRECTION$ $VALUE$ Life rating\n;Habitabilité $DIRECTION$ $VALUE$ \n;$DIRECTION$ $VALUE$ Lebensstandard\n;;;;;;;;;;;x
MILITARY_ARMY_COUNT_TOOLTIP;Number of armies: §Y$VALUE$§W;Nombre d'armées : §Y$VALUE$§W;Armeenanzahl: §Y$VALUE$§W;;;;;;;;;;;x
MILITARY_NAVY_COUNT_TOOLTIP;Number of navies: §Y$VALUE$§W;Nombre de marine : §Y$VALUE$§W;Flottenanzahl: §Y$VALUE$§W;;;;;;;;;;;x
MILITARY_ARMY_CONSTRUCTION_TOOLTIP;Brigades under construction: §Y$VALUE$§W;Régiments en construction : §Y$VALUE$§W;Im Bau befindliche Regimenter: §Y$VALUE$§W;;;;;;;;;;;x
MILITARY_NAVY_CONSTRUCTION_TOOLTIP;Ships under construction: §Y$VALUE$§W;Navires en construction : §Y$VALUE$§W;Im Bau befindliche Schiffe: §Y$VALUE$§W;;;;;;;;;;;x
MILITARY_SORT_BY_TYPE_TOOLTIP;Sort by leader type;Trier par type de leader;Nach Anführertyp sortieren;;;;;;;;;;;x
MILITARY_SORT_BY_NAME_TOOLTIP;Sort by name;Trier par nom;Nach Namen sortieren;;;;;;;;;;;x
MILITARY_SORT_BY_ASSIGNMENT_TOOLTIP;Sort by assignment;Trier par affectation;Nach Aufgabe sortieren;;;;;;;;;;;x
MILITARY_SORT_BY_NAME_TOOLTIP;Sort by name;Trier par nom;Nach Namen sortieren;;;;;;;;;;;x
MILITARY_SORT_BY_STRENGTH_TOOLTIP;Sort by strength;Trier par force;Nach Stärke sortieren;;;;;;;;;;;x
MILITARY_SORT_ASSIGNMENT;Assignment;Affectation;Aufgabe;;;;;;;;;;;x
MILITARY_BACKGROUND;Background: §Y$NAME$§W;Arrière-plan : §Y$NAME$§W;Hintergrund: §Y$NAME$§W;;;;;;;;;;;x
MILITARY_PERSONALITY;Personality: §Y$NAME$§W;Personnalité : §Y$NAME$§W;Persönlichkeit: §Y$NAME$§W;;;;;;;;;;;x
REMOVE_MILITARY_LEADER_NAME_TOOLTIP;§Y$NAME$§W is assigned to §Y$ARMY$§W,\ncurrently situated at §Y$$LOCATION§W.;§Y$NAME$§W est attribué à §Y$ARMY$§W,\nactuellement situé à §Y$$LOCATION§W.;§Y$NAME$§W wurde §Y$ARMY$§W zugeteilt,\nderzeit stationiert in §Y$$LOCATION§W.;;;;;;;;;;;x
MILITARY_STRENGTH_TOOLTIP2;Unit strength is at §Y$PERCENT$%§W.\nStrength: $VALUE$/§Y$MAX$§W;La force de l'unité s'élève à §Y$PERCENT$%§W.\nForce : $VALUE$/§Y$MAX$§W;Einheitsstärke ist bei §Y$PERCENT$%§W.\nStärke: $VALUE$/§Y$MAX$§W;;;;;;;;;;;x
MILITARY_SHIPSTRENGTH_TOOLTIP2;Unit strength is at §Y$PERCENT$%§W.;La force de l'unité s'élève à §Y$PERCENT$%§W.;Einheitsstärke ist bei §Y$PERCENT$%§W.;;;;;;;;;;;x
MILITARY_REGIMENTS_TOOLTIP;Number of brigades: §Y$VALUE$§W;Nombre de régiments : §Y$VALUE$§W;Regimenteranzahl: §Y$VALUE$§W;;;;;;;;;;;x
MILITARY_SHIPS_TOOLTIP;Number of ships: §Y$VALUE$§W;Nombre de navires : §Y$VALUE$§W;Schiffsanzahl: §Y$VALUE$§W;;;;;;;;;;;x
MILITARY_CURRENT_LOCATION;Current location: §Y$LOC$§W;Position actuelle : §Y$LOC$§W;Aktuelle Position: §Y$VALUE$§W;;;;;;;;;;;x
REMOVE_MILITARY_MOBILIZE;Mobilize our population;Mobiliser notre population;Bevölkerung mobilisieren;;;;;;;;;;;x
REMOVE_MILITARY_MOBILIZE_DESC;TODO Write mobilize desc;TODO Write mobilize desc;TODO Write mobilize desc;;;;;;;;;;;x
REMOVE_MILITARY_DEMOBILIZE;Demobilize our population;Démobiliser notre population;Bevölkerung demobilisieren;;;;;;;;;;;x
REMOVE_MILITARY_DEMOBILIZE_DESC;TODO Write demobilize desc;TODO Write demobilize desc;TODO Write demobilize desc;;;;;;;;;;;x
MILITARY_WAR_EXHAUSTION;War exhaustion;Épuisement de guerre;Kriegsermüdung;;;;;;;;;;;x
MILITARY_SUPPLY_CONSUMPTION;Supply consumption;Consommation de ressources;Nachschubverbrauch;;;;;;;;;;;x
MILITARY_ORG_REGAIN;Organization regain;Réorganisation;Organisations-Rückgewinn;;;;;;;;;;;x
MILITARY_ARMY_ORG;Land organization;Organisation terrestre;Armeeorganisation;;;;;;;;;;;x
MILITARY_NAVY_ORG;Naval organization;Organisation navale;Marineorganisation;;;;;;;;;;;x
MILITARY_UNIT_EXPERIENCE;Unit start experience;Expérience de départ de l'unité;Einheits-Basiserfahrung;;;;;;;;;;;x
MILITARY_RECRUIT_TIME;Recruit time;Durée de recrutement de l'unité;Rekrutierungsdauer;;;;;;;;;;;x
MILITARY_COMBAT_WIDTH;Combat Width;Aire de combat;Gefechtsbreite;;;;;;;;;;;x
COMWID_BASE;Base Value: §Y$VAL$§W;Valeur de base : §Y$VAL$§W;Basiswert: §Y$VAL$§W;;;;;;;;;;;x
MILITARY_WAR_EXHAUSTION_TOOLTIP;War exhaustion: $VALUE$;Épuisement de guerre : $VALUE$;Kriegsermüdung: $VALUE$;;;;;;;;;;;x
MILITARY_MAX_WAR_EXHAUSTION_TOOLTIP;Max War exhaustion: $VALUE$;Épuisement de guerre max : $VALUE$;Max. Kriegsermüdung: $VALUE$;;;;;;;;;;;x
MILITARY_BASEVALUE_PERCENT;Base value: §Y100%§W;Valeur de base : §Y100%§W;Basiswert: §Y100%§W;;;;;;;;;;;x
MILITARY_BASEVALUE;Base value: §Y0.00§W;Valeur de base : §Y0.00§W;Basiswert: §Y0.00§W;;;;;;;;;;;x
AVAILABLE_EXPORTS;On Export Markets: $VAL$;Sur les marchés exportateurs : $VAL$;Auf Exportmärkte: $VAL$;;;;;;;;;;;x
MILITARY_BUILD_UNIT_TOOLTIP;Build §Y$NAME$§W in §Y$LOC$§W;Construire §Y$NAME$§W à §Y$LOC$§W;§Y$NAME$§W in §Y$LOC$§W bauen.;;;;;;;;;;;x
MILITARY_CANCEL_BUILD_UNIT_TOOLTIP;Cancel construction of §Y$NAME$§W in §Y$LOC$§W;Annuler la construction de §Y$NAME$§W à §Y$LOC$§W;Bau von §Y$NAME$§W in §Y$LOC$§W abbrechen.;;;;;;;;;;;x
traditional_academic;Traditional Academia;Académie traditionnelle;Traditionelle Wissenschaftswelt;;;;;;;;;;;x
army_tech_school;Military-Industrial Complex;Complexe militaro-industriel;Militärisch-industrieller Komplex;;;;;;;;;;;x
naval_tech_school;Sea power & The Merchant Marine;Puissance maritime et marine marchande;Seemacht & Die Handelsmarine;;;;;;;;;;;x
industrial_tech_school;Corporative Industrialism;Industrialisme corporatif;Kooperativer Industrialismus;;;;;;;;;;;x
culture_tech_school;Avantgarde Intelligentsia;Intelligentsia d'avant-garde;Avantgardistische Intelligentsia;;;;;;;;;;;x
commerce_tech_school;Business Schools & Tycoon Capitalism;Écoles commerciales et capitalisme;Kaufmannsschulen & Magnats-Kapitalismus;;;;;;;;;;;x
prussian_tech_school;Junkers, Heer & Krupp;Junkers, Heer & Krupp;Junkers, Heer & Krupp;;;;;;;;;;;x
EVTNAME14730;Anti-Colonial League;Ligue anticoloniale;Antikoloniale Liga;;;;;;;;;;;x
EVTDESC14730;And when we consider the injustices, wrought by representatives of $COUNTRY$ in the colonies, we will not be surprised to find that '$COUNTRY_ADJ$', in those many places, far beyond our country's shores, has become a byword for theft, larceny and murder. Our message here today is loud and clear: $COUNTRY$! Quit the colonies!'\n\nAn Anti-Colonial League has been formed by $COUNTRY_ADJ$ radicals. Ostensibly dominated by intellectuals arguing the cause of colonial independence, reports from our Secret Police make it evident that the League is intimately connected with the Socialist Internationale.;"Et lorsque nous nous pencherons sur les injustices commises par les représentants de $COUNTRY$ dans les colonies, nous ne serons pas surpris de constater que les ""$COUNTRY_ADJ$"", à de nombreux endroits, bien loin des rivages de notre pays, se livrent à des vols et autres crimes. Aujourd'hui, notre message est clair : $COUNTRY$ ! Quittez les colonies !'\n\nUne ligue anticoloniale a été formée par les radicaux $COUNTRY_ADJ$. Apparemment dominée par des intellectuels en faveur de l'indépendance coloniale, les rapports de notre police secrète attestent du fait que la ligue est étroitement liée à l'Internationale socialiste.";Und wenn wir die Ungerechtigkeiten in Betracht ziehen, welche von den Repräsentanten von $COUNTRY$ in den Kolonien begangen werden, so verwundert es nicht, dass '$COUNTRY_ADJ$' außerhalb unserer Landesgrenzen vielerorts zu einem Synonym für Diebstahl und Mord geworden ist. Unsere heutige Forderung ist deshalb laut und klar: $COUNTRY$! Keine Kolonien mehr!'\n\nDie $COUNTRY_ADJ$ Radikalen haben eine antikoloniale Liga gegründet. Die Liga wird angeblich von Intellektuellen dominiert, die sich für die koloniale Unabhängigkeit einsetzen, aber Berichte unserer Geheimpolizei haben bewiesen, dass die Liga eng mit der sozialistischen Internationalen verbunden ist.;;;;;;;;;;;x
EVTOPTA14730;Denounce the League;Dénoncer la ligue;Denunziert die Liga;;;;;;;;;;;x
EVTOPTB14730;Ignore the League;Ignorer la ligue;Ignoriert die Liga;;;;;;;;;;;x
EVTOPTC14730;Support the League;Soutenir la ligue;Unterstützt die Liga;;;;;;;;;;;x
EVTNAME14740;Model Colony;Colonie modèle;Modellkolonie;;;;;;;;;;;x
EVTDESC14740;With the competition for colonies constantly increasing, as European nations scramble for Africa and the World, $COUNTRY$ has done well for itself. One $COUNTRY_ADJ$ colony has, in the past few years, become internationally recognized as the model of a well managed European colony, and the attention that this colony has garnered for $COUNTRY_ADJ$ colonial policy, in the parliaments and courts of Europe, is proving a wonderful boon for $COUNTRY_ADJ$ research and international prestige.;Face à la course aux colonies croissante que le livrent les nations européennes en Afrique et dans le monde, $COUNTRY$ s'en sort plutôt bien. Une colonie $COUNTRY_ADJ$ a, au cours des années passées, été reconnue, au niveau international, en tant que modèle d'une colonie européenne bien gérée, et l'attention que cette colonie a suscité pour la politique coloniale $COUNTRY_ADJ$, dans les parlements et cours européens, atteste du bienfait $COUNTRY_ADJ$ en termes de recherche et de prestige international.;Angesichts der stetig steigenden Konkurrenz europäischer Nationen für Kolonien in Afrika und der ganzen Welt hat sich $COUNTRY$ gut geschlagen. Eine $COUNTRY_ADJ$ Kolonie hat sich in den letzten Jahren zu einer international anerkannten europäischen Modellkolonie entwickelt, und die Aufmerksamkeit, die diese Kolonie in den Parlamenten und an den Höfen Europas auf die $COUNTRY_ADJ$ Kolonialpolitik gelenkt hat, ist eine wunderbare Bestätigung für die $COUNTRY_ADJ$ Forschung und sorgt für großes internationales Prestige.;;;;;;;;;;;x
EVTOPTA14740;Wonderful!;Magnifique !;Wunderbar!;;;;;;;;;;;x
EVTNAME14750;Colonial Policy Debated;Polémique sur la politique coloniale;Kolonialpolitik debattiert;;;;;;;;;;;x
EVTDESC14750;And while I fully respect my colleague from the loyal opposition, I still cannot help but to question his motives in again and again bringing up the subject of the expenses of the Colonial Office. The colonies are a cornerstone of government policy, and worth paying for.'\n\nThe colonies are making headlines in $COUNTRY$ again, following a fierce debate in the Upper House. Members of the opposition have argued in favor of a reduction of the budget alotted to the Colonial Office, and both they and majority MPs have conducted major offensives in the Upper House, to try and convince swing-voters and aisle-crossers to come out in support of their respective policies.;Et même si je respecte mon collègue de l'opposition, je ne peux pas m'empêcher de remettre en question ses motivations à continuellement faire état des dépenses du Bureau colonial. Les colonies sont la pierre angulaire de la politique gouvernementale et en valent la peine.'\n\nLes colonies font encore la une de $COUNTRY$, à la suite d'un vif débat à la Chambre haute. Les membres de l'opposition se sont montrés en faveur d'une réduction du budget alloué au Bureau colonial et, soutenus par une majorité des membres du parlement, ont lancé plusieurs offensives à la Chambre haute pour tenter de convaincre les indécis à soutenir leurs politiques respectives.;Und obwohl ich meinen Kollegen der loyalen Opposition sehr respektiere, muss ich seinen Antrieb, dieses Thema zu Lasten des Kolonialamts zur Sprache zu bringen, wieder und wieder in Frage stellen. Die Kolonien sind ein Eckpfeiler der Regierungspolitik und ihr Geld wert.'\n\nDie Kolonien stehen in $COUNTRY$ nach einer heftigen Debatte im Oberhaus wieder in den Schlagzeilen. Oppositionsmitglieder argumentieren für eine Reduzierung des Kolonialamt-Budgets. Sie und die Mehrzahl der Parlamentsmitglieder haben im Oberhaus massive Vorstöße gemacht, um Wechselwähler und Überläufer zur Unterstützung ihrer Sache zu bewegen.;;;;;;;;;;;x
EVTOPTA14750;Conservative arguments prevail;Les arguments conservateurs prédominent;Die konservativen Argumente sind besser.;;;;;;;;;;;x
EVTOPTB14750;Liberal arguments prevail;Les arguments libéraux prédominent;Die liberalen Argumente sind besser.;;;;;;;;;;;x
EVTNAME14760;Colonial Corruption;Corruption coloniale;Korruption in den Kolonien;;;;;;;;;;;x
EVTDESC14760;A slowly unraveling corruption scandal in the $COUNTRY_ADJ$ Colonial Office shakes $CAPITAL$, as a major newspaper publishes reports detailing an extensive network of bribes and favors, designed to give certain private interests preferential treatment with regards to colonial trade and exploitation. Critics of government policy point to the relatively low wages and poor funds alotted to colonial officials as determining reasons for the scandal, while the prevailing mood in government circles seems to be that a culture of corruption within the private sector is to blame for the poor state of the Colonial Office.;Un scandale de corruption latente au sein du Bureau colonial $COUNTRY_ADJ$ secoue $CAPITAL$ alors qu'un éminent journal publie des rapports détaillant un important réseau de corruptions et de faveurs mis en place pour favoriser certains intérêts privés en termes de commerce et d'exploitation coloniaux. Les critiques proférées à l'égard de la politique gouvernementale pointent du doigt les bas salaires et piètres fonds alloués aux fonctionnaires coloniaux comme les raisons déterminantes du scandale, alors que la tendance prédominante au sein des cercles gouvernementaux semble indiquer que la culture de la corruption du secteur privé est à l'origine de l'état déplorable du Bureau colonial.;Ein sich langsam entfaltender Korruptionsskandal im $COUNTRY_ADJ$ Kolonialamt erschüttert $CAPITAL$. Bedeutende Zeitungen veröffentlichen Berichte über ein ausgedehntes Bestechungs- und Begünstigungsnetzwerk, das darauf ausgelegt ist, hinsichtlich des Kolonialhandels und der Kolonialausbeutung bestimmten Privatinteressen Vorrang zu geben. Kritiker unserer Regierungspolitik weisen auf die relativ geringen Löhne und Budgets von Kolonialoffiziellen als Hauptgründe des Skandals hin, während in Regierungskreisen eher die Meinung vorzuherrschen scheint, dass tiefgreifende Korruption im Privatsektor für den erbärmlichen Zustand des Kolonialamts verantwortlich ist.;;;;;;;;;;;x
EVTOPTA14760;The government must accept responsibility for its own shortcomings;Le gouvernement doit accepter la responsabilité de ses propres imperfections;Die Regierung muss die Verantwortung für ihre eigenen Unzulänglichkeiten übernehmen!;;;;;;;;;;;x
EVTOPTB14760;The office is in the pocket of Big Industry, and Big Industry is to blame!;Le bureau est sous le joug de l'industrie et celle-ci en est responsable !;Das Amt wird von der Großindustrie gesteuert, also ist die Großindustrie schuld!;;;;;;;;;;;x
EVTNAME14770;$CAPITAL$, You're A Lady;$CAPITAL$, quelle classe !;$CAPITAL$, oh du Schönheit!;;;;;;;;;;;x
EVTDESC14770;The growth of our colonies has turned $CAPITAL$ into the constantly expanding cultural and economic nave of an Empire. Every day, with every passing hour, people from every conceivable corner, of the world we have made ours, arrive in our capital: To court our ministers, to trade with merchants, engineers and industrialists, and to experience any one of the multitude of fates that $CAPITAL$ affords its visitors. Standing at $CAPITAL$ Central, one can see all around oneself a small panorama of the world, hear spoken any and all of the varying tongues and languages of the world and smell both the scents and the odors of far away lands. In the annals of the $COUNTRY_ADJ$ Empire, the years around $YEAR$ will always be remembered as the golden age of $CAPITAL$.;Le développement de nos colonies a contribué au prodigieux essor culturel et économique de $CAPITAL$. Tous les jours, des gens arrivent des quatre coins du monde affluent dans notre capitale : pour chercher à se faire bien voir de nos ministres, commercer avec nos marchands, ingénieurs et industriels, et découvrir l'une des multiples facettes que $CAPITAL$ offre à ses visiteurs. Au cœur de $CAPITAL$, on peut voir un petit panorama du monde, entendre parler différentes langues et sentir les parfums de lointains territoires. Dans les annales de l'Empire $COUNTRY_ADJ$, les années autour de $YEAR$ entreront dans l'histoire comme l'âge d'or de $CAPITAL$.;Das Wachstum unserer Kolonien hat $CAPITAL$ zum Dreh- und Angelpunkt eines stets größer werdenden Reichs gemacht. Jeden Tag, jede Stunde kommen Menschen aus allen Ecken der Welt, die wir unser eigen nennen, in unserer Hauptstadt an: Dort hofieren Sie unsere Minister, schließen Geschäfte mit unseren Händlern, Ingenieure und Industrialisten ab und tauchen in das Meer unterschiedlicher Erfahrungen ein, die $CAPITAL$ allen Fremden bietet. Wenn man in $CAPITAL$ steht, kann man um sich ein kleines Panorama der Welt betrachten, alle Sprachen und Akzente der Welt hören und Düfte aus weit entfernten Ländern riechen. In den Annalen des $COUNTRY_ADJ$ Reichs wird man sich an die Jahre um $YEAR$ stets als das goldene Zeitalter von $CAPITAL$ erinnern.;;;;;;;;;;;x
EVTOPTA14770;...and may the memory live long;... Et puisse cela perdurer !;... und möge die Erinnerungen ewig leben.;;;;;;;;;;;x
EVTNAME14780;Colonial Diseases;Maladies coloniales;Krankheiten in den Kolonien;;;;;;;;;;;x
EVTDESC14780;While the discovery of new lands has always meant the discovery of new diseases and malaises, one of our colonies has recently begun to develop a reputation of being a particularly disease-ridden place. From malaria to colds both common and uncommon, it seems that travelers to and from the colony always catch or bring that little something unsavory extra. According to reports published by a $COUNTRY_ADJ$ doctor established in the colony, a concerted government effort at draining local swamps and marshes, as well as at improving local sanitation, could help the colony, but, of course, such efforts are not free.;Alors qu'à la découverte de nouvelles terres a succédé l'apparition de nouvelles maladies, l'une de nos colonies s'est récemment vu octroyer une réputation de colonie particulièrement rongée par de tels maux. De la malaria au rhume, il semble que ses voyageurs en provenance ou à destination de cette colonie n'y échappent pas. D'après les rapports publiés par un médecin $COUNTRY_ADJ$ installé dans la colonie, un effort concerté du gouvernement pour drainer les marais et marécages ainsi que l'amélioration du système sanitaire local seraient bénéfiques pour la colonie, mais bien sûr, de tels efforts ne sont pas gratuits.;Die Entdeckung neuer Länder bedeutet seit jeher auch die Entdeckung neuer Krankheiten, aber eine unserer Kolonien erwirbt sich seit Kurzem einen Ruf, ein wahres Paradies für Krankheiten zu sein. Von Malaria bis zu Erkältungen ist alles im Angebot, und es scheint, als ob alle An- und Abreisenden entweder einen Erreger mitbringen oder einen mitnehmen. Laut den Berichten eines in der Kolonie anerkannten $COUNTRY_ADJ$ Arztes könnten konsequente Maßnahmen zur Trockenlegung der Sümpfe und der Verbesserung der lokalen Abwasser- und Abfallentsorgung der Kolonie helfen, aber solche Maßnahmen sind natürlich nicht kostenlos.;;;;;;;;;;;x
EVTOPTA14780;... who cares!?;... Et alors !?;... und wen kümmert das?;;;;;;;;;;;x
EVTOPTB14780;Naturally we must aid the colony, and help strive for its betterment;Naturellement, nous devons aider la colonie et soutenir son développement.;Natürlich müssen wir der Kolonie helfen und zusehen, dass sich die Umstände dort bessern.;;;;;;;;;;;x
EVTNAME14790;Colonial Progress;Progression coloniale;Kolonialer Fortschritt;;;;;;;;;;;x
EVTDESC14790;One of our colonies is reporting astounding successes in the development of local commercial ventures and businesses to the Colonial Office. According to the local governor, the primary reason seems to be an ambitious land reform, undertaken in tandem with $COUNTRY_ADJ$ capitalists and industrialists. The colony is reportedly becoming more attractive to immigrants, and the report reflects well on our industrialists as well.;L'un de nos colonies rapporte au Bureau colonial de belles réussites en termes de développement d'entreprises commerciales locales. D'après le gouverneur en place, cela est principalement dû à une ambitieuse réforme entreprise, de concert, par les capitalistes et industriels $COUNTRY_ADJ$. La colonie attire de plus en plus d'immigrants et le rapport met aussi en lumière le travail réalisé par les industriels.;Eine unserer Kolonien meldet dem Kolonialamt verblüffende Erfolge bei der Entwicklung lokaler Wirtschaftsunternehmungen und Geschäfte. Der Hauptgrund dafür ist dem lokalen Gouverneur zufolge eine ambitionierte Landreform, die in Übereinstimmung mit den $COUNTRY_ADJ$ Kapitalisten und Industrialisten durchgeführt wurde. Die Kolonie wird Berichten zufolge für Einwanderer immer attraktiver, und diese Berichte werfen auch ein gutes Licht auf unserer Industrialisten.;;;;;;;;;;;x
EVTOPTA14790;Fantastic news!;Excellente nouvelle !;Fantastische Neuigkeiten!;;;;;;;;;;;x
EVTOPTB14790;Cover up the report, lest the capitalists get uppity!;Dissimulez ce rapport de crainte que les capitalistes en prennent la grosse tête !;Lasst den Bericht verschwinden, sonst werden die Kapitalisten hochnäsig!;;;;;;;;;;;x
EVTNAME14800;Colonial Archeology;Archéologie coloniale;Archäologie in den Kolonien;;;;;;;;;;;x
