tut_2b_15;How factories are built depends on your country's present economic policy. Under a 'Laissez Faire' economy, for example, all your factories are built by your capitalists. In the current Belgian system, however, both the government and the capitalists can build factories. Building more factories is a good way to boost the country's economy. Go ahead and click the 'Build Factory' button for Vlaandern.;La manière dont les usines sont construites dépend de la politique économique de votre pays. Dans une économie de « Laissez-faire », par exemple, toutes vos usines sont construites par vos capitalistes. Dans le système belge actuel, cependant, le gouvernement comme les capitalistes peuvent construire des usines. Construire plus d’usines est un bon moyen de développer l'économie du pays. Cliquez sur le bouton « Contruire usine » pour la Flandre.;Wie Fabriken gebaut werden, hängt von der aktuellen Wirtschaftspolitik Ihres Landes ab. Unter einer 'Laissez Faire'-Wirtschaft zum Beispiel werden alle Fabriken von Ihren Kapitalisten gebaut. Im aktuellen belgischen System können sowohl die Regierung als auch die Kapitalisten Fabriken bauen. Der Bau zusätzlicher Fabriken ist eine gute Methode, die Landeswirtschaft anzukurbeln. Klicken Sie nun für Flandern auf die Schaltfläche 'Fabrik bauen'.;;;;;;;;;;;x;;
webster_ashburton_treaty_title;Webster-Ashburton Treaty;Traité de Webster-Ashburton;Webster-Ashburton-Vertrag;;;;;;;;;;;x;;
webster_ashburton_treaty_desc;Following the events of the (undeclared) Aroostook War, The Webster-Ashburton Treaty of 1842, between the United Kingdom and The United States of America, delimited with finality the borders between Maine and New Brunswick, regulated the shared use of the Great Lakes, reaffirmed the 49th parallel border and called for a mutual commitment toward ending the Atlantic slave trade.;Suivant les événements de guerre (non déclarée) d’Aroostook, le traité Webster-Ashburton de 1842, signé entre le Royaume-Uni et les États Unis, délimite avec précision la frontière entre le Maine et le Nouveau Brunswick, régit l'utilisation commune des grands lacs, réaffirme la frontière constituée par le 49e parallèle et lance un appel mutuel pour mettre fin au trafic d’esclave en Atlantique.;Der Webster-Ashburton-Vertrag von 1842 folgte auf die Ereignisse des (illegalen) Aroostook-Krieges zwischen dem Vereinigten Königreich und den Vereinigten Staaten. Im Vertrag wurden die Grenzen zwischen Maine und New Brunswick endgültig festgelegt, die gemeinsame Nutzung der Great Lakes reglementiert, der Nordwestwinkel erneut bestätigt und ein gegenseitiger Einsatz zur Beendigung des atlantischen Sklavenhandels beschlossen.;;;;;;;;;;;x;;
SPA_2209;Cuba;Cuba;Kuba;;;;;;;;;;;x;;
ENG_203;Caribbean Islands;Îles caraïbes;Karibische Inseln;;;;;;;;;;;x;;
PV_CLERGY_LIT_PROVIDES;Clergy provinces: $VAL$;Province de clergé : $VAL$;Klerusprovinzen: $VAL$;;;;;;;;;;;x;;
PV_CLERGY_LIT_NUM;$NUM$ of your population are Clergy (Optimal $OPT$): $VAL$;$NUM$ de votre population appartient au clergé ($OPT$ optimal) : $VAL$;$NUM$ unserer Bevölkerung gehören zum Klerus (optimal $OPT$): $VAL$;;;;;;;;;;;x;;
PV_CLERGY_SETTING;Educational spending at $SETTING$: $VAL$;Dépenses d’éducation à $SETTING$ : $VAL$;Bildungsausgaben bei $SETTING$: $VAL$;;;;;;;;;;;x;;
PV_CLERGY_TECH;From technology: $VAL$;De la technologie : $VAL$;Von Technologie: $VAL$;;;;;;;;;;;x;;
EVTNAME13357;The Doctrine of Lapse;La doctrine de préemption;The Doctrine of Lapse;;;;;;;;;;;x;;
EVTDESC13357;'The Doctrine of Lapse' was a British policy regarding Britain's Indian subject nations, the Princely States, that stated that any such nation could be immediately annexed by the British East India company if the ruler died without a direct heir, or if the ruler was found 'manifestly incompetent'. The doctrine was used historically to annex the states of Satara, Sambalpur, Nagpur, Jhansi and Awadh. Due to our country's present state, officials from the East India Company today declared our princely rights null and void.;« La doctrine de préemption » est le nom donné à la politique britannique à l’égard des états indiens sous sa domination. Ces états pouvaient être immédiatement annexés par la Compagnie des Indes Orientales en cas de décès du monarque ou si celui-ci était jugé « manifestement incompétent ». Cette doctrine fut utilisée historiquement pour annexer les États de Satara, Sambalpur, Nagpur, Jhansi et Awadh. Étant donné l'état actuel de notre pays, les responsables de la Compagnie des Indes Orientales ont ce jour déclarés nuls et non avenus nos droits princiers.;The Doctrine of Lapse' war eine politische Verfügung Englands bezüglich der indischen Untertanstaaten, den Prinzenstaaten. Sie besagte, dass jede dieser Nationen sofort von der British East India Company annektiert werden konnte, wenn der Herrscher ohne direkten Nachfolger starb, oder wenn er als 'offenkundig inkompetent' befunden wurde. Historisch wurde die Doktrin zur Annektierung der Staaten Satara, Sambalpur, Nagpur, Jhansi und Awadh eingesetzt. Aufgrund des aktuellen Status unseres Landes haben Offizielle der East India Company unsere Fürstenrechte heute für null und nichtig erklärt.;;;;;;;;;;;x;;
EVTOPTA13357;Noooo!;Nooon !;Neiiin!;;;;;;;;;;;x;;
EVTNAME13358;The Doctrine of Lapse;La doctrine de préemption;The Doctrine of Lapse;;;;;;;;;;;x;;
EVTDESC13358;'The Doctrine of Lapse' was a British policy regarding Britain's Indian subject nations, the Princely States, that stated that any such nation could be immediately annexed by the British East India company if the ruler died without a direct heir, or if the ruler was found 'manifestly incompetent'. The doctrine was used historically to annex the states of Satara, Sambalpur, Nagpur, Jhansi and Awadh, the latter being annexation being one of the sparks that ignited the Sepoy Rebellion of 1857. The doctrine was repudiated with the Establishment of the British Raj in 1858. Due to the tragic state of affairs that pervades the government of $FROMCOUNTRY$, the East India Company today declared that country's independence null and void.;« La doctrine de préemption » est le nom donné à la politique britannique à l’égard des états indiens sous sa domination. Ces états pouvaient être immédiatement annexés par la Compagnie des Indes Orientales en cas de décès du monarque si celui-ci était jugé « manifestement incompétent ». Cette doctrine fut utilisée historiquement pour annexer les états de Satara, Sambalpur, Nagpur, Jhansi et Awadh. L’annexion de ce dernier déclencha la révolte Sepoy de 1857. La doctrine fut abandonnée en 1858 avec l’avènement du Raj britannique. Étant donné l'état pitoyable des affaires du gouvernement en $FROMCOUNTRY$, la Compagnie des indes orientales a ce jour déclaré l’indépendance du pays nulle et non avenue.;The Doctrine of Lapse' war eine politische Verfügung Englands bezüglich der indischen Untertanstaaten, den Fürstenstaaten. Sie besagte, dass jede dieser Nationen sofort von der British East India Company annektiert werden konnte, wenn der Herrscher ohne direkten Nachfolger starb, oder wenn er als 'offenkundig inkompetent' befunden wurde. Historisch wurde die Doktrin zur Annektierung der Staaten Satara, Sambalpur, Nagpur, Jhansi und Awadh eingesetzt, wobei letztere den Sepoy-Aufstand von 1857 entfachte. Die Doktrin wurde 1858 durch die Etablierung des British Raj aufgehoben. Aufgrund der tragischen Lage der Regierung von $FROMCOUNTRY$ hat die East India Company die Unabhängigkeit dieses Landes für null und nichtig erklärt.;;;;;;;;;;;x;;
EVTOPTA13358;Excellent!;Excellent !;Hervorragend!;;;;;;;;;;;x;;
EVTOPTB13358;Bah, more useless territory.;Bof, encore des territoires inutiles.;Pah, noch mehr nutzloses Territorium.;;;;;;;;;;;x;;
RUS_absolute_monarchy;The Russian Empire;L’Empire russe;Das russische Zarenreich;;;;;;;;;;;x;;
RUS_prussian_constitutionalism;The Russian Empire;L’Empire russe;Das russische Zarenreich;;;;;;;;;;;x;;
ENG_absolute_monarchy;The British Empire;L’Empire britannique;Das britische Königreich;;;;;;;;;;;x;;
ENG_prussian_constitutionalism;The British Empire;L’Empire britannique;Das britische Königreich;;;;;;;;;;;x;;
GER_absolute_monarchy;The German Empire;L’Empire allemand;Das deutsche Kaiserreich;;;;;;;;;;;x;;
GER_prussian_constitutionalism;The German Empire;L’Empire allemand;Das deutsche Kaiserreich;;;;;;;;;;;x;;
the_vega_expedition_title;The Vega Expedition;L’expédition Vega;Die Vega-Expedition;;;;;;;;;;;x;;
the_vega_expedition_desc;in 1878-80 Adolf Erik Nordenskiöld, with financial support from King Oscar II, became the first person to successfully circumnavigate the whole of the Eurasian landmass with his Vega Expedition. While the existence of the Northeast Passage had been confirmed since at least the middle of the century, Nordenskiöld was the first to actually navigate the passage, and his return to Stockholm in 1880 was widely celebrated.;En 1878-80 Adolf Erik Nordenskiöld, avec le soutien financier du roi Oscar II, est devenu le premier navigateur à faire le tour de l’ensemble continental euro-asiatique lors de son expédition Vega. L’existence du passage du nord-est était confirmée depuis la moitié du XIXe siècle, mais Nordenskiöld fut le premier à l’emprunter. Son retour à Stockholm en 1880 fut largement fêté.;Adolf Erik Nordenskiöld umschiffte mit finanzieller Unterstützung von König Oskar II. mit seiner Vega-Expedition von 1878-80 als erster Mensch die gesamte eurasische Landmasse. Obwohl die Existenz der Nordostpassage schon seit Mitte des Jahrhunderts bestätigt war, befuhr sie Nordenskiöld als erster. Seine Rückkehr nach  Stockholm im Jahr 1880 wurde ausgiebig gefeiert.;;;;;;;;;;;x;;
ENG_2068;Zambezi;Zambèze;Sambesi;;;;;;;;;;;x;;
rhodesia_charter_title;British South Africa Company;British South Africa Company;British South Africa Company;;;;;;;;;;;x;;
rhodesia_charter_desc;The BSAC, founded by mining magnate Cecil Rhodes, recieved its royal charter in 1889. The company was modeled after the British East India Company, and was established to promote the further exploitation of South-Central Africa. The area previously known as Zambezi, after the river of the same name, would later during the colonial era become known as 'Rhodesia', in honor of the man had opened the region up to British interests.;La BSAC fut fondée par le magnat de la mine Cecil Rhodes, lorsqu’il reçu sa charte royale en 1889. La compagnie fut construite sur le modèle de la Compagnie des indes orientales et fut mise en place pour promouvoir l’exploitation de l’Afrique centrale et du sud. La région précédemment connue sous le nom de Zambèze, d’après le fleuve du même nom, sera rebaptisée « Rhodésie » lors de la période coloniale, en l’honneur de l’homme qui ouvrit la région aux intérêts britanniques.;Die BSAC wurde vom Bergbau-Magnaten Cecil Rhodes gegründet, und erhielt im Jahr 1889 ihre königliche Satzung. Die Firma war nach dem Vorbild der British East India Company entworfen worden und sollte die weitere Ausbeutung von Süd-Zentralafrika fördern. Diese Region, die vormals Sambesi hieß, wie der gleichnamige Fluss, wurde während der Kolonialzeit zu Ehren des Mannes, der das Gebiet für die britischen Interessen geöffnet hatte, 'Rhodesia' genannt.;;;;;;;;;;;x;;
TUR_proletarian_dictatorship;Turkey;Turquie;Türkei;;;;;;;;;;;x;;
GER_2530;Northern New Guinea;Nouvelle Guinée du nord;Nördliches Neuguinea;;;;;;;;;;;x;;
AST_2528;Southern New Guinea;Nouvelle guinée du sud;Südliches Neuguinea;;;;;;;;;;;x;;
kaiser_wilhelms_land_title;Kaiser-Wilhelms-Land;Kaiser-Wilhelms-Land;Kaiser-Wilhelms-Land;;;;;;;;;;;x;;
kaiser_wilhelms_land_desc;Named after the German Emperor, 'Kaiser-Wilhelms-Land' was the German name for the North Eastern Part of the island of New Guinea, which, together with the Bismarck Archipelago and other pacific holdings constituted the German colony of Neuguinea. The territory was occupied by Australian troops during World War One, and held as a League of Nations mandate until 1975.;Formé sur le nom de l’empereur d’Allemagne, le « Kaiser-Wilhelms-Land » est le nom allemand de la partie nord-est de la Nouvelle Guinée, qui constitue avec l’archipel Bismarck et d’autres possessions dans le Pacifique, les colonies allemandes de Neuguinea. Ce territoire fut occupé par l’Australie au cours de la Première guerre mondiale, et resta sous mandat de la Ligue des Nations jusqu’en 1975.;Kaiser-Wilhelms-Land' war der deutsche Name für den nach dem deutschen Kaiser benannten, nordöstlichen Teil der Insel Neuguinea, die, zusammen mit dem Bismarck-Archipel und anderen Besitztümern im Pazifik die deutsche Kolonie Neuguinea bildete. Das Territorium wurde während des ersten Weltkriegs von australischen Truppen besetzt und stand bis 1975 unter dem Mandat der Vereinten Nationen.;;;;;;;;;;;x;;
megali_idea_title;Megali Idea;La grande idée;Megali-Idee;;;;;;;;;;;x;;
megali_idea_desc;The 'Megali Idea', the Great Idea, was an irredentist conception of a Greater Greek state encompassing all ethnic Greeks, including in particular the substantial Greek minorities living on the Western Coast of Asia Minor. The concept was a driving force between much of Greece's interactions with the fading Ottoman state during the 19th century, and the goals of the Great Idea came very close to a realization in the Treaty of Sèvres, signed at the end of World War One. The vast land gains that the Treaty of Sèvres accorded to Greece were however largely undone by the following Greco-Turkish war of 1919-21. Big is beautiful!;L’idée « Megali », la grande idée, est une conception irrédentiste d’une Grande Nation grecque qui rassemblerait tous les peuples d’ethnie grecque, en particulier la substantielle minorité vivant sur la côte occidentale de l’Asie mineure. Cette idée motiva la plupart des interactions de la Grèce ave l'Empire ottoman agonisant au cours du XIXe siècle et l'objectif de création d'une Grande Grèce fut bien près d'être atteint lors de la signature du Traité de Sèvre, à la fin de la Première guerre mondiale. Les vastes portions de territoire que le Traité de Sèvre accorda à la Grèce, furent largement perdues dans la guerre gréco-turque qui suivit entre 1919-1921. Big is beautiful !;"Die 'Megail-Idee"", die Große Idee, war eine irredentistische Vorstellung von einem Großgriechischen Staat, der alle Griechischstämmigen umfassen sollte, besonders die großen griechischen Minderheiten, die an der Westküste Kleinasiens lebten. Dieses Konzept war eine treibende Kraft hinter den griechischen Interaktionen mit dem im Niedergang befindlichen osmanischen Staat während des 19. Jahrhunderts, und im Vertrag von Sèvres, der am Ende des ersten Weltkriegs unterzeichnet wurde, kam man den Zielen der Großen Idee schon sehr nahe. Die weitläufigen Gebiete, die durch den Vertrag von Sèvres erlangt wurden, gingen im griechisch-türkischen Krieg von 1919-21 aber größtenteils wieder verloren.";;;;;;;;;;;x;;
DIFFICULTY_LABEL;Difficulty;Difficulté;Schwierigkeit;;;;;;;;;;;x;;
expand_motala_verkstad_title;Motala Verkstad;Motala Verkstad;Motala Verkstad;;;;;;;;;;;x;;
expand_motala_verkstad_desc;'Motala Verkstad' (Motala work- or machineshop) was founded in 1822 by Baltazar von Platen during the building of the Göta Canal. During the foremanship of Otto Edvard Carlsund, from 1843 to 1870, Motala Verkstad became one of Sweden's most internationally renowned manufacturies. The Workshop is mentioned in Jules Vernes novel '20.000 Leagues under the Sea' as having produced parts for the novel's fictional 'Nautilus' submarine.;"Le « Motala Verkstad » (ateliers de machines) fut fondé en 1822 par Baltazar von Platen lors de la construction du canal de Göta. Sous la direction d’Otto Edvard Carlsund, entre 1843 et 1870, Motala Verkstad devint une des manufactures suédoises les plus réputées. L’atelier est mentionné dans le roman de Jules Verne, ""20 000 lieues sous les mers"", comme un des fournisseurs de pièces pour le Nautilus.";Motala Verkstad' (Motala Werk- oder Maschinenwerkstatt) wurde 1822 während des Baus des Göta-Kanals durch Baltazar von Platen gegründet. Während der Führung Otto Edvard Carlsunds von 1843 bis 1870 wurde Motala Verkstad zu einer der international bekanntesten schwedischen Fabriken. Sie wird sogar in Jules Vernes' Roman '20.000 Meilen unter dem Meer' als Teilehersteller für das fiktionale U-Boot 'Nautilus' erwähnt.;;;;;;;;;;;x;;
motala_verkstad;Motala Verkstad;Motala Verkstad;Motala Verkstad;;;;;;;;;;;x;;
desc_motala_verkstad;Founded in 1822 by Baltazar von Platen during the building of the Göta Canal, Motala Verkstad is one of Sweden's most renowned machine shops.;Fondé en 1822 par Baltazr von Platen lors de la construction du canal de Göta, Motala Verkstad est un des ateliers de construction de machines les plus réputés de Suède.;Motala Verkstad' wurde 1822 während des Baus des Göta-Kanals durch Baltazar von Platen gegründet und ist eine von Schwedens renommiertesten Maschinenfabriken.;;;;;;;;;;;x;;
court_yard_speech_title;Borggårdstalet!;Borggårdstalet !;Borggårdstalet!;;;;;;;;;;;x;;
court_yard_speech_desc;The 'Courtyard Crisis' (Swedish: Borggårdskrisen) was a constitutional crisis in Sweden provoked by the reckless cuts in the defense budget promoted by the Liberal government of, then prime minister, Karl Staaf. On the 6th of February 1914 King Gustav V adressed -- with a rousing speech in favor of increased defense spendings -- a crowd of some 30.000 farmers who from every corner of the country had marched to Stockholm in support of King, Country and the Armed Forces. It was to be the last time that a Swedish Monarch interfered directly against the sacred principles of plebian rule.;La « crise de la cour » (en suédois : Borggårdskrisen) est une crise constitutionnelle provoquée par les coupes importantes effectuées dans le budget militaire par le premier ministre libéral suédois de l’époque, Karl Staaf. Le 6 février 1914 le roi Gustav V s’adressa dans un discours enflammé en faveur de l’augmentation des dépenses militaires à près de 30 000 fermiers venus des quatre coins du pays jusqu’à Stockholm pour soutenir le roi, le pays et les forces armées. Ce fut la dernière fois qu’un monarque suédois interféra directement avec le principe sacré de la souveraineté du peuple.;Die 'Hofkrise' (Swedisch: Borggårdskrisen) war eine Verfassungskrise in Schweden, die von überharten Einschnitten in den Verteidigungshaushalt provoziert wurde, hinter denen die liberale Regierung des damaligen Ministerpräsidenten Karl Staaf stand. Am 6. Februar 1914 hielt König Gustav V. vor 30.000 Bauern, die aus jeder Ecke des Landes zur Unterstützung von König, Land und Streitkräften nach Stockholm gekommen waren, eine Brandrede zugunsten der Erhöhung des Verteidigungshaushalts. Es war das letzte Mal, dass ein schwedischer Monarch direkt gegen die heiligen Prinzipien der Volksherrschaft verstieß.;;;;;;;;;;;x;;
international_negotiations;International Pressure;Pression internationale;Internationaler Druck;;;;;;;;;;;x;;
desc_international_negotiations;We are exerting diplomatic pressure on a foreign country regarding a very specific issue.;Nous exerçons des pressions diplomatiques sur un pays étranger au sujet d'un problème bien spécifique.;Wir üben bezüglich eines sehr spezifischen Problems diplomatischen Druck auf ein ausländisches Land aus.;;;;;;;;;;;x;;
EVTNAME23300;Mysterious Whale Sinks Ship!;Une mystérieuse baleine coule un navire !;Mysteriöser Wal versenkt Schiff!;;;;;;;;;;;x;;
EVTDESC23300;'THE YEAR $YEAR$ was marked by a bizarre development [...] In essence, over a period of time several ships had encountered 'an enormous thing' at sea, a long spindle-shaped object, sometimes giving off a phosphorescent glow, infinitely bigger and faster than any whale.'\n\nSeveral ships of the merchant marine have been lost at sea over the past year to a strange phenomenon, believed by many to be a large and as of yet undiscovered species of whale. The renowned French professor of Marine Biology, the legendary Pierre Arronax, has offered to join a scientific expedition to investigate this strange beast that has taken to haunting the oceans of the world, and rumor has it that several countries are planning expeditions of their own to get to the bottom of this mystery.;L’année $YEAR$  fut marquée par un événement bizarre [...], En effet, depuis quelque temps, plusieurs navires s’étaient rencontrés sur mer avec « une chose énorme » un objet long, fusiforme, parfois phosphorescent, infiniment plus vaste et plus rapide qu’une baleine.\n\nPlusieurs navires de la marine marchande ont été perdus en mer l’an passé suite à un étrange phénomène que beaucoup pensent être une espèce de grand cétacé encore inconnu. Le célèbre professeur de biologie marine français, le légendaire Pierre Arronax, a proposé de se joindre à une expédition scientifique visant à étudier cette étrange animal qui hante les océans du monde. Des rumeurs rapportent que d’autres nations prépareraient également leur propre expédition en vue de résoudre ce mystère.;DAS JAHR $YEAR$ wurde von bizarren Begebenheiten markiert [...] Im Wesentlichen hatten einige Schiffe auf hoher See ein Aufeinandertreffen mit 'einem enormen Ding', einem langen, spindelförmigen Objekt, das manchmal zu leuchten scheint und deutlich größer und schneller als ein Wal ist.'\n\nMehrere Schiffe der Handelsmarine sind im Verlauf des letzten Jahres einem seltsamen Phänomen zum Opfer gefallen, bei dem es sich der Meinung vieler nach um eine riesige und bislang unbekannte Walart handelt. Der renommierte französische Meeresbiologe Pierre Arronax hat angeboten, sich einer Wissenschaftsexpedition zur Erforschung dieser merkwürdigen Kreatur anzuschließen, die die Ozeane der Welt heimsucht. Gerüchten zufolge planen bereits mehrere Länder eigene Expeditionen, um dieses Geheimnis aufzuklären.;;;;;;;;;;;x;;
EVTOPTA23300;This nefarious threat to the peace on the high seas must end!;Cette terrible menace contre la paix des mers doit cesser !;Diese schändliche Bedrohung des Friedens auf den Meeren muss ein Ende haben!;;;;;;;;;;;x;;
EVTOPTB23300;This sounds like something out of a children's book, and I will have none of it.;On dirait une histoire tirée d’un livre pour enfants. Ça ne m’intéresse pas.;Das klingt wie eine Geschichte aus einem Kinderbuch - so was höre ich mir nicht an!;;;;;;;;;;;x;;
EVTNAME23301;Mysterious Whale Sinks Ship!;Une mystérieuse baleine coule un navire !;Mysteriöser Wal versenkt Schiff!;;;;;;;;;;;x;;
EVTDESC23301;'THE YEAR $YEAR$ was marked by a bizarre development [...] In essence, over a period of time several ships had encountered 'an enormous thing' at sea, a long spindle-shaped object, sometimes giving off a phosphorescent glow, infinitely bigger and faster than any whale.'\n\nSeveral ships of the Merchant marine have been lost at sea over the past year to a strange phenomenon, believed by many to be a large and as of yet undiscovered species of whale. Rumor has it that several countries are already investigating this phenomenon, but perhaps we should send an expedition of our own?;« L’année $YEAR$  fut marquée par un événement bizarre [...], En effet, depuis quelque temps, plusieurs navires s’étaient rencontrés sur mer avec « une chose énorme » un objet long, fusiforme, parfois phosphorescent, infiniment plus vaste et plus rapide qu’une baleine. »\n\nPlusieurs navires de la marine marchande ont été perdus en mer l’an passé suite à un étrange phénomène que beaucoup pensent être une espèce de grand cétacé encore inconnu. Des rumeurs rapportent que plusieurs nations ont lancé des expéditions en vue de résoudre ce mystère. Peut-être devrions-nous faire de même ?;DAS JAHR $YEAR$ wurde von bizarren Begebenheiten markiert [...] Im Wesentlichen hatten einige Schiffe auf hoher See ein Aufeinandertreffen mit 'einem enormen Ding', einem langen, spindelförmigen Objekt, das manchmal zu leuchten scheint und deutlich größer und schneller als ein Wal ist.'\n\nMehrere Schiffe der Handelsmarine sind im Verlauf des letzten Jahres einem seltsamen Phänomen zum Opfer gefallen, bei dem es sich der Meinung vieler nach um eine riesige und bislang unbekannte Walart handelt. Gerüchten zufolge wird dieses Phänomen bereits von mehreren Ländern untersucht, aber vielleicht sollten wir trotzdem eine eigene Expedition auf die Beine stellen?;;;;;;;;;;;x;;
EVTOPTA23301;This nefarious threat to the peace on the high seas must end!;Cette terrible menace contre la paix des mers doit cesser !;Diese schändliche Bedrohung des Friedens auf den Meeren muss ein Ende haben!;;;;;;;;;;;x;;
EVTOPTB23301;This sounds like something out of a children's book, and I will have none of it.;On dirait une histoire tirée d’un livre pour enfants. Ça ne m’intéresse pas.;Das klingt wie eine Geschichte aus einem Kinderbuch - so was höre ich mir nicht an!;;;;;;;;;;;x;;
EVTNAME23302;Professor Arronax Washes Ashore!;Le professeur Arronax rejeté par la mer !;Professor Arronax an den Strand gespült!;;;;;;;;;;;x;;
EVTDESC23302;The renowned French marine biologist Pierre Arronax was found washed up on the shores of $COUNTRY$ today. The professor has been gone for quite some time since joining an expedition sent out to discover the truth behind a mysterious whale said to sink and devour ships on the high seas. The professor is shocked by the profound experience he has had, and his story is indeed remarkable. Arronax claims that he was washed overboard during a close encounter between his ship and the creature, and that the creature is in fact a human ship, capable of under water travel. Arronax maintains that the ship is, or was, commanded by a freedom-loving vigilante who has sworn off all contact with terra firma in favor of a free life on the world's oceans aboard his ship. Whatever the truth, Professor Arronax's many detailed accounts of many strange new life forms -- supposedly encountered during his voyage as a guest aboard this strange vessel -- will be a boon for our scientific efforts for years to come.;Le célèbre spécialiste français de biologie marine a été découvert aujourd’hui rejeté par la mer sur une plage du pays : $COUNTRY$. Le professeur était parti depuis longtemps en expédition pour découvrir la vérité derrière une mystérieuse baleine qui ferait couler et dévorerait les navires en haute mer. Le professeur est en état de choc après l’expérience qu’il a connu et son histoire est tout à fait remarquable. Arronax affirme qu’il a été jeté par dessus bord lors d’une rencontre entre son navire et la créature et que cette créature est en fait un navire fait de main d’homme capable de voyager sous la mer. Arronax affirme que ce navire est, ou était, commandé par un justicier épris de liberté qui a rompu tout contact avec la terre ferme pour vivre une existence de liberté sur les océans du monde à bord de son navire. Quelle que soit la vérité, les descriptions détaillées des nombreuses formes de vie nouvelles que rapporte le professeur et qu’il aurait rencontrées pendant son voyage comme invité à bord de ce vaisseau, constituent un trésor pour la science des années à venir.;Der renommierte französische Meeresbiologe Pierre Arronax wurde heute an die Küste von $COUNTRY$ gespült. Der Professor war einige Zeit verschwunden gewesen, seit er sich einer Expedition zur Aufklärung des Geheimnisses um einen mysteriösen Wal angeschlossen hatte, der angeblich auf hoher See ganze Schiffe versenkte und verschlang. Der Professor ist von seinen tiefgreifenden Erlebnissen schockiert, und seine Geschichte ist wahrlich beachtenswert. Arronax behauptet, dass er bei einem Aufeinandertreffen mit der Kreatur über Bord ging, und dass es sich bei der Kreatur in Wahrheit um ein von Menschen gesteuertes Schiff handle, das unter Wasser fahren kann. Arronax behauptet weiter, dass dieses Schiff von einem freiheitsliebenden Eigenbrötler kommandiert wird oder wurde, der sich jeglichem Kontakt mit dem Festland abgeschworen hat und lieber an Bord seines Schiffes ein Leben in Freiheit auf den Ozeanen dieser Welt lebt. Was auch letztendlich die Wahrheit sein mag, die zahlreichen detaillierten Beschreibungen vieler bemerkenswerter neuer Lebensformen, die Professor Arronax -- vermutlich während seiner Zeit als Gast an Bord dieses merkwürdigen Schiffes -- gemacht hat, werden unseren wissenschaftlichen Bemühungen auf Jahre hinaus zugute kommen.;;;;;;;;;;;x;;
EVTOPTA23302;Nemo me impune lacessit!;Nemo me impune lacessit !;Nemo me impune lacessit!;;;;;;;;;;;x;;
italia_irredenta_title;Italia Irredenta;Italia Irredenta;Italia Irredenta;;;;;;;;;;;x;;
italia_irredenta_desc;The Italian Irredentist movement strove for the transfer to the Kingdom of Italy of all territories in the immediate vicinity of the Kingdom which were largely or partly seen as populated by ethnic Italians. Not only did this include claims to Austrian lands in Italy proper, but it also meant territorial ambitions further into Dalmatia, and Austria.;Le mouvement irrédentiste voulait voir transférés à la couronne italienne tous les territoires limitrophes peuplés majoritairement ou en partie d'italiens. Cela concerne non seulement les possessions autrichiennes en Italie, mais aussi des territoires en Dalmatie et en Autriche.;Die italienische Irredentistenbewegung strebte danach, alle Gebiete in der unmittelbaren Umgebung des Königreichs Italien, die tatsächlich oder vermeintlich größtenteils von Italienischstämmigen bewohnt wurden, dem Königreich anzugliedern. Dies beinhaltete nicht nur Ansprüche auf österreichische Ländereien in italienischem Besitz, sondern bedeutete auch territoriale Ansprüche weiter nach Dalmatien und Österreich hinein.;;;;;;;;;;;x;;
the_heligoland_question_title;The Heligoland Question;La question du Helgoland;Die Helgoland-Frage;;;;;;;;;;;x;;
the_heligoland_question_desc;The small North Sea island of Heligoland had become a British possession during the Napoleonic Wars, ceded formally by Denmark in the 1814 Treaty of Kiel. After the Unification of Germany the island became an object of desire for The German Empire, as the few inhabitants of the Island were by and large Germans.;La petite île de la Mer du Nord du Helgoland est devenue possession britannique lors des guerres napoléoniennes après qu’elle fût cédée par le Danemark lors du Traité de Kiel en 1814. Après l’unification de l’Allemagne, l’île est devenue un objet de convoitise pour l'Empire allemand, les quelques habitants de l'île étant très majoritairement allemands.;Die kleine Nordseeinsel Helgoland geriet während der napoleonischen Kriege in britischen Besitz und wurde 1814 im Vertrag von Kiel formell an Dänemark abgetreten. Nach der Vereinigung Deutschlands weckte die Insel das Interesse des Deutschen Reiches, da die wenigen Bewohner der Insel fast ausschließlich Deutsche waren.;;;;;;;;;;;x;;
miskatonic_university_title;Miskatonic University;Université de Miskatonic;Miskatonic University;;;;;;;;;;;x;;
miskatonic_university_desc;With its campus located in scenic Arkham, beside the darkly muttering Miskatonic River, in beautiful Essex County, Miskatonic University is one of New England's most renowned institutions of higher learning. Well known for its collection of unique and vast collection of books on the ancient and the occult, Miskatonic University sports, among others, fragments of the fabled Book of Eibon, and an original copy of Friedrich von Junzt's standard work 'Unaussprechlichen Kulten'.;Avec son campus situé dans la jolie localité d'Arkham, près de la sombre rivière Miskatonic, l’université de Miskatonic est une des institutions d’études supérieures les plus renommées de la Nouvelle-Angleterre. Connue pour sa collection unique et imposante de livres anciens et occultes, l'université de Miskatonic possède, entre autre, des fragments du célèbre Livre d'Eibon et une copie originale de l'ouvrage de Friedrich von Juntz, « Unaussprechlichen Kulten ».;Die Miskatonic University ist eine der renommiertesten höheren Bildungsanstalten der Neuenglandstaaten. Ihr Campus liegt im schönen Arkham neben dem dunkel murmelden Miskatonic River. Die Universität ist bekannt für ihre umfangreiche Sammlung über das Altertum und das Okkulte, zu denen auch einzigartige Werke gehören. Darunter sind unter anderem auch Fragmente des sagenumwobenen Buches von Eibon und eine Originalausgabe von Friedrich von Junzts Standardwerk 'Unaussprechliche Kulte'. ;;;;;;;;;;;x;;
