WARSUBSIDIES_DI;Offer of Warsubsidies;Offre d'indemnités de guerre;Angebot von Kriegssubventionen;;;;;;;;;;x
CANCEL_WARSUBSIDIES_DI;Cancellation of Warsubsidies;Annulation des indemnités de guerre;Einstellung von Kriegssubventionen;;;;;;;;;;x
ASKMILITARYACCESS_DI;Request for Military Access;Demande d'accès militaire;Anfrage nach Militärzugang;;;;;;;;;;x
CANCELASKMILITARYACCESS_DI;Cancellation of Military Access;Annulation d'un accès militaire;Einstellung von Militärzugang;;;;;;;;;;x
GIVEMILITARYACCESS_DI;Offer of Military Access;Offre d'accès militaire;Angebot von Militärzugang;;;;;;;;;;x
CANCELGIVEMILITARYACCESS_DI;Cancellation of Military Access;Annulation d'un accès militaire;Einstellung von Militärzugang;;;;;;;;;;x
ALLIANCE_DI;Alliance Offer;Offre d'alliance;Bündnisangebot;;;;;;;;;;x
CANCELALLIANCE_DI;Alliance Broken;Alliance rompue;Bündnis gebrochen;;;;;;;;;;x
CALLALLY_DI;Call Ally;Faire appel à un allié;Bündnisparter zu Hilfe rufen;;;;;;;;;;x
DISCREDIT_DI;Discredit;Discréditer;In Verruf bringen;;;;;;;;;;x
EXPELADVISORS_DI;Expulsion of Advisors;Expulsion de conseillers;Ausweisung von Beratern;;;;;;;;;;x
BANEMBASSY_DI;Banning of Embassy;Fermeture d'ambassade;Botschaftsverbannung;;;;;;;;;;x
INCREASEOPINION_DI;Opinion Increase;Opinion en hausse;Meinungssteigerung;;;;;;;;;;x
DECREASEOPINION_DI;Opinion Decrease;Opinion en baisse;Meinungsverringerung;;;;;;;;;;x
ADDTOSPHERE_DI;Add to Sphere;Ajouter à la sphère;Zu Einflusssphäre hinzufügen;;;;;;;;;;x
tut_1c_9;As we said before, should a pop with soldiers attached to it rebel the brigades will rebel with it. If a brigade has a rebel faction icon next to its population icon, this means that it's POP is a member of a faction. This is very dangerous. One way to check the status of this pop and what its issues are is to click the pop icon in the unit view to open the Population view. For now, just click Next to continue.;Comme mentionné précédemment, si un POP auquel sont liés des soldats se rebelle, les brigades se rebelleront également. Si l'icône de population d'une brigade est accompagnée d'une icône de faction rebelle, cela indique que son POP est membre d'une faction. C'est très dangereux. Pour consulter le statut de ce POP et connaître ses revendications, cliquez sur l'icône du groupe dans la vue Unité afin d'ouvrir la vue Population. Pour le moment, cliquez sur Suivant pour continuer.;Wie bereits gesagt: Sollte eine mit Soldaten verbundene Bev rebellieren, so gilt dies auch für die mit ihr verbundenen Brigaden. Wenn sich neben dem Bevölkerungssymbol einer Brigade ein Rebellenfraktionssymbol befindet, bedeutet dies, dass ihre Bev eine Rebellenfraktion angehört. Dies ist äußerst gefährlich. Den Status dieser Bev und ihre Probleme können Sie durch Anklicken des Bev-Symbols im Einheitenbildschirm überprüfen, worauf der Bevölkerungsbildschirm aufgerufen wird. Klicken Sie nun zum Fortfahren auf Weiter.;;;;;;;;;;;x
REMOVEFROMSPHERE_DESC;Removes nation from another §YGreat Power§W's Sphere of Influence.;Supprime une nation de la sphère d'influence d'une autre §Ygrande puissance§W.;Entfernt Nation aus der Einflusssphäre einer anderen §YGroßmacht§W.;;;;;;;;;;;x
BUDGET_VIEW_CRIME_FIGHT;Crime Fighting Effect:;Effet de lutte contre le crime :;Verbrechensbekämpfungseffekt:;;;;;;;;;;;x
POP_CURRENT_PROD;Current Production:;Production actuelle :;Aktuelle Produktion:;;;;;;;;;;;x
ALREADY_ASSIMILATED;Primary or Accepted Culture;Culture principale ou acceptée;Primärkultur oder akzeptierte Kultur;;;;;;;;;;;x
TCP_SERVER_LOST;Server lost while transfering save!;Connexion avec le serveur perdue lors de la sauvegarde !;Serververbindung während Übertragung von gespeichertem Spielstand unterbrochen!;;;;;;;;;;;x
tut_7b_6;The prices are set globally each day on the World Market as a function of supply and demand. The current supply and demand will set a target price which the actual price will gradually close in on, you should keep an eye on the development of prices on goods that are important to you. Are Small Arms going up, perhaps its time to build a new factory. The arrow next to the price indicates whether prices are rising (green), remaining steady (yellow) or falling (red). Click 'Next' to continue;Tous les jours sur le marché mondial, les prix sont fixés de manière globale selon la loi de l'offre et de la demande. L'offre et la demande actuelles permettent de fixer un prix cible duquel le prix réel se rapprochera progressivement. Vous devez surveiller l'évolution des prix des marchandises que vous souhaitez acquérir. Le prix des armes légères grimpe ? Alors, il est peut-être temps de construire une nouvelle usine. La flèche située près du prix indique s'il monte (vert), s'il est stable (jaune) ou s'il baisse (rouge). Cliquez sur Suivant pour continuer.;Die Weltmarktpreise werden täglich basierend auf Angebot und Nachfrage ermittelt. Die aktuelle Angebot und Nachfrage-Situation stellt einen Zielpreis ein, dem sich der tatsächliche Preis allmählich annähert. Aus diesem Grund sollten Sie die Preisentwicklung von Gütern im Auge behalten, die für Sie wichtig sind. Ziehen die Preise für Handfeuerwaffen an? Ist es vielleicht an der Zeit, eine neue Fabrik zu bauen? Der Pfeil neben dem Preis zeigt an, ob er steigt (grün), gleich bleibt (gelb) oder fällt (rot). Klicken Sie zum Fortfahren auf Weiter.;;;;;;;;;;;x
tut_7b_8;The image below illustrates the world market entry for clipper convoys. The icons in the bottom row indicate whether we are currently selling or buying the good, and whether trading is currently set to AI automation or not. The government (the player or the AI) can buy and sell on the market in two ways, either by setting trade orders or by automatic trades generated through other actions in the game. Click the Icon for Clipper Convoys to see an automatic Trade.;L'illustration ci-dessous représente l'entrée sur le marché mondial des convois de clippers. Les icônes du bas indiquent si nous vendons ou achetons des marchandises et si le commerce est défini sur l'automatisation IA ou non. Le gouvernement (le joueur ou l'IA) peut acheter et vendre sur le marché de deux façons : en passant des commandes ou en générant des transactions automatiques via d'autres actions du jeu. Cliquez sur l'icône des convois de clippers pour assister à une transaction automatique.;Das unten stehende Bild zeigt den Weltmarkteintrag für Klipper-Konvois. Die Symbole in der untersten Leiste zeigen an, ob wir das betreffende Handelsgut derzeit verkaufen oder kaufen, und ob der Handel derzeit auf KI-Automatisierung eingestellt ist oder nicht. Die Regierung (der Spieler oder die KI) kann auf dem Markt auf zweierlei Art kaufen und verkaufen: Entweder durch Erteilung von Handelsaufträgen oder durch automatische Handelsgeschäfte, die durch andere Spielaktionen erzeugt werden. Klicken Sie nun auf das Klipper-Konvoi-Symbol, um sich ein automatisiertes Handelsgeschäft anzusehen.;;;;;;;;;;;x
DIPLO_CALL_ALLIES;Call Allies;Appeler les alliés;Bündnisparter zu Hilfe rufen;;;;;;;;;;;x
RULE_OPEN_FACTORY;Open/Close Factory;Ouvrir/Fermer une usine;Fabrik öffnen/schließen;;;;;;;;;;;x
BE_ANNEXED;Annexed;Annexée;Annektiert;;;;;;;;;;;x
PW_COLONY_NO_STATE;At least §Y$NUM$§W% of the population need to be Bureaucrats of an accepted Culture in order to convert this colonial possession into a full national state. Current ratio is §Y$CURR$§W%;Au moins §Y$NUM$§W% de la population d'une culture acceptée doit être composée de bureaucrates pour convertir cette possession coloniale en État national à part entière. La proportion actuelle est de §Y$CURR$§W%.;Mindestens §Y$NUM$§W% der Bevölkerung müssen Bürokraten einer akzeptierten Kultur sein, damit wir diesen Kolonialbesitz zu einem vollwertigen Nationalstaat machen können. Aktuelle Rate ist §Y$CURR$§W%;;;;;;;;;;;x
REMOVE_PW_COLONY_NO_STATE;At least §Y$NUM$§W% of the population need to be Bureaucrats of an accepted Culture. Current ratio is §Y$CURR$§W%;Au moins §Y$NUM$§W% de la population d'une culture acceptée doit être composée de bureaucrates. La proportion actuelle est de §Y$CURR$§W%.;Mindestens §Y$NUM$§W% der Bevölkerung müssen Bürokraten einer akzeptierten Kultur sein. Aktuelle Rate ist §Y$CURR$§W%;;;;;;;;;;;x
BAD_SAVE;Error: Bad save.;Erreur : mauvaise sauvegarde;Fehler: Gespeicherter Spielstand schadhaft.;;;;;;;;;;;x
MILITARY_MORALE_TOOLTIP;Organization: §Y$VALUE$%§W;Organisation : §Y$VALUE$%§W;Organisation: §Y$VALUE$§W;;;;;;;;;;;x
tut_4c_12b;Let's continue to Army.;Passons à l'armée.;Lassen Sie uns nun mit der Armee fortfahren.;;;;;;;;;;;x
USA_reactionary;Southern Democrats;Démocrates du sud;Südliche Demokraten;;;;;;;;;;;x
MILITARY_DIG_IN_CAP;Dig-in cap;Capacité à se retrancher;Eingrabungs-Limit;;;;;;;;;;;x
MILITARY_MILITARY_TACTICS;Military tactics;Tactiques militaires;Militärtaktik;;;;;;;;;;;x
COUNTRYALERT_NO_CanDoDecisions;There are no decisions that presently demand our attention.;Actuellement, aucune décision ne nécessite notre attention.;Derzeit gibt es keine Entscheidungen, die unserer Aufmerksamkeit bedürfen.;;;;;;;;;;;x
POP_OTHER_LABEL;Other;Autres;Andere;;;;;;;;;;;x
ionian_islands_question_title;Treaty of London (1864);Traité de Londres (1864);Das Londoner Protokoll (1864);;;;;;;;;;;x
WARSUBSIDIES_DESC;Offer §Y$MONEY$§W¤ each day to help this nation;Offrir §Y$MONEY$§W¤ chaque jour pour aider cette nation;Bieten Sie zur Unterstützung dieser Nation täglich §Y$MONEY$§W¤ an.;;;;;;;;;;;x
release_puppet;Release Puppet;Libérer un État fantoche;Marionettenstaat entlassen;;;;;;;;;;;x
release_puppet_short;$THIRD$ is released;$THIRD$ est libéré;$THIRD$ wurde entlassen;;;;;;;;;;;x
release_puppet_setup;Release $THIRD$ from $RECIPIENT$;Libérer $THIRD$ de $RECIPIENT$;Entlassen Sie $THIRD$ aus $RECIPIENT$;;;;;;;;;;;x
release_puppet_desc;Release a §Ycountry§W from its sovereign nation;Libérer un §Ypays§W de sa nation souveraine;Entlassen Sie ein §YLand§W von seinem Herrenland.;;;;;;;;;;;x
IS_NOT_OUR_VASSAL; is NOT our Puppet; n'est PAS notre État fantoche;ist NICHT unser Marionettenstaat;;;;;;;;;;;x
IS_OUR_VASSAL; is our Puppet; est notre État fantoche;ist unser Marionettenstaat;;;;;;;;;;;x
COUNTRYALERT_HaveOrganizingRebels;Rebel Factions are organizing in our country!;Les factions rebelles s'organisent dans notre pays !;In unserem Land organisieren sich Rebellenfraktionen!;;;;;;;;;;;x
TOTAL_REBEL_POP;Rebel Faction Members;Membres de la faction rebelle;Rebellenfraktionsmitglieder;;;;;;;;;;;x
PROV2918;Bight of Benin;Golfe du Bénin;Bucht von Benin;;;;;;;;;;;x
PROV2921;Coast of Guinea;Côte de Guinée;Küste von Guinea;;;;;;;;;;;x
PROV2922;Coast of Senegambia;Côte de Sénégambie;Küste von Senegambia;;;;;;;;;;;x
NUMBER_OF_EMIREES;§Y$NUM$§W have left our nation for other countries this month;§Y$NUM$§W ont quitté notre nation à destination d'autres pays ce mois-ci.;§Y$NUM$§W haben unsere Nation diesen Monat in andere Länder verlassen.;;;;;;;;;;;x
NUMBER_OF_IMMIGREES;§Y$NUM$§W have arrived our nation from other countries this month;§Y$NUM$§W ont rejoint notre nation en provenance d'autres pays ce mois-ci.;§Y$NUM$§W sind diesen Monat aus anderen Ländern in unserer Nation angekommen.;;;;;;;;;;;x
alaskan_purchase_title;Seward's Icebox;Seward's Icebox;Sewards Kühlschrank;;;;;;;;;;;x
alaskan_purchase_desc;After the events of the Crimean War Russia had begun believing that it could not hope to protect its North American possessions in the event of another war with Britain, and had begun conidering a sale of what was to become the U.S. state of Alaska. The territory was bought by the United States in 1867 at the price of 2.3 cents per acre. The Alaska purchase was widely derided in the American press of the day as 'Seward's Icebox' after then Secretary of State William H. Seward, at whose initiative the purchase was made.;"Après les événements de la guerre de Crimée, la Russie comprit qu'il ne lui serait plus possible de protéger ses possessions nord-américaines si une autre guerre venait à éclater avec le Royaume-Uni et commença à vendre ce qui allait devenir l'État américain d'Alaska. En 1867, les États-Unis acquirent ce territoire au prix de 2,3 cents l'acre. L'achat de l'Alaska fut largement tourné en dérision par la presse américaine de l'époque qui le surnomma ""Seward's Icebox"" du nom du Secrétaire d'État William H. Seward à l'origine de cette initiative.";Nach den Ereignissen des Krimkriegs kam Russland allmählich zu der Erkenntnis, dass es seine nordamerikanischen Besitztümer in einem weiteren Krieg mit Großbritannien nicht würde behaupten können, und spielte deshalb mit dem Gedanken, das Gebiet zu verkaufen, das später zum US-Bundesstaat Alaska werden sollte. Die USA kaufen das Gebiet im Jahr 1867 zum Quadratmeterpreis von nur 0,0004 Cent. Der Kauf Alaskas wurde in der amerikanischen Presse damals als 'Sewards Kühlschrank' verspottet, da das Gebiet aufgrund der Initiative des damaligen Außenministers William H. Seward gekauft worden war.;;;;;;;;;;;x
EVTNAME32509;The Alaska Purchase?;L'achat de l'Alaska ?;Der Alaska-Kauf?;;;;;;;;;;;x
EVTDESC32509;The feelers put out by Eduard Andreevich Stoeckl, chargé d'affaires at our embassy in Washington, have had results, as The United States has today offered to enter into negotiations over a proposed sale of our territories in North America. The Americans are offering us a price of 2.3 cents per acre for the Alaskan territories, and that price seems relatively fair. The colonies could become hard to defend in the event of war with the United Kingdom, so getting rid of them for a price now might not be such a bad idea. What say you, $MONARCHTITLE$?;Les sondages réalisés par Eduard Andreevich Stoeckl, chargé d'affaires à notre ambassade de Washington, ont porté leurs fruits puisque les États-Unis ont, ce jour, accepté de mener des négociations portant sur la vente de nos territoires en Amérique du Nord. Les Américains nous offrent 2,3 cents l'acre pour les territoires de l'Alaska, ce qui semble relativement raisonnable. Les colonies seraient bien difficiles à défendre en cas de guerre avec le Royaume-Uni et les vendre maintenant ne serait pas une mauvaise idée. Qu'en dites-vous, $MONARCHTITLE$ ?;Nachdem der Leiter unserer Botschaft in Washington, Eduard Andreevich Stoeckl, bezüglich des Interesses der USA am Kauf unseres Gebiets in Nordamerika vorgefühlt hatte, begannen heute die offiziellen Verhandlungen. Die Amerikaner bieten uns einen Quadratmeterpreis von 0,0004 Cent für das Gebiet von Alaska an, und dieser Preis scheint relativ fair zu sein. Im Falle eines Krieges mit Großbritannien könnte die Verteidigung der Kolonien schwierig werden, deshalb ist es wohl keine schlechte Idee, sie jetzt noch gewinnbringend zu verkaufen. Was sagen Sie dazu, $MONARCHTITLE$?;;;;;;;;;;;x
EVTOPTA32509;We have more bad climate than we need anyway;Un rude climat, on en a bien assez;Uns weht eh ein strengerer Wind ins Gesicht, als uns lieb ist.;;;;;;;;;;;x
EVTOPTB32509;No, I don't think so. Maybe we could build a bridge there someday?;Non, je ne pense pas. On pourrait peut-être y construire un pont, un jour ?;Nein, das machen wir nicht! Vielleicht könnten wir eines Tages eine Brücke dorthin bauen?;;;;;;;;;;;x
EVTNAME32510;Russia Accepts!;La Russie accepte !;Russland akzeptiert!;;;;;;;;;;;x
EVTDESC32510;$MONARCHTITLE$, Russia has agreed to sell Alaska to us!;$MONARCHTITLE$, la Russie accepte de nous vendre l'Alaska !;$MONARCHTITLE$, Russland hat eingewilligt, uns Alaska zu verkaufen!;;;;;;;;;;;x
EVTOPTA32510;Excllent!;Formidable !;Hervorragend!;;;;;;;;;;;x
EVTNAME32511;Russia Declines!;La Russie refuse !;Russland lehnt ab!;;;;;;;;;;;x
EVTDESC32511;$MONARCHTITLE$, negotiations with Russia over a sale of the Alaska territory have stranded, and Russia has declined to sell us the territory.;$MONARCHTITLE$, les négociations menées avec la Russie sur la vente du territoire de l'Alaska ont échoué et la Russie a refusé notre offre d'achat.;$MONARCHTITLE$, die Verhandlungen mit Russland über den Verkauf von Alaska sind gescheitert. Russland weigert sich, uns das Gebiet zu verkaufen.;;;;;;;;;;;x
EVTOPTA32511;Blast!;Nom de nom !;Verdammt!;;;;;;;;;;;x
IS_DISARMED;is disarmed;est désarmé(e);ist entwaffnet;;;;;;;;;;;x
IS_NOT_DISARMED;is not disarmed;n'est pas désarmé(e);ist nicht entwaffnet;;;;;;;;;;;x
TRUCE_LASTS_UNTIL;Truce lasts until §Y$DATE$§W;La trêve dure jusqu'au §Y$DATE$§W.;Waffenruhe dauert bis zum §Y$DATE$§W;;;;;;;;;;;x
LOBBY_HOST_ONLY;Only the host may start the game;Seul l'hôte peut lancer la partie.;Das Spiel kann nur vom Host begonnen werden;;;;;;;;;;;x
LOBBY_WAITING;You must wait for all players to start, or kick the ones who are missing.;Vous devez attendre tous les joueurs pour commencer ou expulser ceux qui manquent.;Sie müssen zum Starten auf alle Spieler warten oder jene ausschließen, die noch fehlen.;;;;;;;;;;;x
NO_UNIT_TECH;We must discover §Y$TECH$§W to build §Y$UNIT$§W;Nous devons découvrir §Y$TECH$§W pour construire §Y$UNIT$§W.;Zum Bau von §Y$UNIT$§W müssen wir §Y$TECH$§W erforschen.;;;;;;;;;;;x
NO_UNIT_REGIMENTS;We cannot build §Y$UNIT$§W anywhere. Get more §YSoldiers§W.;Nous ne pouvons pas construire §Y$UNIT$§W n'importe où. Recrutez plus de §Ysoldats§W.;Wir können §Y$UNIT$§W nirgendwo bauen. Rekrutieren Sie mehr §YSoldaten§W.;;;;;;;;;;;x
NO_UNIT_PORTS;We cannot build §Y$UNIT$§W anywhere. Get a §YCoastal§W province.;Nous ne pouvons pas construire §Y$UNIT$§W n'importe où. Procurez-vous une province §Ycôtière§W.;Wir können §Y$UNIT$§W nirgendwo bauen. Verschaffen Sie sich eine §YKüsten§W-Provinz.;;;;;;;;;;;x
DIPLOMACY_WARDIALOG_ALLIES;§Y$COUNTRY$§W is protected by the following nation(s):;§Y$COUNTRY$§W est sous la protection de la (des) nation(s) suivante(s) :;§Y$COUNTRY$§W steht unter dem Schutz folgender Nation(en):;;;;;;;;;;;x
DIPLOMACY_WARDIALOG_NUM_ALLIES;§Y$COUNTRY$§W is protected by §Y$NUM$§W nation(s);§Y$COUNTRY$§W est sous la protection de §Y$NUM$§W nation(s).;§Y$COUNTRY$§W steht unter dem Schutz von §Y$NUM$§W Nation(en):;;;;;;;;;;;x
DIPLOMACY_WARDIALOG_ALLY;Ally;S'allier;Verbündeter;;;;;;;;;;;x
WARGOAL_WE_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet:;;;;;;;;;;;x 
WARGOAL_WE_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;;;;;;;;;;x 
WARGOAL_WE_ACCEPT_2;$ACTOR$ has decided to expand our current war by demanding;$ACTOR$ a décidé d'étendre notre guerre actuelle en demandant;$ACTOR$ hat sich entschieden, unseren aktuellen Krieg mit folgender Forderung zu erweitern:;;;;;;;;;;;x 
WARGOAL_WE_ACCEPT_3;$WARGOAL$;$WARGOAL$;$WARGOAL$;;;;;;;;;;;x 
WARGOAL_WE_ACCEPT_4;The fools think we will somehow cave into them.;Ces imbéciles pensent que nous allons céder.;Die Narren denken, dass wir schon irgendwie nachgeben werden.;;;;;;;;;;;x 
WARGOAL_WE_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;x
WARGOAL_WE_ACCEPT_6;We will punish them for their insolence.;Nous les punirons pour leur insolence.;Ihre Unverschämtheit wird ihnen noch teuer zu stehen kommen!;;;;;;;;;;;x 
WARGOAL_WE_ACCEPT_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WARGOAL_WE_ACCEPT_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WARGOAL_WE_ACCEPT_BTN3;Go to;Aller à;Go to;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
WARGOAL_WE_ACCEPT_LOG;$ACTOR$ expanded their war with us to include $WARGOAL$.;$ACTOR$ a étendu sa guerre contre nous pour inclure $WARGOAL$.;$ACTOR$ erweiterte ihren Krieg zur Miteinbeziehung von $WARGOAL$.;;;;;;;;;;;x 
WARGOAL_THEY_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet:;;;;;;;;;;;x 
WARGOAL_THEY_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;;;;;;;;;;x 
WARGOAL_THEY_ACCEPT_2;We have decided to expand our war by demanding;Nous avons décidé d'étendre notre guerre en demandant;Wir haben uns entschieden, unseren aktuellen Krieg mit folgender Forderung zu erweitern:;;;;;;;;;;;x 
WARGOAL_THEY_ACCEPT_3;$WARGOAL$;$WARGOAL$;$WARGOAL$;;;;;;;;;;;x 
WARGOAL_THEY_ACCEPT_4;We had tried to be reasonable with $RECIPIENT$;Nous avons essayé d'être raisonnables avec $RECIPIENT$;Wir haben versucht, vernünftig mit $RECIPIENT$ zu verhandeln.;;;;;;;;;;;x 
WARGOAL_THEY_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;x
WARGOAL_THEY_ACCEPT_6;Now they will pay the price for their lack of vision.;Maintenant, ils vont payer le prix pour leur manque de vision.;Nun werden sie den Preis für ihre Engstirnigkeit zahlen.;;;;;;;;;;;x 
WARGOAL_THEY_ACCEPT_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WARGOAL_THEY_ACCEPT_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WARGOAL_THEY_ACCEPT_BTN3;Go to;Aller à;Go to;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
WARGOAL_THEY_ACCEPT_LOG;We expanded our war with $RECIPIENT$ to include $WARGOAL$.;Nous avons étendu notre guerre contre $RECIPIENT$ pour inclure $WARGOAL$.;Wir haben unseren Krieg mit $RECIPIENT$ zur Miteinbeziehung von $WARGOAL$ erweitert.;;;;;;;;;;;x 
WARGOAL_OTHER_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet:;;;;;;;;;;;x 
WARGOAL_OTHER_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;;;;;;;;;;x 
WARGOAL_OTHER_ACCEPT_2;We have heard rumours from distant lands;Des rumeurs nous sont parvenues depuis de lointaines contrées.;Uns sind Gerüchte aus fernen Landen zu Ohren gekommen:;;;;;;;;;;;x 
WARGOAL_OTHER_ACCEPT_3;It seems that $ACTOR$;Il semble que $ACTOR$;Es scheint so, als ob sich $ACTOR$;;;;;;;;;;;x 
WARGOAL_OTHER_ACCEPT_4;has decided to expand its war with $RECIPIENT$;ait décidé d'étendre sa guerre contre $RECIPIENT$;entschieden hätte, ihren Krieg mit $RECIPIENT$;;;;;;;;;;;x 
WARGOAL_OTHER_ACCEPT_5;by adding $WARGOAL$;en ajoutant $WARGOAL$.;durch die Hinzufügung von $WARGOAL$ zu erweitern.;;;;;;;;;;;x
WARGOAL_OTHER_ACCEPT_6;Like we care.;Comme si cela nous importait.;Als ob uns das interessieren würde.;;;;;;;;;;;x 
WARGOAL_OTHER_ACCEPT_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WARGOAL_OTHER_ACCEPT_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WARGOAL_OTHER_ACCEPT_BTN3;Go to;Aller à;Go to;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
WARGOAL_OTHER_ACCEPT_LOG;$ACTOR$ expanded their war with $RECIPIENT$ to include $WARGOAL$.;$ACTOR$ a étendu sa guerre contre $RECIPIENT$ pour inclure $WARGOAL$.;$ACTOR$ erweiterte ihren Krieg mit $RECIPIENT$ zur Miteinbeziehung von $WARGOAL$.;;;;;;;;;;;x 
NO_GP_ACTION_ON_SELF;It would be foolish to target ourselves;Cela serait idiot de nous viser.;Es wäre unsinnig, uns selbst ins Visier zu nehmen ...;;;;;;;;;;;x
OL_VIEW_SIEGES;Toggles §YOccupation§W view;Active la vue §YOccupation§W.;Schaltet §YBesetzungs§W-Ansicht um;;;;;;;;;;;x
BADBOY_EFFECT;$DIRECTION$ $VALUE$ infamy.\n;$DIRECTION$ $VALUE$ en infamie.\n;$DIRECTION$ $VALUE$ Infamie.\n;;;;;;;;;;;x
unification_annex_casus_belli;War of Unification;Guerre d'unification;Vereinigungskrieg;;;;;;;;;;;x
unification_annex_casus_belli_desc;Liberate core territory of our §YCultural Union§W.;Libérez un territoire clé de notre §Yunion culturelle§W.;Befreien Sie das Kerngebiet unserer §YKulturunion§W;;;;;;;;;;;x
unification_annex_casus_belli_setup;Liberate core territory of our §YCultural Union§W.;Libérez un territoire clé de notre §Yunion culturelle§W.;Befreien Sie das Kerngebiet unserer §YKulturunion§W;;;;;;;;;;;x
unification_annex_casus_belli_short;Annexation;Annexion;Annektierung;;;;;;;;;;;x
enlightenment_thought;The Rights of Man;Les droits de l'homme;Rights of Man;;;;;;;;;;;x
enlightenment_thought_desc;The Rights of Man;Les droits de l'homme;Rights of Man;;;;;;;;;;;x
NORMAL_WAR_UNIFICATION_ANNEX_NAME;$ORDER$ $FIRST$ Liberation of $SECOND_COUNTRY$;$ORDER$ $FIRST$ libération de $SECOND_COUNTRY$;$ORDER$ $FIRST$ Befreiung von $SECOND_COUNTRY$;;;;;;;;;;;x
AGRESSION_WAR_UNIFICATION_ANNEX_NAME;$ORDER$ $FIRST$ Liberation of $SECOND_COUNTRY$;$ORDER$ $FIRST$ libération de $SECOND_COUNTRY$;$ORDER$ $FIRST$ Befreiung von $SECOND_COUNTRY$;;;;;;;;;;;x
springtime_of_nations;The Springtime of Nations!;Le Printemps des nations !;Frühling der Nationen!;;;;;;;;;;;x
springtime_of_nations_desc;The slumbering nations of Europe awake to throw of the spectres of despotism and tyranny;Les nations endormies d'Europe se réveillent pour lutter contre les spectres du despotisme et de la tyrannie.;Die schlummernden Nationen Europa erwachen, um die Gespenster des Despotismus und der Tyrannei zu vertreiben.;;;;;;;;;;;x
HND_conservative;Nationalist Congress Party;Parti du congrès nationaliste;Nationalistische Kongresspartei;;;;;;;;;;;x
HND_liberal;Independence Party;Partie de l'indépendance;Unabhängigkeitspartei;;;;;;;;;;;x
HND_reactionary;National Front;Front national;Nationale Front;;;;;;;;;;;x
HND_anarcho_liberal;Freedom Party;Parti de la liberté;Freiheitspartei;;;;;;;;;;;x
HND_socialist;Indian National Congress;Congrès national indien;Indischer Nationalkongress;;;;;;;;;;;x
HND_communist;Communist Party;Parti communiste ;Kommunistische Partei;;;;;;;;;;;x
HND_fascist;Unity Party;Parti unitaire;Einheitspartei;;;;;;;;;;;x
WEDID_ISDISCREDITED_DESC;Discredited until §Y$UNTIL$§W. We are behind this.;Discrédit jusqu'à : §Y$UNTIL$§W. Nous sommes derrière tout cela.;In Verruf gebracht bis zum §Y$UNTIL$§W. Wir stecken dahinter.;;;;;;;;;;;x
WEDID_ISBANNEDEMBASSY_DESC;Banned embassy until §Y$UNTIL$§W. We are behind this.;Ambassade interdite jusqu'à : §Y$UNTIL$§W. Nous sommes derrière tout cela.;Botschaft verbannt bis zum §Y$UNTIL$§W. Wir stecken dahinter.;;;;;;;;;;;x
OTHER_MUST_NEGOTIATE_WITH_WAR_LEADER;We are not allowed to negotiate with the enemy §YWar leader§W since that would end the war. A peace treaty can only be signed between §Y$ENEMY$§W and §Y$COUNTRY$§W.;Nous ne sommes pas autorisés à négocier avec le §Yleader§W ennemi, car cela mettrait fin à la guerre. Un traité de paix ne peut être signé qu'entre §Y$ENEMY$§W et §Y$COUNTRY$§W.;Wir dürfen nicht mit dem feindlichen §YKriegsführer§W verhandeln, da dies den Krieg beenden würde. Ein Friedensvertrag kann nur zwischen §Y$ENEMY$§W und §Y$COUNTRY$§W unterzeichnet werden.;;;;;;;;;;;x
unification_humiliate_cb;Assert Hegemony;Imposer l'hégémonie;Vorherrschaft durchsetzen;;;;;;;;;;;x
unification_humiliate_cb_short;Admit Hegemony;Admettre l'hégémonie;Vorherrschaft anerkennen;;;;;;;;;;;x
NORMAL_UNIFICATION_HUMILIATE_NAME;The $FIRST$-$SECOND$ Brother's War;$FIRST$-$SECOND$ guerre fraternelle ;Der $FIRST$-$SECOND$ Bruderkrieg;;;;;;;;;;;x
